ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
14,2016,2016-12-24,15,22.355,TEN,@,JAX,L 17-38,,4,13,3.25,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,0,0
15,2016,2017-01-01,16,22.363,TEN,,HOU,W 24-17,,15,65,4.33,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,1,6
16,2017,2017-09-10,1,23.249,TEN,,OAK,L 16-26,,6,25,4.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0
17,2017,2017-09-17,2,23.256,TEN,@,JAX,W 37-16,,14,92,6.57,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,6
18,2017,2017-09-24,3,23.263,TEN,,SEA,W 33-27,,13,54,4.15,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0
19,2017,2017-10-01,4,23.270,TEN,@,HOU,L 14-57,,6,7,1.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0
20,2017,2017-10-08,5,23.277,TEN,@,MIA,L 10-16,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0
21,2017,2017-10-16,6,23.285,TEN,,IND,W 36-22,,19,131,6.89,1,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,,,1,6
22,2017,2017-10-22,7,23.291,TEN,@,CLE,W 12-9,,13,13,1.00,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,,,0,0
23,2017,2017-11-05,8,23.305,TEN,,BAL,W 23-20,,8,26,3.25,1,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,1,6
24,2017,2017-11-12,9,23.312,TEN,,CIN,W 24-20,,11,52,4.73,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0
25,2017,2017-11-16,10,23.316,TEN,@,PIT,L 17-40,,7,32,4.57,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0
26,2017,2017-11-26,11,23.326,TEN,@,IND,W 20-16,,13,79,6.08,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,,,0,0
27,2017,2017-12-03,12,23.333,TEN,,HOU,W 24-13,,11,109,9.91,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,6
28,2017,2017-12-10,13,23.340,TEN,@,ARI,L 7-12,*,8,20,2.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,6
29,2017,2017-12-17,14,23.347,TEN,@,SFO,L 23-25,,7,19,2.71,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,,,0,0
30,2017,2017-12-24,15,23.354,TEN,,LAR,L 23-27,,8,25,3.13,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0
31,2017,2017-12-31,16,23.361,TEN,,JAX,W 15-10,*,28,51,1.82,0,2,1,66,66.00,1,50.0%,33.00,0,0,,0,0,0,,0,0,,,1,6
32,2018,2018-09-09,1,24.248,TEN,@,MIA,L 20-27,*,10,26,2.60,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0
33,2018,2018-09-16,2,24.255,TEN,,HOU,W 20-17,*,18,56,3.11,0,0,0,0,,0,0.0%,,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,0,0
34,2018,2018-09-23,3,24.262,TEN,@,JAX,W 9-6,*,18,57,3.17,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0
