ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1958,1958-10-12,3,22.211,CHI,,SFO,W 28-6,2,-4,-2.00,0,0,0,,0,,,,
2,1958,1958-10-19,4,22.218,CHI,,RAM,W 31-10,2,20,10.00,0,0,0,,0,,,,
3,1958,1958-11-16,8,22.246,CHI,,BAL,L 0-17,5,31,6.20,0,0,0,,0,,,,
4,1958,1958-11-23,9,22.253,CHI,@,DET,W 20-7,1,6,6.00,0,0,0,,0,,,,
5,1959,1959-10-25,5,23.224,CHI,@,SFO,L 17-20,1,-4,-4.00,0,0,0,,0,,,,
6,1959,1959-11-01,6,23.231,CHI,@,RAM,W 26-21,4,16,4.00,0,0,0,,0,,,,
7,1959,1959-11-08,7,23.238,CHI,,GNB,W 28-17,7,17,2.43,1,0,0,,0,,,,
8,1959,1959-11-22,9,23.252,CHI,@,DET,W 24-14,2,4,2.00,0,0,0,,0,,,,
9,1959,1959-11-29,10,23.259,CHI,@,CRD,W 31-7,8,9,1.13,1,0,0,,0,,,,
10,1959,1959-12-06,11,23.266,CHI,,PIT,W 27-21,0,0,,0,1,17,17.00,0,,,,
11,1959,1959-12-13,12,23.273,CHI,,DET,W 25-14,2,5,2.50,0,0,0,,0,,,,
12,1960,1960-10-09,3,24.208,CHI,,RAM,W 34-27,2,8,4.00,0,0,0,,0,0,0,,0
13,1960,1960-10-16,4,24.215,CHI,,SFO,W 27-10,1,3,3.00,0,1,2,2.00,0,0,0,,0
14,1960,1960-10-23,5,24.222,CHI,@,RAM,T 24-24,2,-1,-0.50,0,1,9,9.00,0,0,0,,0
15,1960,1960-11-27,9,24.257,CHI,,DAL,W 17-7,1,28,28.00,0,0,0,,0,0,0,,0
16,1960,1960-12-11,11,24.271,CHI,@,CLE,L 0-42,5,44,8.80,0,0,0,,0,0,0,,0
17,1961,1961-10-08,4,25.207,DAL,@,MIN,W 28-0,3,12,4.00,0,0,0,,0,0,0,,0
18,1961,1961-10-15,5,25.214,DAL,,NYG,L 10-31,2,12,6.00,0,1,-2,-2.00,0,0,0,,0
19,1961,1961-11-12,9,25.242,DAL,@,PIT,L 7-37,0,0,,0,0,0,,0,1,12,12.00,0
20,1962,1962-09-30,3,26.199,PHI,,CLE,W 35-7,1,2,2.00,0,0,0,,0,0,0,,0
21,1962,1962-10-06,4,26.205,PHI,@,PIT,L 7-13,0,0,,0,0,0,,0,1,17,17.00,0
22,1962,1962-10-14,5,26.213,PHI,@,DAL,L 19-41,1,-1,-1.00,0,0,0,,0,2,39,19.50,0
23,1962,1962-12-02,12,26.262,PHI,@,WAS,W 37-14,2,6,3.00,0,0,0,,0,2,63,31.50,0
24,1962,1962-12-09,13,26.269,PHI,,PIT,L 17-26,0,0,,0,0,0,,0,1,17,17.00,0
