ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-05,1,22.136,BAL,@,DEN,L 27-49,*,6,4,65,16.25,1,66.7%,10.83,0,0,,0,,1,6,0.0,0,0
2,2013,2013-09-15,2,22.146,BAL,,CLE,W 14-6,*,6,4,45,11.25,1,66.7%,7.50,0,0,,0,,1,6,0.0,0,0
3,2013,2013-09-22,3,22.153,BAL,,HOU,W 30-9,*,3,2,6,3.00,0,66.7%,2.00,0,0,,0,,0,0,0.0,0,0
4,2013,2013-09-29,4,22.160,BAL,@,BUF,L 20-23,*,8,4,34,8.50,1,50.0%,4.25,0,0,,0,,1,6,0.0,2,0
5,2013,2013-10-13,6,22.174,BAL,,GNB,L 17-19,*,7,3,71,23.67,0,42.9%,10.14,1,-2,-2.00,0,,0,0,0.0,0,0
6,2013,2013-10-20,7,22.181,BAL,@,PIT,L 16-19,*,4,4,22,5.50,0,100.0%,5.50,0,0,,0,,0,0,0.0,0,0
7,2013,2013-11-03,8,22.195,BAL,@,CLE,L 18-24,*,9,5,54,10.80,2,55.6%,6.00,0,0,,0,1,2,14,0.0,0,0
8,2013,2013-11-10,9,22.202,BAL,,CIN,W 20-17,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,,0,0,0.0,0,0
9,2013,2013-11-24,11,22.216,BAL,,NYJ,W 19-3,*,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0.0,1,0
10,2013,2013-11-28,12,22.220,BAL,,PIT,W 22-20,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
11,2013,2013-12-08,13,22.230,BAL,,MIN,W 29-26,*,11,7,92,13.14,1,63.6%,8.36,0,0,,0,,1,6,0.0,0,0
12,2013,2013-12-16,14,22.238,BAL,@,DET,W 18-16,*,6,4,31,7.75,0,66.7%,5.17,0,0,,0,,0,0,0.0,0,0
13,2013,2013-12-22,15,22.244,BAL,,NWE,L 7-41,,7,4,51,12.75,0,57.1%,7.29,0,0,,0,,0,0,0.0,1,0
14,2013,2013-12-29,16,22.251,BAL,@,CIN,L 17-34,*,9,5,30,6.00,1,55.6%,3.33,0,0,,0,,1,6,0.0,0,0
15,2014,2014-09-07,1,23.138,BAL,,CIN,L 16-23,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
16,2014,2014-09-11,2,23.142,BAL,,PIT,W 26-6,,,,,,,0.0%,,,,,,,,,,,
17,2014,2014-09-21,3,23.152,BAL,@,CLE,W 23-21,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,,0,0,0.0,0,0
18,2014,2014-09-28,4,23.159,BAL,,CAR,W 38-10,,3,3,31,10.33,0,100.0%,10.33,0,0,,0,,0,0,0.0,0,0
19,2014,2014-10-05,5,23.166,BAL,@,IND,L 13-20,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0
20,2014,2014-10-26,8,23.187,BAL,@,CIN,L 24-27,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,1,0
21,2014,2014-11-02,9,23.194,BAL,@,PIT,L 23-43,,3,3,27,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
22,2014,2014-11-09,10,23.201,BAL,,TEN,W 21-7,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
23,2014,2014-11-24,11,23.216,BAL,@,NOR,W 34-27,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,,0,0,0.0,0,0
24,2014,2014-11-30,12,23.222,BAL,,SDG,L 33-34,,3,3,25,8.33,0,100.0%,8.33,0,0,,0,,0,0,0.0,0,0
25,2014,2014-12-07,13,23.229,BAL,@,MIA,W 28-13,*,3,3,30,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,1,0
26,2014,2014-12-14,14,23.236,BAL,,JAX,W 20-12,,5,5,66,13.20,0,100.0%,13.20,0,0,,0,,0,0,0.0,0,0
27,2014,2014-12-21,15,23.243,BAL,@,HOU,L 13-25,,5,1,10,10.00,0,20.0%,2.00,0,0,,0,,0,0,0.0,0,0
28,2014,2014-12-28,16,23.250,BAL,,CLE,W 20-10,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0
29,2015,2015-09-13,1,24.144,BAL,@,DEN,L 13-19,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0
30,2015,2015-09-20,2,24.151,BAL,@,OAK,L 33-37,,4,2,12,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
31,2015,2015-09-27,3,24.158,BAL,,CIN,L 24-28,,5,2,29,14.50,0,40.0%,5.80,0,0,,0,,0,0,0.0,0,0
32,2015,2015-10-01,4,24.162,BAL,@,PIT,W 23-20,*,4,2,9,4.50,0,50.0%,2.25,0,0,,0,,0,0,0.0,0,0
33,2015,2015-10-11,5,24.172,BAL,,CLE,L 30-33,*,4,1,0,0.00,0,25.0%,0.00,0,0,,0,,0,0,0.0,0,0
34,2015,2015-10-18,6,24.179,BAL,@,SFO,L 20-25,,4,1,9,9.00,0,25.0%,2.25,0,0,,0,,0,0,0.0,0,0
35,2015,2015-10-26,7,24.187,BAL,@,ARI,L 18-26,,5,3,22,7.33,0,60.0%,4.40,0,0,,0,,0,0,0.0,0,0
36,2015,2015-11-01,8,24.193,BAL,,SDG,W 29-26,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
37,2015,2015-11-15,9,24.207,BAL,,JAX,L 20-22,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
38,2015,2015-11-22,10,24.214,BAL,,STL,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
