ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
92,1993,1993-12-06,12,27.274,PHI,@,DAL,L 17-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,226,37.67,0
93,1993,1993-12-12,13,27.280,PHI,,BUF,L 7-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,150,30.00,0
94,1993,1993-12-19,14,27.287,PHI,@,IND,W 20-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,247,41.17,0
95,1993,1993-12-26,15,27.294,PHI,,NOR,W 37-26,,1,0,0.00,0,0,0,,0,0,0,,,,,,0.0,,,5,182,36.40,0
96,1993,1994-01-03,16,27.302,PHI,@,SFO,W 37-34,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,164,41.00,0
97,1994,1994-09-04,1,28.181,ARI,@,RAM,L 12-14,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,221,36.83,0
98,1994,1994-09-11,2,28.188,ARI,,NYG,L 17-20,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,228,45.60,0
99,1994,1994-09-18,3,28.195,ARI,@,CLE,L 0-32,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,282,40.29,0
100,1994,1994-10-02,4,28.209,ARI,,MIN,W 17-7,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,200,40.00,0
101,1994,1994-10-09,5,28.216,ARI,@,DAL,L 3-38,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,204,40.80,0
102,1994,1994-10-16,6,28.223,ARI,@,WAS,W 19-16,,1,-4,-4.00,0,0,0,,0,0,0,,,0,,,0.0,,,8,370,46.25,0
103,1994,1994-10-23,7,28.230,ARI,,DAL,L 21-28,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,317,45.29,0
104,1994,1994-10-30,8,28.237,ARI,,PIT,W 20-17,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,303,43.29,0
105,1994,1994-11-06,9,28.244,ARI,@,PHI,L 7-17,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,209,34.83,0
106,1994,1994-11-13,10,28.251,ARI,@,NYG,W 10-9,,1,12,12.00,0,0,0,,0,0,0,,,0,,,0.0,,,4,154,38.50,0
107,1994,1994-11-20,11,28.258,ARI,,PHI,W 12-6,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,218,36.33,0
108,1994,1994-11-27,12,28.265,ARI,,CHI,L 16-19,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,239,39.83,0
109,1994,1994-12-04,13,28.272,ARI,@,HOU,W 30-12,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,230,38.33,0
110,1994,1994-12-11,14,28.279,ARI,,WAS,W 17-15,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,277,39.57,0
111,1994,1994-12-18,15,28.286,ARI,,CIN,W 28-7,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,305,43.57,0
112,1994,1994-12-24,16,28.292,ARI,@,ATL,L 6-10,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,240,40.00,0
113,1995,1995-09-03,1,29.180,ARI,@,WAS,L 7-27,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,196,39.20,0
114,1995,1995-09-10,2,29.187,ARI,,PHI,L 19-31,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,3,153,51.00,0
115,1995,1995-09-17,3,29.194,ARI,@,DET,W 20-17,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,239,47.80,0
116,1995,1995-09-24,4,29.201,ARI,@,DAL,L 20-34,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,3,130,43.33,0
117,1995,1995-10-01,5,29.208,ARI,,KAN,L 3-24,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,168,33.60,0
118,1995,1995-10-08,6,29.215,ARI,@,NYG,L 21-27,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,2,103,51.50,0
119,1995,1995-10-15,7,29.222,ARI,,WAS,W 24-20,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,3,134,44.67,0
120,1995,1995-10-29,8,29.236,ARI,,SEA,W 20-14,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,8,358,44.75,0
121,1995,1995-11-05,9,29.243,ARI,@,DEN,L 6-38,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,4,203,50.75,0
122,1995,1995-11-12,10,29.250,ARI,,MIN,L 24-30,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,4,170,42.50,0
123,1995,1995-11-19,11,29.257,ARI,@,CAR,L 7-27,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,8,352,44.00,0
124,1995,1995-11-26,12,29.264,ARI,,ATL,W 40-37,,1,0,0.00,0,0,0,,0,0,0,,,0,,,0.0,,,4,193,48.25,0
125,1995,1995-11-30,13,29.268,ARI,,NYG,L 6-10,,1,4,4.00,0,0,0,,0,0,0,,,0,,,0.0,,,2,77,38.50,0
126,1995,1995-12-09,14,29.277,ARI,@,SDG,L 25-28,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,310,44.29,0
127,1995,1995-12-17,15,29.285,ARI,@,PHI,L 20-21,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,197,39.40,0
128,1995,1995-12-25,16,29.293,ARI,,DAL,L 13-37,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,4,167,41.75,0
129,1996,1996-09-01,1,30.178,ARI,@,IND,L 13-20,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,4,168,42.00,0
130,1996,1996-09-08,2,30.185,ARI,,MIA,L 10-38,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,215,43.00,1
131,1996,1996-09-15,3,30.192,ARI,@,NWE,L 0-31,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,300,42.86,0
132,1996,1996-09-22,4,30.199,ARI,@,NOR,W 28-14,,1,0,0.00,0,0,0,,0,0,0,,,0,,,0.0,,,6,260,43.33,0
133,1996,1996-09-29,5,30.206,ARI,,STL,W 31-28,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,256,42.67,0
134,1996,1996-10-13,6,30.220,ARI,@,DAL,L 3-17,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,298,42.57,0
135,1996,1996-10-20,7,30.227,ARI,,TAM,W 13-9,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,2,84,42.00,0
136,1996,1996-10-27,8,30.234,ARI,,NYJ,L 21-31,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,4,165,41.25,0
137,1996,1996-11-03,9,30.241,ARI,@,NYG,L 8-16,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,8,375,46.88,0
138,1996,1996-11-10,10,30.248,ARI,@,WAS,W 37-34,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,3,136,45.33,0
139,1996,1996-11-17,11,30.255,ARI,,NYG,W 31-23,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,4,184,46.00,0
140,1996,1996-11-24,12,30.262,ARI,,PHI,W 36-30,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,3,120,40.00,0
141,1996,1996-12-01,13,30.269,ARI,@,MIN,L 17-41,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,3,153,51.00,0
142,1996,1996-12-08,14,30.276,ARI,,DAL,L 6-10,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,255,51.00,0
143,1996,1996-12-15,15,30.283,ARI,,WAS,W 27-26,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,242,40.33,0
144,1996,1996-12-22,16,30.290,ARI,@,PHI,L 19-29,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,3,117,39.00,0
145,1997,1997-08-31,1,31.177,ARI,@,CIN,L 21-24,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,256,42.67,0
146,1997,1997-09-07,2,31.184,ARI,,DAL,W 25-22,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,8,350,43.75,0
147,1997,1997-09-14,3,31.191,ARI,@,WAS,L 13-19,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,9,375,41.67,0
148,1997,1997-09-28,4,31.205,ARI,@,TAM,L 18-19,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,5,226,45.20,1
149,1997,1997-10-05,5,31.212,ARI,,MIN,L 19-20,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,2,82,41.00,0
150,1997,1997-10-12,6,31.219,ARI,,NYG,L 13-27,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,307,43.86,0
151,1997,1997-10-19,7,31.226,ARI,@,PHI,L 10-13,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,303,43.29,0
152,1997,1997-10-26,8,31.233,ARI,,TEN,L 14-41,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,4,201,50.25,0
153,1997,1997-11-02,9,31.240,ARI,,PHI,W 31-21,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,291,41.57,0
154,1997,1997-11-09,10,31.247,ARI,@,DAL,L 6-24,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,4,145,36.25,0
155,1997,1997-11-16,11,31.254,ARI,@,NYG,L 10-19,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,3,116,38.67,0
156,1997,1997-11-23,12,31.261,ARI,@,BAL,W 16-13,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,266,44.33,0
157,1997,1997-11-30,13,31.268,ARI,,PIT,L 20-26,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,268,44.67,0
158,1997,1997-12-07,14,31.275,ARI,,WAS,L 28-38,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,7,357,51.00,0
159,1997,1997-12-14,15,31.282,ARI,@,NOR,L 10-27,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,6,302,50.33,0
160,1997,1997-12-21,16,31.289,ARI,,ATL,W 29-26,,0,0,,0,0,0,,0,0,0,,,0,,,0.0,,,4,183,45.75,0
161,1998,1998-09-06,1,32.183,SEA,@,PHI,W 38-0,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,4,173,43.25,0
162,1998,1998-09-13,2,32.190,SEA,,ARI,W 33-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,4,164,41.00,0
163,1998,1998-09-20,3,32.197,SEA,,WAS,W 24-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,7,319,45.57,0
164,1998,1998-09-27,4,32.204,SEA,@,PIT,L 10-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,3,130,43.33,0
165,1998,1998-10-04,5,32.211,SEA,@,KAN,L 6-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,7,306,43.71,0
166,1998,1998-10-11,6,32.218,SEA,,DEN,L 16-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,9,446,49.56,0
167,1998,1998-10-25,7,32.232,SEA,@,SDG,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,4,164,41.00,0
168,1998,1998-11-01,8,32.239,SEA,,OAK,L 18-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,2,83,41.50,0
169,1998,1998-11-08,9,32.246,SEA,,KAN,W 24-12,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,6,228,38.00,0
170,1998,1998-11-15,10,32.253,SEA,@,OAK,L 17-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,10,434,43.40,0
171,1998,1998-11-22,11,32.260,SEA,@,DAL,L 22-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,4,175,43.75,0
172,1998,1998-11-29,12,32.267,SEA,,TEN,W 20-18,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,3,132,44.00,0
173,1998,1998-12-06,13,32.274,SEA,@,NYJ,L 31-32,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,4,190,47.50,0
174,1998,1998-12-13,14,32.281,SEA,,SDG,W 38-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,5,233,46.60,0
175,1998,1998-12-20,15,32.288,SEA,,IND,W 27-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,3,135,45.00,0
176,1998,1998-12-27,16,32.295,SEA,@,DEN,L 21-28,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,,,6,256,42.67,0
177,1999,1999-09-12,1,33.189,SEA,,DET,L 20-28,,1,0,0.00,0,0,0,,0,0,0,,,,,,0.0,,,6,286,47.67,0
178,1999,1999-09-19,2,33.196,SEA,@,CHI,W 14-13,,1,0,0.00,0,0,0,,0,0,0,,,,,,0.0,,,6,209,34.83,0
179,1999,1999-09-26,3,33.203,SEA,@,PIT,W 29-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,154,38.50,0
180,1999,1999-10-03,4,33.210,SEA,,OAK,W 22-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,186,46.50,0
181,1999,1999-10-17,5,33.224,SEA,@,SDG,L 10-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,331,41.38,0
182,1999,1999-10-24,6,33.231,SEA,,BUF,W 26-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,160,32.00,0
