ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1980,1980-09-07,1,23.071,SDG,@,SEA,W 34-13,1,-1,-1.00,0
2,1980,1980-09-14,2,23.078,SDG,,OAK,W 30-24,,,,
3,1980,1980-09-21,3,23.085,SDG,@,DEN,W 30-13,1,-2,-2.00,0
4,1980,1980-09-28,4,23.092,SDG,@,KAN,W 24-7,2,-4,-2.00,0
