ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2004,2004-09-12,1,23.143,SFO,,ATL,L 19-21,,9,15,60.00,111,0,0,82.9,1,7,7.40,7.40,0,0,,0
2,2004,2004-09-19,2,23.150,SFO,@,NOR,L 27-30,*,18,32,56.25,205,0,1,62.6,2,15,6.41,5.00,0,0,,0
3,2004,2004-09-26,3,23.157,SFO,@,SEA,L 0-34,*,19,32,59.38,153,0,2,45.4,3,26,4.78,1.97,0,0,,0
4,2004,2004-10-17,6,23.178,SFO,@,NYJ,L 14-22,,,,,,,,,0,,,,,,,
5,2004,2004-10-31,7,23.192,SFO,@,CHI,L 13-23,*,16,36,44.44,122,0,1,41.7,3,22,3.39,2.14,2,5,2.50,0
6,2004,2004-12-12,13,23.234,SFO,@,ARI,W 31-28,*,18,34,52.94,191,3,0,99.0,1,7,5.62,7.38,2,2,1.00,0
7,2004,2004-12-18,14,23.240,SFO,,WAS,L 16-26,*,20,38,52.63,206,2,4,46.5,1,7,5.42,1.74,1,0,0.00,0
8,2004,2004-12-26,15,23.248,SFO,,BUF,L 7-41,*,5,10,50.00,54,0,1,26.7,1,4,5.40,0.90,0,0,,0
9,2004,2005-01-02,16,23.255,SFO,@,NWE,L 7-21,*,18,29,62.07,189,1,0,92.5,1,6,6.52,7.21,0,0,,0
10,2005,2005-10-30,7,24.191,SFO,,TAM,W 15-10,*,7,18,38.89,40,0,0,47.0,0,0,2.22,2.22,1,5,5.00,0
11,2005,2005-11-20,10,24.212,SFO,,SEA,L 25-27,*,18,29,62.07,249,1,0,101.1,4,23,8.59,9.28,3,6,2.00,0
12,2005,2005-11-27,11,24.219,SFO,@,TEN,L 22-33,*,23,43,53.49,192,1,2,53.6,2,5,4.47,2.84,0,0,,0
13,2006,2006-12-24,15,25.246,CLE,,TAM,L 7-22,,0,1,0.00,0,0,0,39.6,1,7,0.00,0.00,0,0,,0
14,2007,2007-11-18,10,26.210,CLE,@,BAL,W 33-30,,0,0,,0,0,0,,0,0,,,0,0,,0
15,2008,2008-11-30,12,27.222,CLE,,IND,L 6-10,,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,0,0,,0
16,2008,2008-12-07,13,27.229,CLE,@,TEN,L 9-28,*,22,43,51.16,150,0,1,49.6,1,7,3.49,2.44,1,0,0.00,0
17,2008,2008-12-15,14,27.237,CLE,@,PHI,L 10-30,*,11,28,39.29,156,0,2,28.3,2,17,5.57,2.36,1,0,0.00,0
18,2008,2008-12-21,15,27.243,CLE,,CIN,L 0-14,*,10,17,58.82,64,0,3,27.2,2,19,3.76,-4.18,0,0,,0
