ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1985,1985-09-08,1,22.244,KAN,@,NOR,W 47-27,2,2,1.00,0,0,0,,0,0,0,,0
2,1985,1985-09-12,2,22.248,KAN,,RAI,W 36-20,3,15,5.00,0,1,7,7.00,0,0,0,,0
3,1985,1985-09-22,3,22.258,KAN,@,MIA,L 0-31,2,9,4.50,0,1,6,6.00,0,0,0,,0
4,1985,1985-09-29,4,22.265,KAN,,SEA,W 28-7,7,20,2.86,0,0,0,,0,0,0,,0
5,1985,1985-10-06,5,22.272,KAN,@,RAI,L 10-19,7,17,2.43,0,1,4,4.00,0,1,13,13.00,0
6,1985,1985-10-13,6,22.279,KAN,@,SDG,L 20-31,1,3,3.00,0,1,6,6.00,0,0,0,,0
7,1985,1985-10-20,7,22.286,KAN,,RAM,L 0-16,5,15,3.00,0,1,7,7.00,0,0,0,,0
8,1985,1985-10-27,8,22.293,KAN,,DEN,L 10-30,0,0,,0,1,8,8.00,0,0,0,,0
9,1985,1985-11-03,9,22.300,KAN,@,HOU,L 20-23,0,0,,0,0,0,,0,0,0,,0
10,1985,1985-11-10,10,22.307,KAN,,PIT,L 28-36,0,0,,0,1,7,7.00,0,0,0,,0
11,1985,1985-11-17,11,22.314,KAN,@,SFO,L 3-31,0,0,,0,0,0,,0,0,0,,0
12,1985,1985-11-24,12,22.321,KAN,,IND,W 20-7,0,0,,0,0,0,,0,0,0,,0
13,1985,1985-12-01,13,22.328,KAN,@,SEA,L 6-24,0,0,,0,0,0,,0,0,0,,0
14,1985,1985-12-08,14,22.335,KAN,,ATL,W 38-10,1,2,2.00,0,0,0,,0,0,0,,0
15,1985,1985-12-14,15,22.341,KAN,@,DEN,L 13-14,0,0,,0,0,0,,0,0,0,,0
16,1985,1985-12-22,16,22.349,KAN,,SDG,W 38-34,0,0,,0,0,0,,0,0,0,,0
17,1986,1986-09-21,3,23.257,KAN,,HOU,W 27-13,,,,,,,,,,,,
18,1986,1986-09-28,4,23.264,KAN,@,BUF,W 20-17,,,,,,,,,,,,
19,1986,1986-10-05,5,23.271,KAN,,RAI,L 17-24,,,,,,,,,,,,
20,1986,1986-10-12,6,23.278,KAN,@,CLE,L 7-20,,,,,,,,,,,,
21,1986,1986-11-23,12,23.320,BUF,@,NWE,L 19-22,0,0,,0,,,,,,,,
22,1986,1986-11-30,13,23.327,BUF,@,KAN,W 17-14,0,0,,0,,,,,,,,
23,1986,1986-12-07,14,23.334,BUF,,CLE,L 17-21,0,0,,0,,,,,,,,
24,1986,1986-12-14,15,23.341,BUF,@,IND,L 14-24,0,0,,0,,,,,,,,
25,1986,1986-12-21,16,23.348,BUF,@,HOU,L 7-16,4,10,2.50,0,0,0,,0,0,0,,0
26,1987,1987-10-04,3,24.270,BUF,,IND,L 6-47,5,9,1.80,0,0,0,,0,0,0,,0
27,1987,1987-10-11,4,24.277,BUF,@,NWE,L 7-14,4,19,4.75,0,1,3,3.00,0,0,0,,0
28,1987,1987-10-18,5,24.284,BUF,,NYG,W 6-3,0,0,,0,0,0,,0,,,,
