ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,23.024,SDG,@,OAK,L 0-24,,,,,,,,,,,,
2,1977,1977-09-25,2,23.031,SDG,@,KAN,W 23-7,,,,,,,,,,,,
3,1977,1977-10-02,3,23.038,SDG,,CIN,W 24-3,,,,,,,,,,,,
4,1977,1977-10-09,4,23.045,SDG,@,NOR,W 14-0,,,,,,,,,,,,
5,1977,1977-10-16,5,23.052,SDG,,NWE,L 20-24,,,,,,,,,,,,
6,1977,1977-10-23,6,23.059,SDG,,KAN,L 16-21,,,,,,,,,,,,
7,1977,1977-10-30,7,23.066,SDG,@,MIA,W 14-13,,,,,,,,,,,,
8,1977,1977-11-06,8,23.073,SDG,@,DET,L 0-20,,,,,,,,,,,,
9,1977,1977-11-13,9,23.080,SDG,,DEN,L 14-17,,,,,,,,,,,,
10,1977,1977-11-20,10,23.087,SDG,,OAK,W 12-7,,,,,,,,,,,,
11,1977,1977-11-27,11,23.094,SDG,@,SEA,W 30-28,,,,,,,,,,,,
12,1977,1977-12-04,12,23.101,SDG,,CLE,W 37-14,,,,,,,,,,,,
13,1977,1977-12-11,13,23.108,SDG,@,DEN,L 9-17,,,,,,,,,,,,
14,1977,1977-12-18,14,23.115,SDG,,PIT,L 9-10,,,,,,,,,,,,
15,1978,1978-09-03,1,24.009,SDG,@,SEA,W 24-20,,,,,,,,,,,,
16,1978,1978-09-10,2,24.016,SDG,,OAK,L 20-21,,,,,,,,,,,,
17,1978,1978-09-17,3,24.023,SDG,@,DEN,L 14-27,,,,,,,,,,,,
18,1978,1978-09-24,4,24.030,SDG,,GNB,L 3-24,,,,,,,,,,,,
19,1978,1978-10-01,5,24.037,SDG,@,NWE,L 23-28,,,,,,,,,,,,
20,1978,1978-10-08,6,24.044,SDG,,DEN,W 23-0,,,,,,,,,,,,
21,1978,1978-10-15,7,24.051,SDG,,MIA,L 21-28,,,,,,,,,,,,
22,1978,1978-10-22,8,24.058,SDG,@,DET,L 14-31,,,,,,,,,,,,
23,1978,1978-10-29,9,24.065,SDG,@,OAK,W 27-23,,,,,,,,,,,,
24,1978,1978-11-05,10,24.072,SDG,,CIN,W 22-13,,,,,,,,,,,,
25,1978,1978-11-12,11,24.079,SDG,,KAN,W 29-23,0,0,,0,1,16,16.00,0,0.0,0,0,0
26,1978,1978-11-19,12,24.086,SDG,@,MIN,W 13-7,0,0,,0,1,13,13.00,0,0.0,1,0,0
27,1978,1978-11-26,13,24.093,SDG,@,KAN,L 0-23,0,0,,0,1,13,13.00,0,0.0,0,0,0
28,1978,1978-12-04,14,24.101,SDG,,CHI,W 40-7,0,0,,0,1,4,4.00,0,0.0,0,0,0
29,1978,1978-12-10,15,24.107,SDG,,SEA,W 37-10,,,,,,,,,,,,
30,1978,1978-12-17,16,24.114,SDG,@,HOU,W 45-24,0,0,,0,0,0,,0,0.0,1,0,0
31,1979,1979-09-02,1,25.008,SDG,@,SEA,W 33-16,0,0,,0,0,0,,0,0.0,1,15,0
32,1979,1979-09-09,2,25.015,SDG,,OAK,W 30-10,,,,,,,,,,,,
33,1979,1979-09-16,3,25.022,SDG,,BUF,W 27-19,,,,,,,,,,,,
34,1979,1979-09-23,4,25.029,SDG,@,NWE,L 21-27,,,,,,,,,,,,
35,1979,1979-09-30,5,25.036,SDG,,SFO,W 31-9,0,0,,0,1,11,11.00,0,0.0,0,0,0
36,1979,1979-10-07,6,25.043,SDG,@,DEN,L 0-7,,,,,,,,,,,,
37,1979,1979-10-14,7,25.050,SDG,,SEA,W 20-10,,,,,,,,,,,,
38,1979,1979-10-21,8,25.057,SDG,@,RAM,W 40-16,0,0,,0,0,0,,0,0.0,1,30,0
39,1979,1979-10-25,9,25.061,SDG,@,OAK,L 22-45,,,,,,,,,,,,
40,1979,1979-11-04,10,25.071,SDG,@,KAN,W 20-14,,,,,,,,,,,,
41,1979,1979-11-11,11,25.078,SDG,@,CIN,W 26-24,,,,,,,,,,,,
42,1979,1979-11-18,12,25.085,SDG,,PIT,W 35-7,,,,,,,,,,,,
43,1979,1979-11-25,13,25.092,SDG,,KAN,W 28-7,,,,,,,,,,,,
44,1979,1979-12-02,14,25.099,SDG,,ATL,L 26-28,,,,,,,,,,,,
45,1979,1979-12-09,15,25.106,SDG,@,NOR,W 35-0,,,,,,,,,,,,
46,1979,1979-12-17,16,25.114,SDG,,DEN,W 17-7,0,0,,0,1,10,10.00,0,0.0,1,9,0
47,1980,1980-09-07,1,26.013,SDG,@,SEA,W 34-13,0,0,,0,0,0,,0,0.0,1,0,0
48,1980,1980-09-14,2,26.020,SDG,,OAK,W 30-24,,,,,,,,,,,,
49,1980,1980-09-21,3,26.027,SDG,@,DEN,W 30-13,0,0,,0,4,20,5.00,0,0.0,0,0,0
50,1980,1980-09-28,4,26.034,SDG,@,KAN,W 24-7,0,0,,0,1,0,0.00,0,0.0,0,0,0
