ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
51,1980,1980-10-05,5,26.041,SDG,,BUF,L 24-26,,,,,,,,,,,,
52,1980,1980-10-12,6,26.048,SDG,@,OAK,L 24-38,,,,,,,,,,,,
53,1980,1980-10-19,7,26.055,SDG,,NYG,W 44-7,,,,,,,,,,,,
54,1980,1980-10-26,8,26.062,SDG,@,DAL,L 31-42,,,,,,,,,,,,
55,1980,1980-11-02,9,26.069,SDG,@,CIN,W 31-14,0,0,,0,0,0,,0,0.0,3,50,0
56,1980,1980-11-09,10,26.076,SDG,,DEN,L 13-20,,,,,,,,,,,,
57,1980,1980-11-16,11,26.083,SDG,,KAN,W 20-7,,,,,,,,,,,,
58,1980,1980-11-20,12,26.087,SDG,@,MIA,W 27-24,,,,,,,,,,,,
59,1981,1981-09-07,1,27.013,SDG,@,CLE,W 44-14,0,0,,0,0,0,,0,,,,
60,1981,1981-09-13,2,27.019,SDG,,DET,W 28-23,1,15,15.00,0,0,0,,0,0.0,0,0,0
61,1981,1981-09-20,3,27.026,SDG,@,KAN,W 42-31,0,0,,0,1,1,1.00,0,0.0,0,0,0
62,1981,1981-09-27,4,27.033,SDG,@,DEN,L 24-42,1,24,24.00,0,0,0,,0,0.0,0,0,0
63,1981,1981-10-04,5,27.040,SDG,,SEA,W 24-10,0,0,,0,0,0,,0,0.0,1,17,0
64,1981,1981-10-11,6,27.047,SDG,,MIN,L 31-33,1,14,14.00,0,0,0,,0,0.0,0,0,0
65,1981,1981-10-18,7,27.054,SDG,@,BAL,W 43-14,0,0,,0,0,0,,0,,,,
66,1981,1981-10-25,8,27.061,SDG,@,CHI,L 17-20,0,0,,0,0,0,,0,,,,
67,1981,1981-11-01,9,27.068,SDG,,KAN,W 22-20,0,0,,0,0,0,,0,,,,
68,1981,1981-11-08,10,27.075,SDG,,CIN,L 17-40,0,0,,0,0,0,,0,,,,
69,1981,1981-11-16,11,27.083,SDG,@,SEA,L 23-44,0,0,,0,0,0,,0,,,,
70,1981,1981-11-22,12,27.089,SDG,@,OAK,W 55-21,0,0,,0,0,0,,0,0.0,2,33,0
71,1981,1981-11-29,13,27.096,SDG,,DEN,W 34-17,1,24,24.00,0,0,0,,0,0.0,0,0,0
72,1981,1981-12-06,14,27.103,SDG,,BUF,L 27-28,1,9,9.00,0,0,0,,0,0.0,0,0,0
73,1981,1981-12-13,15,27.110,SDG,@,TAM,W 24-23,0,0,,0,0,0,,0,,,,
74,1981,1981-12-21,16,27.118,SDG,,OAK,W 23-10,1,17,17.00,0,0,0,,0,0.0,0,0,0
75,1982,1982-09-12,1,28.018,NYG,,ATL,L 14-16,0,0,,0,,,,,,,,
76,1982,1982-09-20,2,28.026,NYG,,GNB,L 19-27,0,0,,0,,,,,,,,
77,1982,1982-11-21,3,28.088,NYG,,WAS,L 17-27,0,0,,0,,,,,,,,
78,1982,1982-11-25,4,28.092,NYG,@,DET,W 13-6,0,0,,0,,,,,,,,
79,1982,1982-12-05,5,28.102,NYG,,HOU,W 17-14,0,0,,0,,,,,,,,
80,1982,1982-12-11,6,28.108,NYG,,PHI,W 23-7,0,0,,0,,,,,,,,
81,1982,1982-12-19,7,28.116,NYG,@,WAS,L 14-15,1,0,0.00,0,0,0,,0,0.0,0,0,0
82,1982,1982-12-26,8,28.123,NYG,@,STL,L 21-24,0,0,,0,,,,,,,,
83,1982,1983-01-02,9,28.130,NYG,@,PHI,W 26-24,0,0,,0,,,,,,,,
84,1983,1983-09-04,1,29.010,NYG,,RAM,L 6-16,,,,,0,0,,0,,,,
85,1983,1983-09-11,2,29.017,NYG,@,ATL,W 16-13,0,0,,0,0,0,,0,1.0,0,0,0
86,1983,1983-09-18,3,29.024,NYG,@,DAL,L 13-28,,,,,0,0,,0,,,,
87,1983,1983-09-26,4,29.032,NYG,,GNB,W 27-3,,,,,0,0,,0,,,,
88,1983,1983-10-02,5,29.038,NYG,,SDG,L 34-41,,,,,0,0,,0,,,,
89,1983,1983-10-16,7,29.052,NYG,@,KAN,L 17-38,,,,,0,0,,0,,,,
90,1983,1983-10-24,8,29.060,NYG,@,STL,T 20-20,,,,,0,0,,0,,,,
91,1983,1983-10-30,9,29.066,NYG,,DAL,L 20-38,,,,,0,0,,0,,,,
92,1983,1983-11-07,10,29.074,NYG,@,DET,L 9-15,,,,,0,0,,0,,,,
93,1983,1983-11-13,11,29.080,NYG,,WAS,L 17-33,0,0,,0,1,0,0.00,0,0.0,0,0,0
94,1983,1983-11-20,12,29.087,NYG,@,PHI,W 23-0,0,0,,0,9,96,10.67,0,0.0,0,0,0
95,1983,1983-11-27,13,29.094,NYG,@,RAI,L 12-27,0,0,,0,2,13,6.50,0,0.0,0,0,0
96,1983,1983-12-04,14,29.101,NYG,,STL,L 6-10,0,0,,0,6,48,8.00,0,0.0,0,0,0
97,1983,1983-12-11,15,29.108,NYG,,SEA,L 12-17,0,0,,0,7,26,3.71,0,0.0,0,0,0
98,1983,1983-12-17,16,29.114,NYG,@,WAS,L 22-31,0,0,,0,4,51,12.75,0,0.0,0,0,0
99,1984,1984-09-02,1,30.008,NYG,,PHI,W 28-27,,,,,,,,,,,,
100,1984,1984-09-09,2,30.015,NYG,,DAL,W 28-7,,,,,,,,,,,,
101,1984,1984-09-16,3,30.022,NYG,@,WAS,L 14-30,,,,,,,,,,,,
102,1984,1984-09-23,4,30.029,NYG,,TAM,W 17-14,,,,,,,,,,,,
103,1984,1984-09-30,5,30.036,NYG,@,RAM,L 12-33,,,,,,,,,,,,
104,1984,1984-10-08,6,30.044,NYG,,SFO,L 10-31,,,,,,,,,,,,
105,1984,1984-10-14,7,30.050,NYG,@,ATL,W 19-7,,,,,,,,,,,,
106,1984,1984-10-21,8,30.057,NYG,@,PHI,L 10-24,,,,,,,,,,,,
107,1984,1984-10-28,9,30.064,NYG,,WAS,W 37-13,,,,,,,,,,,,
108,1984,1984-11-04,10,30.071,NYG,@,DAL,W 19-7,,,,,,,,,,,,
109,1984,1984-11-11,11,30.078,NYG,@,TAM,L 17-20,,,,,,,,,,,,
110,1984,1984-11-18,12,30.085,NYG,,STL,W 16-10,,,,,,,,,,,,
111,1984,1984-11-25,13,30.092,NYG,,KAN,W 28-27,,,,,,,,,,,,
112,1984,1984-12-02,14,30.099,NYG,@,NYJ,W 20-10,,,,,,,,,,,,
113,1984,1984-12-09,15,30.106,NYG,@,STL,L 21-31,,,,,,,,,,,,
114,1984,1984-12-15,16,30.112,NYG,,NOR,L 3-10,,,,,,,,,,,,
