ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,22.075,WAS,,CAR,W 20-17,,,,,,,,,,,
2,2000,2000-09-10,2,22.082,WAS,@,DET,L 10-15,,,,,,,,,,,
3,2000,2000-09-18,3,22.090,WAS,,DAL,L 21-27,,,,,,,,,,,
4,2000,2000-09-24,4,22.096,WAS,@,NYG,W 16-6,*,,,,,,,,,,
5,2000,2000-10-01,5,22.103,WAS,,TAM,W 20-17,*,0,0,,0,0,0,1.0,0,0,0
6,2000,2000-10-08,6,22.110,WAS,@,PHI,W 17-14,*,0,23,,0,,,,,,
7,2000,2000-10-15,7,22.117,WAS,,BAL,W 10-3,,,,,,,,,,,
8,2000,2000-10-22,8,22.124,WAS,@,JAX,W 35-16,,,,,,,,,,,
9,2000,2000-10-30,9,22.132,WAS,,TEN,L 21-27,*,0,0,,0,0,0,1.0,0,0,0
10,2000,2000-11-05,10,22.138,WAS,@,ARI,L 15-16,*,,,,,,,,,,
11,2000,2000-11-20,11,22.153,WAS,@,STL,W 33-20,,1,16,16.00,0,0,0,2.0,0,0,0
12,2000,2000-11-26,12,22.159,WAS,,PHI,L 20-23,,,,,,,,,,,
13,2000,2000-12-03,13,22.166,WAS,,NYG,L 7-9,*,,,,,,,,,,
14,2000,2000-12-10,14,22.173,WAS,@,DAL,L 13-32,,,,,,,,,,,
15,2000,2000-12-16,15,22.179,WAS,@,PIT,L 3-24,*,,,,,,,,,,
16,2000,2000-12-24,16,22.187,WAS,,ARI,W 20-3,,,,,,,,,,,
17,2001,2001-09-09,1,23.081,WAS,@,SDG,L 3-30,*,,,,,,,,,,
18,2001,2001-09-24,2,23.096,WAS,@,GNB,L 0-37,*,,,,,,,,,,
19,2001,2001-10-07,4,23.109,WAS,@,NYG,L 9-23,*,,,,,,,,,,
20,2001,2001-10-15,5,23.117,WAS,@,DAL,L 7-9,*,,,,,,,,,,
21,2001,2001-10-21,6,23.123,WAS,,CAR,W 17-14,*,0,0,,0,1,6,0.0,1,67,1
22,2001,2001-10-28,7,23.130,WAS,,NYG,W 35-21,*,,,,,,,,,,
23,2001,2001-11-04,8,23.137,WAS,,SEA,W 27-14,*,,,,,,,,,,
24,2001,2001-11-18,9,23.151,WAS,@,DEN,W 17-10,*,,,,,,,,,,
25,2001,2001-11-25,10,23.158,WAS,@,PHI,W 13-3,*,,,,,,,,,,
26,2001,2001-12-02,11,23.165,WAS,,DAL,L 14-20,*,,,,,,,,,,
27,2001,2001-12-09,12,23.172,WAS,@,ARI,W 20-10,*,0,0,,0,0,0,0.0,1,43,0
28,2001,2001-12-16,13,23.179,WAS,,PHI,L 6-20,*,0,0,,0,0,0,0.5,1,10,0
29,2001,2001-12-23,14,23.186,WAS,,CHI,L 15-20,*,,,,,,,,,,
30,2001,2002-01-06,16,23.200,WAS,,ARI,W 20-17,*,,,,,,,,,,
31,2002,2002-09-08,1,24.080,WAS,,ARI,W 31-23,*,,,,,,,,,,
32,2002,2002-09-16,2,24.088,WAS,,PHI,L 7-37,*,0,0,,0,0,0,1.0,0,0,0
33,2002,2002-09-22,3,24.094,WAS,@,SFO,L 10-20,*,0,0,,0,0,0,1.0,0,0,0
34,2002,2002-10-06,4,24.108,WAS,@,TEN,W 31-14,*,,,,,,,,,,
35,2002,2002-10-13,5,24.115,WAS,,NOR,L 27-43,*,0,0,,0,0,0,2.0,0,0,0
36,2002,2002-10-20,6,24.122,WAS,@,GNB,L 9-30,*,0,0,,0,0,0,1.0,0,0,0
37,2002,2002-10-27,7,24.129,WAS,,IND,W 26-21,*,0,0,,0,0,0,2.0,0,0,0
38,2002,2002-11-03,8,24.136,WAS,@,SEA,W 14-3,*,,,,,,,,,,
39,2002,2002-11-10,9,24.143,WAS,@,JAX,L 7-26,*,0,0,,0,0,0,1.0,0,0,0
40,2002,2002-11-17,10,24.150,WAS,@,NYG,L 17-19,*,,,,,,,,,,
41,2002,2002-11-24,11,24.157,WAS,,STL,W 20-17,*,0,0,,0,0,0,1.0,0,0,0
42,2002,2002-11-28,12,24.161,WAS,@,DAL,L 20-27,*,,,,,,,,,,
43,2002,2002-12-08,13,24.171,WAS,,NYG,L 21-27,*,,,,,,,,,,
44,2002,2002-12-15,14,24.178,WAS,@,PHI,L 21-34,*,0,0,,0,0,0,1.0,0,0,0
45,2002,2002-12-22,15,24.185,WAS,,HOU,W 26-10,*,,,,,,,,,,
46,2002,2002-12-29,16,24.192,WAS,,DAL,W 20-14,*,0,0,,0,0,0,1.0,0,0,0
47,2003,2003-09-04,1,25.076,WAS,,NYJ,W 16-13,*,,,,,,,,,,
48,2003,2003-09-14,2,25.086,WAS,@,ATL,W 33-31,*,,,,,,,,,,
49,2003,2003-09-21,3,25.093,WAS,,NYG,L 21-24,*,0,0,,0,0,0,1.0,0,0,0
50,2003,2003-09-28,4,25.100,WAS,,NWE,W 20-17,*,,,,,,,,,,
51,2003,2003-10-05,5,25.107,WAS,@,PHI,L 25-27,*,,,,,,,,,,
52,2003,2003-10-12,6,25.114,WAS,,TAM,L 13-35,*,,,,,,,,,,
53,2003,2003-10-19,7,25.121,WAS,@,BUF,L 7-24,*,,,,,,,,,,
54,2003,2003-11-02,8,25.135,WAS,@,DAL,L 14-21,*,0,0,,0,0,0,1.0,0,0,0
55,2003,2003-11-09,9,25.142,WAS,,SEA,W 27-20,*,,,,,,,,,,
56,2003,2003-11-16,10,25.149,WAS,@,CAR,L 17-20,*,,,,,,,,,,
57,2003,2003-11-23,11,25.156,WAS,@,MIA,L 23-24,*,,,,,,,,,,
