ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,24.010,NYG,@,WAS,L 14-28,,,,,,,,
2,2011,2011-09-19,2,24.018,NYG,,STL,W 28-16,,,,,,,,
3,2011,2011-09-25,3,24.024,NYG,@,PHI,W 29-16,,,,,,,,
4,2011,2011-10-02,4,24.031,NYG,@,ARI,W 31-27,,0,0,,0,0.0,0,0
5,2011,2011-10-09,5,24.038,NYG,,SEA,L 25-36,,0,0,,0,0.0,0,0
6,2011,2011-10-16,6,24.045,NYG,,BUF,W 27-24,,0,0,,0,0.0,0,1
7,2011,2011-10-30,7,24.059,NYG,,MIA,W 20-17,,,,,,,,
8,2011,2011-11-06,8,24.066,NYG,@,NWE,W 24-20,,0,0,,0,0.0,0,1
9,2011,2011-11-13,9,24.073,NYG,@,SFO,L 20-27,,,,,,,,
10,2011,2011-11-20,10,24.080,NYG,,PHI,L 10-17,*,0,0,,0,0.0,2,2
11,2011,2011-11-28,11,24.088,NYG,@,NOR,L 24-49,*,0,0,,0,0.0,2,0
12,2012,2012-09-05,1,25.004,NYG,,DAL,L 17-24,,,,,,,,
13,2012,2012-09-16,2,25.015,NYG,,TAM,W 41-34,,0,0,,0,0.0,0,0
14,2012,2012-09-20,3,25.019,NYG,@,CAR,W 36-7,,0,0,,0,0.0,1,0
15,2012,2012-09-30,4,25.029,NYG,@,PHI,L 17-19,,,,,,,,
16,2012,2012-10-07,5,25.036,NYG,,CLE,W 41-27,,0,0,,0,0.0,0,0
17,2012,2012-10-14,6,25.043,NYG,@,SFO,W 26-3,,,,,,,,
18,2012,2012-10-21,7,25.050,NYG,,WAS,W 27-23,,,,,,,,
19,2012,2012-10-28,8,25.057,NYG,@,DAL,W 29-24,,0,0,,0,0.0,1,0
20,2012,2012-11-04,9,25.064,NYG,,PIT,L 20-24,*,0,0,,0,0.0,6,2
21,2012,2012-11-11,10,25.071,NYG,@,CIN,L 13-31,,,,,,,,
22,2012,2012-11-25,11,25.085,NYG,,GNB,W 38-10,,0,0,,0,0.0,0,0
23,2012,2012-12-03,12,25.093,NYG,@,WAS,L 16-17,,0,0,,0,0.0,1,2
24,2012,2012-12-09,13,25.099,NYG,,NOR,W 52-27,,0,0,,0,0.0,0,0
25,2012,2012-12-16,14,25.106,NYG,@,ATL,L 0-34,,,,,,,,
26,2012,2012-12-23,15,25.113,NYG,@,BAL,L 14-33,*,0,0,,0,0.0,6,1
27,2012,2012-12-30,16,25.120,NYG,,PHI,W 42-7,,,,,,,,
28,2013,2013-09-08,1,26.007,NYG,@,DAL,L 31-36,,0,0,,0,0.0,5,1
29,2013,2013-09-15,2,26.014,NYG,,DEN,L 23-41,,0,0,,0,0.0,3,1
30,2013,2013-09-22,3,26.021,NYG,@,CAR,L 0-38,*,0,0,,0,0.0,4,4
31,2013,2013-09-29,4,26.028,NYG,@,KAN,L 7-31,*,0,0,,0,0.0,7,1
32,2013,2013-10-06,5,26.035,NYG,,PHI,L 21-36,,,,,,,,
