ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2016,2016-10-02,4,22.238,CHI,,DET,W 17-14,,0,0,0,,0,0.0%,
2,2016,2016-10-09,5,22.245,CHI,@,IND,L 23-29,,0,0,0,,0,0.0%,
3,2016,2016-10-16,6,22.252,CHI,,JAX,L 16-17,,0,0,0,,0,0.0%,
4,2016,2016-10-20,7,22.256,CHI,@,GNB,L 10-26,*,0,0,0,,0,0.0%,
5,2016,2016-10-31,8,22.267,CHI,,MIN,W 20-10,,1,1,8,8.00,0,100.0%,8.00
6,2016,2016-11-13,9,22.280,CHI,@,TAM,L 10-36,,0,0,0,,0,0.0%,
7,2016,2016-11-20,10,22.287,CHI,@,NYG,L 16-22,,0,0,0,,0,0.0%,
8,2016,2016-11-27,11,22.294,CHI,,TEN,L 21-27,,2,1,14,14.00,0,50.0%,7.00
9,2016,2016-12-04,12,22.301,CHI,,SFO,W 26-6,,0,0,0,,0,0.0%,
10,2016,2016-12-11,13,22.308,CHI,@,DET,L 17-20,,0,0,0,,0,0.0%,
11,2016,2016-12-18,14,22.315,CHI,,GNB,L 27-30,,0,0,0,,0,0.0%,
12,2016,2016-12-24,15,22.321,CHI,,WAS,L 21-41,*,3,2,19,9.50,0,66.7%,6.33
13,2016,2017-01-01,16,22.329,CHI,@,MIN,L 10-38,,0,0,0,,0,0.0%,
14,2017,2017-11-12,9,23.278,CHI,,GNB,L 16-23,,0,0,0,,0,0.0%,
15,2017,2017-11-19,10,23.285,CHI,,DET,L 24-27,,0,0,0,,0,0.0%,
16,2017,2017-11-26,11,23.292,CHI,@,PHI,L 3-31,,0,0,0,,0,0.0%,
17,2017,2017-12-03,12,23.299,CHI,,SFO,L 14-15,,0,0,0,,0,0.0%,
18,2017,2017-12-10,13,23.306,CHI,@,CIN,W 33-7,,0,0,0,,0,0.0%,
19,2017,2017-12-16,14,23.312,CHI,@,DET,L 10-20,,0,0,0,,0,0.0%,
20,2017,2017-12-24,15,23.320,CHI,,CLE,W 20-3,,0,0,0,,0,0.0%,
21,2017,2017-12-31,16,23.327,CHI,@,MIN,L 10-23,,0,0,0,,0,0.0%,
22,2018,2018-09-09,1,24.214,CHI,@,GNB,L 23-24,,0,0,0,,0,0.0%,
23,2018,2018-09-17,2,24.222,CHI,,SEA,W 24-17,,0,0,0,,0,0.0%,
24,2018,2018-09-23,3,24.228,CHI,@,ARI,W 16-14,,0,0,0,,0,0.0%,
