ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1973,1973-09-16,1,23.230,MIN,,OAK,W 24-16,,,,
2,1973,1973-09-23,2,23.237,MIN,@,CHI,W 22-13,,,,
3,1973,1973-09-30,3,23.244,MIN,,GNB,W 11-3,,,,
4,1973,1973-10-07,4,23.251,MIN,@,DET,W 23-9,,,,
5,1973,1973-10-14,5,23.258,MIN,@,SFO,W 17-13,,,,
6,1973,1973-10-21,6,23.265,MIN,,PHI,W 28-21,,,,
7,1973,1973-10-28,7,23.272,MIN,,RAM,W 10-9,,,,
8,1973,1973-11-04,8,23.279,MIN,,CLE,W 26-3,,,,
9,1973,1973-11-11,9,23.286,MIN,,DET,W 28-7,1,13,13.00,0
10,1973,1973-11-19,10,23.294,MIN,@,ATL,L 14-20,,,,
11,1973,1973-11-25,11,23.300,MIN,,CHI,W 31-13,1,14,14.00,0
12,1974,1974-09-15,1,24.229,MIN,@,GNB,W 32-17,1,13,13.00,0
13,1974,1974-09-22,2,24.236,MIN,@,DET,W 7-6,,,,
14,1974,1974-09-29,3,24.243,MIN,,CHI,W 11-7,,,,
15,1974,1974-10-06,4,24.250,MIN,@,DAL,W 23-21,,,,
16,1974,1974-10-13,5,24.257,MIN,,HOU,W 51-10,1,21,21.00,0
17,1974,1974-10-20,6,24.264,MIN,,DET,L 16-20,,,,
18,1974,1974-10-27,7,24.271,MIN,,NWE,L 14-17,,,,
19,1974,1974-11-03,8,24.278,MIN,@,CHI,W 17-0,1,21,21.00,0
20,1974,1974-11-11,9,24.286,MIN,@,STL,W 28-24,,,,
21,1974,1974-11-17,10,24.292,MIN,,GNB,L 7-19,,,,
22,1974,1974-11-24,11,24.299,MIN,@,RAM,L 17-20,,,,
23,1974,1974-12-01,12,24.306,MIN,,NOR,W 29-9,,,,
24,1974,1974-12-07,13,24.312,MIN,,ATL,W 23-10,,,,
25,1974,1974-12-14,14,24.319,MIN,@,KAN,W 35-15,2,34,17.00,0
26,1975,1975-09-21,1,25.235,MIN,,SFO,W 27-17,,,,
27,1975,1975-09-28,2,25.242,MIN,@,CLE,W 42-10,,,,
28,1975,1975-10-27,6,25.271,MIN,@,CHI,W 13-9,,,,
