ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1982,1982-09-12,1,22.063,MIA,@,NYJ,W 45-28,1,3,3.00,0
2,1982,1982-09-19,2,22.070,MIA,,BAL,W 24-20,0,0,,0
3,1982,1982-11-28,4,22.140,NWE,,HOU,W 29-21,,,,
4,1982,1982-12-05,5,22.147,NWE,@,CHI,L 13-26,,,,
5,1982,1982-12-12,6,22.154,NWE,,MIA,W 3-0,,,,
6,1982,1982-12-19,7,22.161,NWE,@,SEA,W 16-0,,,,
7,1982,1982-12-26,8,22.168,NWE,@,PIT,L 14-37,,,,
8,1982,1983-01-02,9,22.175,NWE,,BUF,W 30-19,,,,
