ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1975,1975-09-22,1,22.254,MIA,,OAK,L 21-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,56,18.67,0,4,35,8.75,0,0,0
2,1975,1975-09-28,2,22.260,MIA,@,NWE,W 22-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,1,46,46.00,0,0,0
3,1975,1975-10-05,3,22.267,MIA,@,GNB,W 31-7,1,58,58.00,1,1,34,34.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,19,9.50,0,1,6
4,1975,1975-10-12,4,22.274,MIA,,PHI,W 24-16,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,5,26,5.20,0,0,0
5,1975,1975-10-19,5,22.281,MIA,@,NYJ,W 43-0,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,2,10,5.00,0,0,0
6,1975,1975-10-26,6,22.288,MIA,@,BUF,W 35-30,5,61,12.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,20,10.00,0,2,12,6.00,0,0,0
7,1975,1975-11-02,7,22.295,MIA,@,CHI,W 46-13,1,58,58.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,31,15.50,0,2,38,19.00,0,1,6
8,1975,1975-11-09,8,22.302,MIA,,NYJ,W 27-7,1,14,14.00,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,1,50,50.00,1,1,6
9,1975,1975-11-16,9,22.309,MIA,@,HOU,L 19-20,3,24,8.00,0,1,35,35.00,0,0,0,,0,0,0,,0,0,,,3,68,22.67,0,2,8,4.00,0,0,0
10,1975,1975-11-23,10,22.316,MIA,,BAL,L 17-33,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,78,26.00,0,1,3,3.00,0,0,0
11,1975,1975-12-01,11,22.324,MIA,,NWE,W 20-7,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,60,20.00,0,0,0
12,1975,1975-12-07,12,22.330,MIA,,BUF,W 31-21,3,17,5.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,13,13.00,0,0,0
13,1975,1975-12-14,13,22.337,MIA,@,BAL,L 7-10,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,1975,1975-12-20,14,22.343,MIA,,DEN,W 14-13,2,45,22.50,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,1976,1976-10-10,5,23.273,MIA,@,BAL,L 14-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1976,1976-10-17,6,23.280,MIA,,KAN,L 17-20,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
17,1976,1976-10-24,7,23.287,MIA,@,TAM,W 23-20,1,19,19.00,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,8,8.00,0,0,0
18,1976,1976-10-31,8,23.294,MIA,,NWE,W 10-3,2,38,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,30,10.00,0,0,0
19,1976,1976-11-07,9,23.301,MIA,@,NYJ,W 27-7,3,46,15.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,53,17.67,0,0,0
20,1976,1976-11-14,10,23.308,MIA,@,PIT,L 3-14,2,49,24.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
21,1976,1976-11-22,11,23.316,MIA,,BAL,L 16-17,4,81,20.25,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,2,26,13.00,0,0,0
22,1976,1976-11-28,12,23.322,MIA,@,CLE,L 13-17,3,33,11.00,1,2,1,0.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,1,6
23,1976,1976-12-05,13,23.329,MIA,,BUF,W 45-27,5,114,22.80,1,1,59,59.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,79,79.00,1,3,18
24,1976,1976-12-11,14,23.335,MIA,,MIN,L 7-29,5,62,12.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,12,12.00,0,1,0,0.00,0,0,0
25,1977,1977-09-18,1,24.250,MIA,@,BUF,W 13-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,0,0
26,1977,1977-09-25,2,24.257,MIA,@,SFO,W 19-15,2,21,10.50,0,4,31,7.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,0,0
27,1977,1977-10-02,3,24.264,MIA,,HOU,W 27-7,1,11,11.00,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,19,9.50,0,0,0
28,1977,1977-10-09,4,24.271,MIA,@,BAL,L 28-45,4,51,12.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,171,42.75,1,3,32,10.67,0,1,6
29,1977,1977-10-16,5,24.278,MIA,,NYJ,W 21-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0
30,1977,1977-10-23,6,24.285,MIA,,SEA,W 31-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,49,12.25,0,0,0
31,1977,1977-10-30,7,24.292,MIA,,SDG,L 13-14,0,0,,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,37,18.50,0,0,0
32,1977,1977-11-06,8,24.299,MIA,@,NYJ,W 14-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,15,7.50,0,0,0
33,1977,1977-11-20,10,24.313,MIA,@,CIN,L 17-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,20,10.00,0,0,0
34,1977,1977-11-24,11,24.317,MIA,@,STL,W 55-14,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,3,5,1.67,0,0,0
35,1977,1977-12-05,12,24.328,MIA,,BAL,W 17-6,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,6,56,9.33,0,0,0
36,1977,1977-12-11,13,24.334,MIA,@,NWE,L 10-14,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,55,18.33,0,3,20,6.67,0,0,0
37,1977,1977-12-17,14,24.340,MIA,,BUF,W 31-14,1,54,54.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,30,15.00,0,2,11,5.50,0,1,6
38,1978,1978-09-03,1,25.235,SFO,@,CLE,L 7-24,3,54,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,3,1.50,0,0,0
39,1978,1978-09-10,2,25.242,SFO,,CHI,L 13-16,1,17,17.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,18,6.00,0,0,0
40,1978,1978-09-17,3,25.249,SFO,@,HOU,L 19-20,3,110,36.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,1,6
41,1978,1978-09-24,4,25.256,SFO,@,NYG,L 10-27,2,27,13.50,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0
42,1978,1978-10-01,5,25.263,SFO,,CIN,W 28-12,0,0,,0,2,25,12.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
43,1978,1978-10-08,6,25.270,SFO,@,RAM,L 10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1978,1978-10-15,7,25.277,SFO,,NOR,L 7-14,5,70,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
45,1978,1978-10-22,8,25.284,SFO,,ATL,L 17-20,5,46,9.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
46,1978,1978-10-29,9,25.291,SFO,@,WAS,L 20-38,7,45,6.43,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
47,1978,1978-11-05,10,25.298,SFO,@,ATL,L 10-21,2,13,6.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
48,1978,1978-11-12,11,25.305,SFO,,STL,L 10-16,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
49,1978,1978-11-19,12,25.312,SFO,,RAM,L 28-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1978,1978-11-27,13,25.320,SFO,,PIT,L 7-24,1,18,18.00,0,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
