ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1974,1974-09-29,3,23.060,NOR,,ATL,W 14-13,,,,
2,1974,1974-10-13,5,23.074,NOR,@,DEN,L 17-33,,,,
3,1974,1974-10-27,7,23.088,NOR,,PHI,W 14-10,,,,
4,1974,1974-11-03,8,23.095,NOR,@,DET,L 14-19,,,,
5,1974,1974-11-10,9,23.102,NOR,,MIA,L 0-21,,,,
6,1974,1974-11-17,10,23.109,NOR,,RAM,W 20-7,,,,
7,1974,1974-11-25,11,23.117,NOR,,PIT,L 7-28,,,,
8,1974,1974-12-01,12,23.123,NOR,@,MIN,L 9-29,,,,
9,1974,1974-12-08,13,23.130,NOR,,STL,W 14-0,,,,
10,1974,1974-12-15,14,23.137,NOR,@,SFO,L 21-35,,,,
11,1975,1975-09-21,1,24.052,NOR,@,WAS,L 3-41,,,,
12,1975,1975-09-28,2,24.059,NOR,,CIN,L 0-21,,,,
13,1975,1975-10-05,3,24.066,NOR,@,ATL,L 7-14,,,,
14,1975,1975-10-12,4,24.073,NOR,,GNB,W 20-19,,,,
15,1975,1975-10-19,5,24.080,NOR,@,SFO,L 21-35,,,,
16,1975,1975-10-26,6,24.087,NOR,@,RAM,L 14-38,,,,
17,1975,1975-11-02,7,24.094,NOR,,ATL,W 23-7,,,,
18,1975,1975-11-09,8,24.101,NOR,@,OAK,L 10-48,,,,
19,1975,1975-11-16,9,24.108,NOR,,MIN,L 7-20,,,,
20,1975,1975-11-23,10,24.115,NOR,,SFO,L 6-16,,,,
21,1975,1975-11-30,11,24.122,NOR,@,CLE,L 16-17,,,,
22,1975,1975-12-07,12,24.129,NOR,,RAM,L 7-14,,,,
23,1975,1975-12-14,13,24.136,NOR,@,NYG,L 14-28,,,,
24,1975,1975-12-21,14,24.143,NOR,,CHI,L 17-42,,,,
25,1976,1976-09-12,1,25.043,NOR,,MIN,L 9-40,,,,
26,1976,1976-09-19,2,25.050,NOR,,DAL,L 6-24,,,,
27,1976,1976-09-26,3,25.057,NOR,@,KAN,W 27-17,,,,
28,1976,1976-10-03,4,25.064,NOR,,HOU,L 26-31,,,,
29,1976,1976-10-10,5,25.071,NOR,,ATL,W 30-0,,,,
30,1976,1976-10-17,6,25.078,NOR,@,SFO,L 3-33,,,,
31,1976,1976-10-24,7,25.085,NOR,,RAM,L 10-16,,,,
32,1976,1976-10-31,8,25.092,NOR,@,ATL,L 20-23,,,,
33,1976,1976-11-07,9,25.099,NOR,@,GNB,L 27-32,,,,
34,1976,1976-11-14,10,25.106,NOR,,DET,W 17-16,,,,
35,1976,1976-11-21,11,25.113,NOR,@,SEA,W 51-27,,,,
36,1976,1976-11-28,12,25.120,NOR,@,RAM,L 14-33,,,,
37,1976,1976-12-05,13,25.127,NOR,@,NWE,L 6-27,,,,
38,1976,1976-12-12,14,25.134,NOR,,SFO,L 7-27,,,,
39,1977,1977-09-18,1,26.049,NOR,,GNB,L 20-24,,,,
40,1977,1977-09-25,2,26.056,NOR,@,DET,L 19-23,,,,
41,1977,1977-10-02,3,26.063,NOR,@,CHI,W 42-24,,,,
42,1977,1977-10-09,4,26.070,NOR,,SDG,L 0-14,,,,
43,1977,1977-10-16,5,26.077,NOR,@,RAM,L 7-14,,,,
44,1977,1977-10-23,6,26.084,NOR,@,STL,L 31-49,,,,
45,1977,1977-10-30,7,26.091,NOR,,RAM,W 27-26,,,,
46,1977,1977-11-06,8,26.098,NOR,@,PHI,L 7-28,,,,
47,1977,1977-11-13,9,26.105,NOR,,SFO,L 7-10,,,,
48,1977,1977-11-20,10,26.112,NOR,,ATL,W 21-20,,,,
49,1977,1977-11-27,11,26.119,NOR,@,SFO,L 17-20,,,,
50,1977,1977-12-04,12,26.126,NOR,,NYJ,L 13-16,,,,
51,1977,1977-12-11,13,26.133,NOR,,TAM,L 14-33,,,,
52,1977,1977-12-18,14,26.140,NOR,@,ATL,L 7-35,,,,
53,1978,1978-09-03,1,27.034,NOR,,MIN,W 31-24,,,,
54,1978,1978-09-10,2,27.041,NOR,@,GNB,L 17-28,,,,
55,1978,1978-09-17,3,27.048,NOR,,PHI,L 17-24,,,,
56,1979,1979-09-02,1,28.033,NOR,,ATL,L 34-40,,,,
57,1979,1979-09-09,2,28.040,NOR,@,GNB,L 19-28,,,,
58,1979,1979-09-16,3,28.047,NOR,,PHI,L 14-26,,,,
59,1979,1979-09-23,4,28.054,NOR,@,SFO,W 30-21,,,,
60,1979,1979-09-30,5,28.061,NOR,,NYG,W 24-14,,,,
61,1979,1979-10-07,6,28.068,NOR,,RAM,L 17-35,,,,
62,1979,1979-10-14,7,28.075,NOR,@,TAM,W 42-14,,,,
63,1979,1979-10-21,8,28.082,NOR,,DET,W 17-7,,,,
64,1979,1979-10-28,9,28.089,NOR,@,WAS,W 14-10,,,,
65,1979,1979-11-04,10,28.096,NOR,@,DEN,L 3-10,,,,
66,1979,1979-11-11,11,28.103,NOR,,SFO,W 31-20,,,,
67,1979,1979-11-18,12,28.110,NOR,@,SEA,L 24-38,,,,
68,1979,1979-11-25,13,28.117,NOR,@,ATL,W 37-6,,,,
69,1979,1979-12-03,14,28.125,NOR,,OAK,L 35-42,,,,
70,1979,1979-12-09,15,28.131,NOR,,SDG,L 0-35,,,,
71,1979,1979-12-16,16,28.138,NOR,@,RAM,W 29-14,,,,
72,1980,1980-09-07,1,29.038,NOR,,SFO,L 23-26,,,,
73,1980,1980-09-14,2,29.045,NOR,@,CHI,L 3-22,,,,
74,1980,1980-09-21,3,29.052,NOR,,BUF,L 26-35,,,,
75,1980,1980-09-28,4,29.059,NOR,@,MIA,L 16-21,,,,
76,1980,1980-10-05,5,29.066,NOR,,STL,L 7-40,,,,
77,1980,1980-10-12,6,29.073,NOR,@,DET,L 13-24,,,,
78,1980,1980-10-19,7,29.080,NOR,,ATL,L 14-41,,,,
79,1980,1980-10-26,8,29.087,NOR,@,WAS,L 14-22,,,,
80,1980,1980-11-02,9,29.094,NOR,@,RAM,L 31-45,,,,
81,1980,1980-11-09,10,29.101,NOR,,PHI,L 21-34,,,,
82,1980,1980-11-16,11,29.108,NOR,@,ATL,L 13-31,,,,
83,1980,1980-11-24,12,29.116,NOR,,RAM,L 7-27,,,,
84,1980,1980-11-30,13,29.122,NOR,,MIN,L 20-23,,,,
85,1980,1980-12-07,14,29.129,NOR,@,SFO,L 35-38,,,,
86,1980,1980-12-14,15,29.136,NOR,@,NYJ,W 21-20,,,,
87,1980,1980-12-21,16,29.143,NOR,,NWE,L 27-38,,,,
88,1981,1981-10-04,5,30.065,CHI,@,MIN,L 21-24,1,7,7.00,0
89,1981,1981-10-11,6,30.072,CHI,,WAS,L 7-24,0,0,,0
90,1981,1981-10-19,7,30.080,CHI,@,DET,L 17-48,0,0,,0
91,1981,1981-10-25,8,30.086,CHI,,SDG,W 20-17,0,0,,0
92,1981,1981-11-01,9,30.093,CHI,@,TAM,L 10-20,0,0,,0
93,1981,1981-11-08,10,30.100,CHI,@,KAN,W 16-13,0,0,,0
94,1981,1981-11-15,11,30.107,CHI,@,GNB,L 17-21,0,0,,0
95,1981,1981-11-22,12,30.114,CHI,,DET,L 7-23,0,0,,0
96,1981,1981-11-26,13,30.118,CHI,@,DAL,L 9-10,0,0,,0
97,1981,1981-12-06,14,30.128,CHI,,MIN,W 10-9,0,0,,0
98,1981,1981-12-13,15,30.135,CHI,@,OAK,W 23-6,0,0,,0
99,1981,1981-12-20,16,30.142,CHI,,DEN,W 35-24,0,0,,0
