ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-09-20,3,22.178,PHI,@,ARI,L 3-17,,,,,,,0.0%,,,,,,,
2,1998,1998-09-27,4,22.185,PHI,,KAN,L 21-24,,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0
3,1998,1998-10-04,5,22.192,PHI,@,DEN,L 16-41,,1,,,,,0.0%,,,,,,,
4,1998,1998-10-11,6,22.199,PHI,,WAS,W 17-12,,1,1,3,3.00,1,100.0%,3.00,0,0,,0,1,6
5,1998,1998-10-18,7,22.206,PHI,@,SDG,L 10-13,,,,,,,0.0%,,,,,,,
6,1998,1998-11-02,8,22.221,PHI,,DAL,L 0-34,,1,,,,,0.0%,,,,,,,
7,1998,1998-11-08,9,22.227,PHI,,DET,W 10-9,,,,,,,0.0%,,,,,,,
8,1998,1998-11-15,10,22.234,PHI,@,WAS,L 3-28,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0
9,1998,1998-11-22,11,22.241,PHI,@,NYG,L 0-20,,,,,,,0.0%,,,,,,,
10,1998,1998-11-29,12,22.248,PHI,@,GNB,L 16-24,,,,,,,0.0%,,,,,,,
11,2000,2000-10-08,6,24.196,CHI,,NOR,L 10-31,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
12,2000,2000-10-15,7,24.203,CHI,,MIN,L 16-28,*,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0
13,2000,2000-10-22,8,24.210,CHI,@,PHI,L 9-13,*,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0
14,2000,2000-11-05,9,24.224,CHI,,IND,W 27-24,*,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0
15,2000,2000-11-12,10,24.231,CHI,@,BUF,L 3-20,,3,2,12,6.00,0,66.7%,4.00,1,12,12.00,0,0,0
16,2000,2000-11-19,11,24.238,CHI,,TAM,W 13-10,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
17,2000,2000-11-26,12,24.245,CHI,@,NYJ,L 10-17,,1,,,,,0.0%,,,,,,,
18,2000,2000-12-03,13,24.252,CHI,,GNB,L 6-28,*,7,4,47,11.75,0,57.1%,6.71,0,0,,0,0,0
19,2000,2000-12-10,14,24.259,CHI,,NWE,W 24-17,*,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0
20,2000,2000-12-17,15,24.266,CHI,@,SFO,L 0-17,*,6,1,4,4.00,0,16.7%,0.67,0,0,,0,0,0
21,2000,2000-12-24,16,24.273,CHI,@,DET,W 23-20,*,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0
