ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,21.075,ATL,@,SFO,L 13-16,,0,4,0.00,0,0,0,39.6,0,0,0.00,0.00,2,32,16.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
2,2001,2001-09-23,2,21.089,ATL,,CAR,W 24-16,,2,2,100.00,27,0,0,118.7,1,11,13.50,13.50,3,23,7.67,1,0,0,0,,0,0.0%,,,1,6,0.0,,
3,2001,2001-10-07,4,21.103,ATL,,CHI,L 3-31,,12,18,66.67,186,0,0,100.7,5,28,10.33,10.33,5,18,3.60,0,0,0,0,,0,0.0%,,,0,0,0.0,,
4,2001,2001-11-04,7,21.131,ATL,,NWE,L 10-24,,2,9,22.22,56,0,0,53.0,3,15,6.22,6.22,2,50,25.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
5,2001,2001-11-11,8,21.138,ATL,,DAL,W 20-13,*,4,12,33.33,32,1,0,70.1,2,5,2.67,4.33,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
6,2001,2001-12-02,11,21.159,ATL,,STL,L 6-35,,7,18,38.89,94,0,0,56.2,2,16,5.22,5.22,6,52,8.67,0,0,0,0,,0,0.0%,,,0,0,0.0,,
7,2001,2001-12-30,15,21.187,ATL,@,MIA,L 14-21,,11,20,55.00,214,1,2,69.6,3,21,10.70,7.20,5,63,12.60,0,0,0,0,,0,0.0%,,,0,0,0.0,,
8,2001,2002-01-06,16,21.194,ATL,@,STL,L 13-31,*,12,30,40.00,176,0,1,46.0,5,17,5.87,4.37,6,47,7.83,0,0,0,0,,0,0.0%,,,0,0,0.0,,
9,2002,2002-09-08,1,22.074,ATL,@,GNB,L 34-37,*,15,23,65.22,209,1,0,108.8,4,15,9.09,9.96,9,72,8.00,1,0,0,0,,0,0.0%,,,1,6,0.0,,
10,2002,2002-09-15,2,22.081,ATL,,CHI,L 13-14,*,17,28,60.71,166,1,0,89.3,4,31,5.93,6.64,10,56,5.60,0,0,0,0,,0,0.0%,,,0,0,0.0,,
