ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2001,2001-09-10,1,24.260,NYG,@,DEN,L 20-31,
2,2001,2001-09-23,2,24.273,NYG,@,KAN,W 13-3,
3,2001,2001-09-30,3,24.280,NYG,,NOR,W 21-13,
4,2001,2001-10-07,4,24.287,NYG,,WAS,W 23-9,
5,2001,2001-10-14,5,24.294,NYG,@,STL,L 14-15,
6,2001,2001-10-22,6,24.302,NYG,,PHI,L 9-10,
7,2001,2001-10-28,7,24.308,NYG,@,WAS,L 21-35,
8,2001,2001-11-04,8,24.315,NYG,,DAL,W 27-24,
9,2001,2001-11-11,9,24.322,NYG,@,ARI,W 17-10,
10,2001,2001-11-19,10,24.330,NYG,@,MIN,L 16-28,
11,2001,2001-11-25,11,24.336,NYG,,OAK,L 10-28,
12,2001,2001-12-09,12,24.350,NYG,@,DAL,L 13-20,
13,2001,2001-12-15,13,24.356,NYG,,ARI,W 17-13,
14,2001,2001-12-23,14,24.364,NYG,,SEA,W 27-24,
15,2001,2001-12-30,15,25.006,NYG,@,PHI,L 21-24,
16,2001,2002-01-06,16,25.013,NYG,,GNB,L 25-34,
17,2002,2002-09-05,1,25.255,NYG,,SFO,L 13-16,*
18,2002,2002-09-15,2,25.265,NYG,@,STL,W 26-21,*
19,2002,2002-09-22,3,25.272,NYG,,SEA,W 9-6,*
20,2002,2002-09-29,4,25.279,NYG,@,ARI,L 7-21,*
21,2002,2002-10-06,5,25.286,NYG,@,DAL,W 21-17,*
22,2002,2002-10-13,6,25.293,NYG,,ATL,L 10-17,*
23,2002,2002-10-28,7,25.308,NYG,@,PHI,L 3-17,*
24,2002,2002-11-03,8,25.314,NYG,,JAX,W 24-17,*
25,2002,2002-11-10,9,25.321,NYG,@,MIN,W 27-20,*
26,2002,2002-11-17,10,25.328,NYG,,WAS,W 19-17,*
27,2002,2002-12-01,12,25.342,NYG,,TEN,L 29-32,*
28,2002,2002-12-08,13,25.349,NYG,@,WAS,W 27-21,*
29,2002,2002-12-15,14,25.356,NYG,,DAL,W 37-7,*
30,2002,2002-12-22,15,25.363,NYG,@,IND,W 44-27,*
31,2002,2002-12-28,16,26.004,NYG,,PHI,W 10-7,*
32,2003,2003-09-07,1,26.257,NYG,,STL,W 23-13,*
33,2003,2003-09-15,2,26.265,NYG,,DAL,L 32-35,*
34,2003,2003-09-21,3,26.271,NYG,@,WAS,W 24-21,*
35,2003,2003-10-05,4,26.285,NYG,,MIA,L 10-23,*
36,2003,2003-10-12,5,26.292,NYG,@,NWE,L 6-17,*
37,2003,2003-10-19,6,26.299,NYG,,PHI,L 10-14,*
38,2003,2003-10-26,7,26.306,NYG,@,MIN,W 29-17,*
