ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
16,2005,2005-09-25,3,25.272,CIN,@,CHI,W 24-7,*,16,23,69.57,169,3,0,130.3,1,8,7.35,9.96,6,-3,-0.50,0,,0,0,0.0,,
17,2005,2005-10-02,4,25.279,CIN,,HOU,W 16-10,*,25,34,73.53,276,1,0,107.0,2,3,8.12,8.71,1,-1,-1.00,0,,0,0,0.0,,
18,2005,2005-10-09,5,25.286,CIN,@,JAX,L 20-23,*,22,33,66.67,239,2,0,108.0,2,7,7.24,8.45,1,1,1.00,0,,0,0,0.0,,
19,2005,2005-10-16,6,25.293,CIN,@,TEN,W 31-23,*,27,33,81.82,272,2,0,121.2,1,4,8.24,9.45,3,4,1.33,0,,0,0,0.0,,
20,2005,2005-10-23,7,25.300,CIN,,PIT,L 13-27,*,21,36,58.33,227,0,2,53.8,2,16,6.31,3.81,3,8,2.67,1,,1,6,0.0,,
21,2005,2005-10-30,8,25.307,CIN,,GNB,W 21-14,*,22,34,64.71,237,3,1,102.2,2,15,6.97,7.41,0,0,,0,,0,0,0.0,,
22,2005,2005-11-06,9,25.314,CIN,@,BAL,W 21-9,*,19,26,73.08,248,2,0,128.4,2,14,9.54,11.08,5,-6,-1.20,0,,0,0,0.0,,
23,2005,2005-11-20,10,25.328,CIN,,IND,L 37-45,*,25,38,65.79,335,2,1,100.2,1,7,8.82,8.68,1,1,1.00,0,,0,0,0.0,,
24,2005,2005-11-27,11,25.335,CIN,,BAL,W 42-29,*,22,30,73.33,302,3,1,124.6,0,0,10.07,10.57,1,14,14.00,0,,0,0,0.0,,
25,2005,2005-12-04,12,25.342,CIN,@,PIT,W 38-31,*,22,38,57.89,227,3,0,101.5,1,5,5.97,7.55,3,-3,-1.00,0,,0,0,0.0,,
26,2005,2005-12-11,13,25.349,CIN,,CLE,W 23-20,*,13,27,48.15,93,1,1,53.5,0,0,3.44,2.52,1,1,1.00,0,,0,0,0.0,,
27,2005,2005-12-18,14,25.356,CIN,@,DET,W 41-17,*,28,39,71.79,274,3,2,95.5,2,9,7.03,6.26,1,8,8.00,0,,0,0,0.0,,
28,2005,2005-12-24,15,25.362,CIN,,BUF,L 27-37,*,25,36,69.44,266,2,2,86.1,1,9,7.39,6.00,4,14,3.50,0,,0,0,0.0,,
29,2005,2006-01-01,16,26.005,CIN,@,KAN,L 3-37,*,5,8,62.50,54,0,0,82.3,0,0,6.75,6.75,0,0,,0,,0,0,0.0,,
30,2006,2006-09-10,1,26.257,CIN,@,KAN,W 23-10,*,13,19,68.42,127,0,0,87.0,1,7,6.68,6.68,2,-1,-0.50,0,,0,0,0.0,,
31,2006,2006-09-17,2,26.264,CIN,,CLE,W 34-17,*,24,40,60.00,352,2,2,84.6,4,31,8.80,7.55,3,1,0.33,0,,0,0,0.0,,
32,2006,2006-09-24,3,26.271,CIN,@,PIT,W 28-20,*,18,26,69.23,193,4,2,98.2,6,34,7.42,7.04,3,5,1.67,0,,0,0,0.0,,
33,2006,2006-10-01,4,26.278,CIN,,NWE,L 13-38,*,20,35,57.14,245,0,0,78.9,4,37,7.00,7.00,0,0,,0,,0,0,0.0,,
34,2006,2006-10-15,5,26.292,CIN,@,TAM,L 13-14,*,24,37,64.86,261,1,0,94.5,2,9,7.05,7.59,2,1,0.50,0,,0,0,0.0,,
35,2006,2006-10-22,6,26.299,CIN,,CAR,W 17-14,*,23,39,58.97,240,2,0,94.0,2,10,6.15,7.18,1,6,6.00,0,,0,0,0.0,,
36,2006,2006-10-29,7,26.306,CIN,,ATL,L 27-29,*,24,36,66.67,266,2,0,106.9,2,8,7.39,8.50,1,7,7.00,0,,0,0,0.0,,
37,2006,2006-11-05,8,26.313,CIN,@,BAL,L 20-26,*,12,26,46.15,194,1,2,52.4,2,12,7.46,4.77,1,5,5.00,0,,0,0,0.0,,
38,2006,2006-11-12,9,26.320,CIN,,SDG,L 41-49,*,31,42,73.81,440,3,0,131.1,3,23,10.48,11.90,1,3,3.00,0,,0,0,0.0,,
39,2006,2006-11-19,10,26.327,CIN,@,NOR,W 31-16,*,14,22,63.64,275,3,1,127.8,1,9,12.50,13.18,2,-1,-0.50,0,,0,0,0.0,,
40,2006,2006-11-26,11,26.334,CIN,@,CLE,W 30-0,*,25,32,78.13,275,3,1,120.7,1,0,8.59,9.06,2,0,0.00,0,,0,0,0.0,,
41,2006,2006-11-30,12,26.338,CIN,,BAL,W 13-7,*,21,32,65.63,234,1,0,97.7,2,7,7.31,7.94,3,-3,-1.00,0,,0,0,0.0,,
42,2006,2006-12-10,13,26.348,CIN,,OAK,W 27-10,*,20,28,71.43,297,2,3,90.0,0,0,10.61,7.21,0,0,,0,,0,0,0.0,,
43,2006,2006-12-18,14,26.356,CIN,@,IND,L 16-34,*,14,28,50.00,176,0,0,69.9,4,31,6.29,6.29,1,11,11.00,0,,0,0,0.0,,
44,2006,2006-12-24,15,26.362,CIN,@,DEN,L 23-24,*,21,40,52.50,209,2,2,63.4,2,15,5.23,3.98,2,6,3.00,0,,0,0,0.0,,
45,2006,2006-12-31,16,27.004,CIN,,PIT,L 17-23,*,20,38,52.63,251,2,0,91.0,0,0,6.61,7.66,2,-3,-1.50,0,,0,0,0.0,,
46,2007,2007-09-10,1,27.257,CIN,,BAL,W 27-20,*,20,32,62.50,194,2,0,100.3,1,13,6.06,7.31,3,0,0.00,0,,0,0,0.0,,
47,2007,2007-09-16,2,27.263,CIN,@,CLE,L 45-51,*,33,50,66.00,401,6,2,113.4,1,7,8.02,8.62,2,10,5.00,0,,0,0,0.0,,
48,2007,2007-09-23,3,27.270,CIN,@,SEA,L 21-24,*,27,43,62.79,342,1,2,75.9,2,14,7.95,6.33,1,-1,-1.00,0,,0,0,0.0,,
49,2007,2007-10-01,4,27.278,CIN,,NWE,L 13-34,*,21,35,60.00,234,1,2,65.7,1,8,6.69,4.69,0,0,,0,,0,0,0.0,,
50,2007,2007-10-14,5,27.291,CIN,@,KAN,L 20-27,*,26,43,60.47,320,2,2,79.6,4,25,7.44,6.28,1,2,2.00,0,,0,0,0.0,,
