ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1995,1995-09-03,1,30.237,SDG,@,OAK,L 7-17,,0,0,,0,0,0,,0,0,0,,,,,,4,178,44.50,0
2,1995,1995-09-10,2,30.244,SDG,,SEA,W 14-10,,0,0,,0,0,0,,0,0,0,,,,,,4,157,39.25,0
3,1995,1995-09-17,3,30.251,SDG,@,PHI,W 27-21,,0,0,,0,0,0,,0,0,0,,,,,,8,334,41.75,0
4,1995,1995-09-24,4,30.258,SDG,,DEN,W 17-6,,0,0,,0,0,0,,0,0,0,,,,,,5,193,38.60,0
5,1995,1995-10-01,5,30.265,SDG,@,PIT,L 16-31,,0,0,,0,0,0,,0,0,0,,,,,,4,238,59.50,0
6,1995,1995-10-09,6,30.273,SDG,@,KAN,L 23-29,,0,0,,0,0,0,,0,0,0,,,,,,4,203,50.75,0
7,1995,1995-10-15,7,30.279,SDG,,DAL,L 9-23,,0,0,,0,0,0,,0,0,0,,,,,,3,163,54.33,0
8,1995,1995-10-22,8,30.286,SDG,@,SEA,W 35-25,,0,0,,0,0,0,,0,0,0,,,,,,5,236,47.20,0
9,1995,1995-11-05,9,30.300,SDG,,MIA,L 14-24,,0,0,,0,0,0,,0,0,0,,,,,,2,81,40.50,0
10,1995,1995-11-12,10,30.307,SDG,,KAN,L 7-22,,0,0,,0,0,0,,0,0,0,,,,,,8,344,43.00,0
11,1995,1995-11-19,11,30.314,SDG,@,DEN,L 27-30,,0,0,,0,0,0,,0,0,0,,,,,,5,242,48.40,0
12,1995,1995-11-27,12,30.322,SDG,,OAK,W 12-6,,0,0,,0,0,0,,0,0,0,,,,,,5,200,40.00,0
13,1995,1995-12-03,13,30.328,SDG,,CLE,W 31-13,,0,0,,0,0,0,,0,0,0,,,,,,4,177,44.25,0
14,1995,1995-12-09,14,30.334,SDG,,ARI,W 28-25,,0,0,,0,0,0,,0,0,0,,,,,,2,107,53.50,0
15,1995,1995-12-17,15,30.342,SDG,@,IND,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,3,132,44.00,0
16,1995,1995-12-23,16,30.348,SDG,@,NYG,W 27-17,,0,0,,0,0,0,,0,0,0,,,,,,6,236,39.33,0
17,1996,1996-09-01,1,31.236,SDG,,SEA,W 29-7,,0,0,,0,0,0,,0,0,0,,,,,,3,131,43.67,0
18,1996,1996-09-08,2,31.243,SDG,,CIN,W 27-14,,0,0,,0,0,0,,0,0,0,,,,,,4,187,46.75,0
19,1996,1996-09-15,3,31.250,SDG,@,GNB,L 10-42,,0,0,,0,0,0,,0,0,0,,,,,,7,363,51.86,0
20,1996,1996-09-22,4,31.257,SDG,@,OAK,W 40-34,,0,0,,0,0,0,,0,0,0,,,,,,5,238,47.60,0
21,1996,1996-09-29,5,31.264,SDG,,KAN,W 22-19,,0,0,,0,0,0,,0,0,0,,,,,,5,196,39.20,0
22,1996,1996-10-06,6,31.271,SDG,@,DEN,L 17-28,,0,0,,0,0,0,,0,0,0,,,,,,6,340,56.67,0
23,1996,1996-10-21,7,31.286,SDG,,OAK,L 14-23,,0,0,,0,0,0,,0,0,0,,,,,,5,235,47.00,0
24,1996,1996-10-27,8,31.292,SDG,@,SEA,L 13-32,,0,0,,0,0,0,,0,0,0,,,,,,6,301,50.17,0
25,1996,1996-11-03,9,31.299,SDG,@,IND,W 26-19,,0,0,,0,0,0,,0,0,0,,,,,,7,335,47.86,0
26,1996,1996-11-11,10,31.307,SDG,,DET,W 27-21,,0,0,,0,0,0,,0,0,0,,,,,,4,148,37.00,0
27,1996,1996-11-17,11,31.313,SDG,,TAM,L 17-25,,0,0,,0,0,0,,0,0,0,,,,,,6,236,39.33,0
28,1996,1996-11-24,12,31.320,SDG,@,KAN,W 28-14,,0,0,,0,0,0,,0,0,0,,,,,,4,172,43.00,0
29,1996,1996-12-01,13,31.327,SDG,,NWE,L 7-45,,0,0,,0,0,0,,0,0,0,,,,,,7,315,45.00,0
30,1996,1996-12-08,14,31.334,SDG,@,PIT,L 3-16,,0,0,,0,0,0,,0,0,0,,,,,,8,328,41.00,0
31,1996,1996-12-14,15,31.340,SDG,@,CHI,L 14-27,,0,0,,0,0,0,,0,0,0,,,,,,4,166,41.50,0
