ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1972,1972-12-10,13,22.005,PIT,@,HOU,W 9-3
2,1972,1972-12-17,14,22.012,PIT,@,SDG,W 24-2
3,1973,1973-09-16,1,22.285,PIT,,DET,W 24-10
4,1973,1973-09-23,2,22.292,PIT,,CLE,W 33-6
5,1973,1973-09-30,3,22.299,PIT,@,HOU,W 36-7
6,1973,1973-10-07,4,22.306,PIT,,SDG,W 38-21
7,1973,1973-10-14,5,22.313,PIT,@,CIN,L 7-19
8,1973,1973-11-05,8,22.335,PIT,,WAS,W 21-16
9,1974,1974-09-15,1,23.284,PIT,,BAL,W 30-0
10,1974,1974-09-22,2,23.291,PIT,@,DEN,T 35-35
11,1974,1974-09-29,3,23.298,PIT,,OAK,L 0-17
12,1974,1974-10-06,4,23.305,PIT,@,HOU,W 13-7
13,1974,1974-10-13,5,23.312,PIT,@,KAN,W 34-24
14,1974,1974-10-20,6,23.319,PIT,,CLE,W 20-16
15,1974,1974-10-28,7,23.327,PIT,,ATL,W 24-17
16,1974,1974-11-03,8,23.333,PIT,,PHI,W 27-0
17,1974,1974-11-10,9,23.340,PIT,@,CIN,L 10-17
18,1974,1974-11-17,10,23.347,PIT,@,CLE,W 26-16
19,1974,1974-11-25,11,23.355,PIT,@,NOR,W 28-7
20,1974,1974-12-01,12,23.361,PIT,,HOU,L 10-13
21,1974,1974-12-08,13,24.003,PIT,@,NWE,W 21-17
22,1974,1974-12-14,14,24.009,PIT,,CIN,W 27-3
23,1975,1975-09-21,1,24.290,PIT,@,SDG,W 37-0
24,1975,1975-09-28,2,24.297,PIT,,BUF,L 21-30
25,1975,1975-10-05,3,24.304,PIT,@,CLE,W 42-6
26,1975,1975-10-12,4,24.311,PIT,,DEN,W 20-9
27,1975,1975-10-19,5,24.318,PIT,,CHI,W 34-3
28,1975,1975-10-26,6,24.325,PIT,@,GNB,W 16-13
29,1975,1975-11-02,7,24.332,PIT,@,CIN,W 30-24
30,1975,1975-11-09,8,24.339,PIT,,HOU,W 24-17
31,1975,1975-11-16,9,24.346,PIT,,KAN,W 28-3
32,1975,1975-11-24,10,24.354,PIT,@,HOU,W 32-9
33,1975,1975-11-30,11,24.360,PIT,@,NYJ,W 20-7
34,1975,1975-12-07,12,25.002,PIT,,CLE,W 31-17
35,1975,1975-12-13,13,25.008,PIT,,CIN,W 35-14
36,1975,1975-12-20,14,25.015,PIT,@,RAM,L 3-10
37,1976,1976-09-12,1,25.282,PIT,@,OAK,L 28-31
38,1976,1976-09-19,2,25.289,PIT,,CLE,W 31-14
39,1976,1976-09-26,3,25.296,PIT,,NWE,L 27-30
40,1976,1976-10-04,4,25.304,PIT,@,MIN,L 6-17
41,1976,1976-10-10,5,25.310,PIT,@,CLE,L 16-18
42,1976,1976-10-17,6,25.317,PIT,,CIN,W 23-6
43,1976,1976-11-07,9,25.338,PIT,@,KAN,W 45-0
44,1976,1976-12-05,13,26.000,PIT,,TAM,W 42-0
45,1976,1976-12-11,14,26.006,PIT,@,HOU,W 21-0
46,1977,1977-09-19,1,26.288,PIT,,SFO,W 27-0
47,1977,1977-09-25,2,26.294,PIT,,OAK,L 7-16
48,1977,1977-10-02,3,26.301,PIT,@,CLE,W 28-14
49,1977,1977-10-09,4,26.308,PIT,@,HOU,L 10-27
50,1977,1977-10-17,5,26.316,PIT,,CIN,W 20-14
51,1977,1977-10-23,6,26.322,PIT,,HOU,W 27-10
52,1977,1977-10-30,7,26.329,PIT,@,BAL,L 21-31
53,1977,1977-11-06,8,26.336,PIT,@,DEN,L 7-21
54,1977,1977-11-13,9,26.343,PIT,,CLE,W 35-31
55,1977,1977-11-20,10,26.350,PIT,,DAL,W 28-13
56,1977,1977-11-27,11,26.357,PIT,@,NYJ,W 23-20
57,1977,1977-12-04,12,26.364,PIT,,SEA,W 30-20
58,1977,1977-12-10,13,27.005,PIT,@,CIN,L 10-17
59,1977,1977-12-18,14,27.013,PIT,@,SDG,W 10-9
60,1978,1978-10-08,6,27.307,PIT,,ATL,W 31-7
61,1978,1978-10-15,7,27.314,PIT,@,CLE,W 34-14
62,1978,1978-10-29,9,27.328,PIT,,KAN,W 27-24
63,1978,1978-11-05,10,27.335,PIT,,NOR,W 20-14
64,1978,1978-11-12,11,27.342,PIT,@,RAM,L 7-10
65,1978,1978-11-19,12,27.349,PIT,,CIN,W 7-6
66,1978,1978-11-27,13,27.357,PIT,@,SFO,W 24-7
67,1978,1978-12-03,14,27.363,PIT,@,HOU,W 13-3
68,1978,1978-12-09,15,28.004,PIT,,BAL,W 35-13
69,1978,1978-12-16,16,28.011,PIT,@,DEN,W 21-17
70,1979,1979-09-03,1,28.272,PIT,@,NWE,W 16-13
71,1979,1979-09-09,2,28.278,PIT,,HOU,W 38-7
72,1979,1979-10-07,6,28.306,PIT,@,CLE,W 51-35
73,1979,1979-10-22,8,28.321,PIT,,DEN,W 42-7
74,1979,1979-10-28,9,28.327,PIT,,DAL,W 14-3
75,1979,1979-11-04,10,28.334,PIT,,WAS,W 38-7
76,1979,1979-11-11,11,28.341,PIT,@,KAN,W 30-3
77,1979,1979-11-18,12,28.348,PIT,@,SDG,L 7-35
78,1979,1979-11-25,13,28.355,PIT,,CLE,W 33-30
79,1979,1979-12-02,14,28.362,PIT,,CIN,W 37-17
