ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2006,2006-09-11,1,24.156,OAK,,SDG,L 0-27,,
2,2006,2006-12-03,12,24.239,OAK,,HOU,L 14-23,,0.5
3,2006,2006-12-10,13,24.246,OAK,@,CIN,L 10-27,,
4,2006,2006-12-17,14,24.253,OAK,,STL,L 0-20,,1.0
5,2006,2006-12-23,15,24.259,OAK,,KAN,L 9-20,,1.0
6,2006,2006-12-31,16,24.267,OAK,@,NYJ,L 3-23,,
7,2007,2007-11-22,11,25.228,ATL,,IND,L 13-31,,
8,2007,2007-12-02,12,25.238,ATL,@,STL,L 16-28,,
9,2007,2007-12-10,13,25.246,ATL,,NOR,L 14-34,,
10,2007,2007-12-16,14,25.252,ATL,@,TAM,L 3-37,,
11,2007,2007-12-23,15,25.259,ATL,@,ARI,L 27-30,,
