ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1983,1983-09-05,1,22.319,DAL,@,WAS,W 31-30
2,1983,1983-09-11,2,22.325,DAL,@,STL,W 34-17
3,1983,1983-10-02,5,22.346,DAL,@,MIN,W 37-24
4,1983,1983-10-09,6,22.353,DAL,,TAM,W 27-24
5,1983,1983-10-16,7,22.360,DAL,,PHI,W 37-7
6,1983,1983-11-06,10,23.016,DAL,@,PHI,W 27-20
7,1983,1983-11-20,12,23.030,DAL,,KAN,W 41-21
8,1983,1983-11-24,13,23.034,DAL,,STL,W 35-17
9,1983,1983-12-04,14,23.044,DAL,@,SEA,W 35-10
10,1983,1983-12-11,15,23.051,DAL,,WAS,L 10-31
11,1983,1983-12-19,16,23.059,DAL,@,SFO,L 17-42
