ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1998,1998-09-07,1,24.026,NWE,@,DEN,L 21-27,,,,,,
2,1998,1998-09-13,2,24.032,NWE,,IND,W 29-6,,,,,,
3,1998,1998-09-20,3,24.039,NWE,,TEN,W 27-16,,,,,,
4,1998,1998-10-04,4,24.053,NWE,@,NOR,W 30-27,,,,,,
5,1998,1998-10-11,5,24.060,NWE,,KAN,W 40-10,,0,0,,0,1.0
6,1998,1998-10-25,7,24.074,NWE,@,MIA,L 9-12,,,,,,
7,1998,1998-11-01,8,24.081,NWE,@,IND,W 21-16,,,,,,
8,1998,1998-11-08,9,24.088,NWE,,ATL,L 10-41,,,,,,
9,1998,1998-11-15,10,24.095,NWE,@,BUF,L 10-13,,,,,,
10,1998,1998-11-23,11,24.103,NWE,,MIA,W 26-23,,,,,,
11,1998,1998-11-29,12,24.109,NWE,,BUF,W 25-21,,0,0,,0,1.0
12,1998,1998-12-06,13,24.116,NWE,@,PIT,W 23-9,,,,,,
13,1998,1998-12-13,14,24.123,NWE,@,STL,L 18-32,,,,,,
14,1998,1998-12-20,15,24.130,NWE,,SFO,W 24-21,,0,0,,0,1.0
15,1998,1998-12-27,16,24.137,NWE,@,NYJ,L 10-31,,,,,,
16,1999,1999-09-12,1,25.031,NWE,@,NYJ,W 30-28,,,,,,
17,1999,1999-09-19,2,25.038,NWE,,IND,W 31-28,,,,,,
18,1999,1999-09-26,3,25.045,NWE,,NYG,W 16-14,,,,,,
19,1999,1999-10-03,4,25.052,NWE,@,CLE,W 19-7,,,,,,
20,1999,1999-10-10,5,25.059,NWE,@,KAN,L 14-16,,,,,,
21,1999,1999-10-17,6,25.066,NWE,,MIA,L 30-31,,0,0,,0,0.5
22,1999,1999-10-24,7,25.073,NWE,,DEN,W 24-23,,,,,,
23,1999,1999-10-31,8,25.080,NWE,@,ARI,W 27-3,,,,,,
24,1999,1999-11-15,9,25.095,NWE,,NYJ,L 17-24,,,,,,
25,1999,1999-11-21,10,25.101,NWE,@,MIA,L 17-27,,,,,,
26,1999,1999-11-28,11,25.108,NWE,@,BUF,L 7-17,,,,,,
27,2000,2000-09-03,1,26.022,NWE,,TAM,L 16-21,,,,,,
28,2000,2000-09-11,2,26.030,NWE,@,NYJ,L 19-20,,,,,,
29,2000,2000-09-17,3,26.036,NWE,,MIN,L 13-21,,0,0,,0,1.5
30,2000,2000-09-24,4,26.043,NWE,@,MIA,L 3-10,,,,,,
31,2000,2000-10-01,5,26.050,NWE,@,DEN,W 28-19,,0,0,,0,1.0
32,2000,2000-10-08,6,26.057,NWE,,IND,W 24-16,,0,0,,0,2.0
33,2000,2000-10-15,7,26.064,NWE,,NYJ,L 17-34,*,,,,,
34,2000,2000-10-22,8,26.071,NWE,@,IND,L 23-30,,,,,,
35,2000,2000-11-05,9,26.085,NWE,,BUF,L 13-16,,,,,,
36,2000,2000-11-12,10,26.092,NWE,@,CLE,L 11-19,*,0,0,,0,0.5
37,2000,2000-11-19,11,26.099,NWE,,CIN,W 16-13,,0,0,,0,1.0
38,2000,2000-11-23,12,26.103,NWE,@,DET,L 9-34,,,,,,
39,2000,2000-12-04,13,26.114,NWE,,KAN,W 30-24,,,,,,
40,2000,2000-12-10,14,26.120,NWE,@,CHI,L 17-24,,,,,,
41,2000,2000-12-17,15,26.127,NWE,@,BUF,W 13-10,,,,,,
42,2000,2000-12-24,16,26.134,NWE,,MIA,L 24-27,,,,,,
43,2001,2001-09-09,1,27.028,CLE,,SEA,L 6-9,,,,,,
44,2001,2001-09-23,2,27.042,CLE,,DET,W 24-14,,0,0,,0,1.0
45,2001,2001-09-30,3,27.049,CLE,@,JAX,W 23-14,,,,,,
46,2001,2001-10-07,4,27.056,CLE,,SDG,W 20-16,,1,13,13.00,0,0.0
47,2001,2001-10-14,5,27.063,CLE,@,CIN,L 14-24,,,,,,
48,2001,2001-10-21,6,27.070,CLE,,BAL,W 24-14,*,0,0,,0,1.0
49,2001,2001-11-04,7,27.084,CLE,@,CHI,L 21-27,,0,0,,0,1.0
50,2001,2001-11-11,8,27.091,CLE,,PIT,L 12-15,,,,,,
51,2001,2001-11-18,9,27.098,CLE,@,BAL,W 27-17,,,,,,
52,2001,2001-11-25,10,27.105,CLE,,CIN,W 18-0,,,,,,
53,2001,2001-12-02,11,27.112,CLE,,TEN,L 15-31,,,,,,
54,2001,2001-12-09,12,27.119,CLE,@,NWE,L 16-27,*,,,,,
55,2001,2001-12-16,13,27.126,CLE,,JAX,L 10-15,,0,0,,0,1.0
56,2001,2001-12-23,14,27.133,CLE,@,GNB,L 7-30,,,,,,
57,2001,2001-12-30,15,27.140,CLE,@,TEN,W 41-38,*,,,,,
58,2001,2002-01-06,16,27.147,CLE,@,PIT,L 7-28,*,,,,,
59,2002,2002-09-08,1,28.027,TAM,,NOR,L 20-26,*,0,0,,0,0.5
60,2002,2002-09-15,2,28.034,TAM,@,BAL,W 25-0,*,,,,,
61,2002,2002-09-23,3,28.042,TAM,,STL,W 26-14,*,0,0,,0,1.0
62,2002,2002-09-29,4,28.048,TAM,@,CIN,W 35-7,*,,,,,
63,2002,2002-10-06,5,28.055,TAM,@,ATL,W 20-6,*,,,,,
64,2002,2002-10-13,6,28.062,TAM,,CLE,W 17-3,*,,,,,
65,2002,2002-10-20,7,28.069,TAM,@,PHI,L 10-20,*,,,,,
66,2002,2002-10-27,8,28.076,TAM,@,CAR,W 12-9,*,,,,,
67,2002,2002-11-03,9,28.083,TAM,,MIN,W 38-24,*,,,,,
68,2002,2002-11-17,10,28.097,TAM,,CAR,W 23-10,*,0,0,,0,1.0
69,2002,2002-11-24,11,28.104,TAM,,GNB,W 21-7,*,,,,,
70,2002,2002-12-01,12,28.111,TAM,@,NOR,L 20-23,*,,,,,
71,2002,2002-12-08,13,28.118,TAM,,ATL,W 34-10,*,0,0,,0,1.0
72,2002,2002-12-15,14,28.125,TAM,@,DET,W 23-20,*,,,,,
73,2002,2002-12-23,15,28.133,TAM,,PIT,L 7-17,*,,,,,
74,2002,2002-12-29,16,28.139,TAM,@,CHI,W 15-0,*,,,,,
75,2003,2003-09-08,1,29.027,TAM,@,PHI,W 17-0,*,,,,,
