ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
76,2003,2003-09-14,2,29.033,TAM,,CAR,L 9-12,*,,,,,
77,2003,2003-09-21,3,29.040,TAM,@,ATL,W 31-10,*,,,,,
78,2003,2003-10-06,4,29.055,TAM,,IND,L 35-38,*,,,,,
79,2003,2003-10-12,5,29.061,TAM,@,WAS,W 35-13,*,,,,,
80,2003,2003-10-19,6,29.068,TAM,@,SFO,L 7-24,*,,,,,
81,2003,2003-10-26,7,29.075,TAM,,DAL,W 16-0,*,,,,,
82,2003,2003-11-02,8,29.082,TAM,,NOR,L 14-17,*,,,,,
83,2003,2003-11-09,9,29.089,TAM,@,CAR,L 24-27,*,,,,,
84,2003,2003-11-16,10,29.096,TAM,,GNB,L 13-20,*,,,,,
85,2003,2003-11-24,11,29.104,TAM,,NYG,W 19-13,*,,,,,
86,2003,2003-11-30,12,29.110,TAM,@,JAX,L 10-17,*,,,,,
87,2003,2003-12-07,13,29.117,TAM,@,NOR,W 14-7,*,0,0,,0,1.0
88,2003,2003-12-14,14,29.124,TAM,,HOU,W 16-3,*,0,0,,0,2.5
89,2003,2003-12-20,15,29.130,TAM,,ATL,L 28-30,*,,,,,
90,2004,2004-09-12,1,30.031,TAM,@,WAS,L 10-16,*,,,,,
91,2004,2004-09-19,2,30.038,TAM,,SEA,L 6-10,*,0,0,,0,1.0
92,2004,2004-09-26,3,30.045,TAM,@,OAK,L 20-30,*,,,,,
93,2004,2004-10-03,4,30.052,TAM,,DEN,L 13-16,*,,,,,
94,2004,2004-10-10,5,30.059,TAM,@,NOR,W 20-17,*,,,,,
95,2004,2004-10-18,6,30.067,TAM,@,STL,L 21-28,*,0,0,,0,2.0
96,2004,2004-10-24,7,30.073,TAM,,CHI,W 19-7,*,,,,,
97,2004,2004-11-07,8,30.087,TAM,,KAN,W 34-31,*,,,,,
98,2004,2004-11-14,9,30.094,TAM,@,ATL,L 14-24,*,0,0,,0,0.5
99,2004,2004-11-21,10,30.101,TAM,,SFO,W 35-3,*,,,,,
100,2004,2004-11-28,11,30.108,TAM,@,CAR,L 14-21,*,0,0,,0,1.0
101,2004,2004-12-05,12,30.115,TAM,,ATL,W 27-0,*,,,,,
102,2004,2004-12-12,13,30.122,TAM,@,SDG,L 24-31,*,0,0,,0,1.0
103,2004,2004-12-19,14,30.129,TAM,,NOR,L 17-21,*,0,0,,0,1.5
104,2004,2004-12-26,15,30.136,TAM,,CAR,L 20-37,*,0,0,,0,1.0
105,2004,2005-01-02,16,30.143,TAM,@,ARI,L 7-12,*,,,,,
106,2005,2005-09-11,1,31.030,TAM,@,MIN,W 24-13,*,,,,,
107,2005,2005-09-18,2,31.037,TAM,,BUF,W 19-3,*,,,,,
108,2005,2005-09-25,3,31.044,TAM,@,GNB,W 17-16,*,0,0,,0,1.0
109,2005,2005-10-02,4,31.051,TAM,,DET,W 17-13,*,,,,,
110,2005,2005-10-09,5,31.058,TAM,@,NYJ,L 12-14,*,,,,,
111,2005,2005-10-16,6,31.065,TAM,,MIA,W 27-13,*,0,0,,0,1.0
112,2005,2005-10-30,7,31.079,TAM,@,SFO,L 10-15,*,,,,,
113,2005,2005-11-06,8,31.086,TAM,,CAR,L 14-34,*,,,,,
114,2005,2005-11-13,9,31.093,TAM,,WAS,W 36-35,*,,,,,
115,2005,2005-11-20,10,31.100,TAM,@,ATL,W 30-27,*,,,,,
116,2005,2005-11-27,11,31.107,TAM,,CHI,L 10-13,*,,,,,
117,2005,2005-12-04,12,31.114,TAM,@,NOR,W 10-3,*,0,0,,0,1.0
118,2005,2005-12-11,13,31.121,TAM,@,CAR,W 20-10,*,,,,,
119,2005,2005-12-17,14,31.127,TAM,@,NWE,L 0-28,*,,,,,
120,2005,2005-12-24,15,31.134,TAM,,ATL,W 27-24,*,,,,,
121,2005,2006-01-01,16,31.142,TAM,,NOR,W 27-13,*,0,0,,0,1.0
122,2006,2006-09-10,1,32.029,TAM,,BAL,L 0-27,*,,,,,
123,2006,2006-09-17,2,32.036,TAM,@,ATL,L 3-14,*,,,,,
124,2006,2006-09-24,3,32.043,TAM,,CAR,L 24-26,*,0,0,,0,1.0
125,2006,2006-10-08,4,32.057,TAM,@,NOR,L 21-24,*,,,,,
126,2006,2006-10-15,5,32.064,TAM,,CIN,W 14-13,*,,,,,
127,2006,2006-10-22,6,32.071,TAM,,PHI,W 23-21,*,,,,,
128,2006,2006-10-29,7,32.078,TAM,@,NYG,L 3-17,*,,,,,
129,2006,2006-11-05,8,32.085,TAM,,NOR,L 14-31,*,,,,,
130,2006,2006-11-13,9,32.093,TAM,@,CAR,L 10-24,*,,,,,
131,2006,2006-11-19,10,32.099,TAM,,WAS,W 20-17,*,,,,,
132,2006,2006-11-23,11,32.103,TAM,@,DAL,L 10-38,*,,,,,
133,2006,2006-12-03,12,32.113,TAM,@,PIT,L 3-20,*,,,,,
134,2006,2006-12-10,13,32.120,TAM,,ATL,L 6-17,*,,,,,
135,2006,2006-12-17,14,32.127,TAM,@,CHI,L 31-34,*,0,0,,0,1.0
136,2006,2006-12-24,15,32.134,TAM,@,CLE,W 22-7,*,0,0,,0,2.0
137,2006,2006-12-31,16,32.141,TAM,,SEA,L 7-23,*,0,0,,0,1.0
138,2007,2007-09-09,1,33.028,TAM,@,SEA,L 6-20,*,0,0,,0,1.0
139,2007,2007-09-16,2,33.035,TAM,,NOR,W 31-14,*,,,,,
140,2007,2007-09-23,3,33.042,TAM,,STL,W 24-3,*,,,,,
141,2007,2007-09-30,4,33.049,TAM,@,CAR,W 20-7,*,,,,,
142,2007,2007-10-07,5,33.056,TAM,@,IND,L 14-33,*,,,,,
143,2007,2007-10-14,6,33.063,TAM,,TEN,W 13-10,*,,,,,
144,2007,2007-10-21,7,33.070,TAM,@,DET,L 16-23,*,,,,,
145,2007,2007-10-28,8,33.077,TAM,,JAX,L 23-24,*,,,,,
146,2007,2007-12-23,15,33.133,TAM,@,SFO,L 19-21,,,,,,
147,2007,2007-12-30,16,33.140,TAM,,CAR,L 23-31,,0,0,,0,1.0
