ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2006,2006-09-10,1,22.131,IND,@,NYG,W 26-21,,1,,,,,0.0%,,,,
2,2006,2006-09-17,2,22.138,IND,,HOU,W 43-24,,,,,,,0.0%,,,,
3,2006,2006-09-24,3,22.145,IND,,JAX,W 21-14,,,,,,,0.0%,,,,
4,2006,2006-10-01,4,22.152,IND,@,NYJ,W 31-28,,0,,,,,0.0%,,,,
5,2006,2006-10-08,5,22.159,IND,,TEN,W 14-13,,,,,,,0.0%,,,,
6,2006,2006-10-22,6,22.173,IND,,WAS,W 36-22,,,,,,,0.0%,,,,
7,2006,2006-10-29,7,22.180,IND,@,DEN,W 34-31,,,,,,,0.0%,,,,
8,2006,2006-11-05,8,22.187,IND,@,NWE,W 27-20,,,,,,,0.0%,,,,
9,2006,2006-11-12,9,22.194,IND,,BUF,W 17-16,,,,,,,0.0%,,,,
10,2006,2006-11-19,10,22.201,IND,@,DAL,L 14-21,,,,,,,0.0%,,,,
11,2006,2006-11-26,11,22.208,IND,,PHI,W 45-21,,0,,,,,0.0%,,,,
12,2006,2006-12-03,12,22.215,IND,@,TEN,L 17-20,*,0,,,,,0.0%,,,,
13,2006,2006-12-10,13,22.222,IND,@,JAX,L 17-44,,,,,,,0.0%,,,,
14,2006,2006-12-18,14,22.230,IND,,CIN,W 34-16,,,,,,,0.0%,,,,
15,2006,2006-12-24,15,22.236,IND,@,HOU,L 24-27,,,,,,,0.0%,,,,
16,2006,2006-12-31,16,22.243,IND,,MIA,W 27-22,,,,,,,0.0%,,,,
17,2007,2007-09-23,3,23.144,IND,@,HOU,W 30-24,,,,,,,0.0%,,,,
18,2007,2007-09-30,4,23.151,IND,,DEN,W 38-20,,,,,,,0.0%,,,,
19,2007,2007-10-07,5,23.158,IND,,TAM,W 33-14,,,,,,,0.0%,,,,
20,2007,2007-10-22,6,23.173,IND,@,JAX,W 29-7,,,,,,,0.0%,,,,
21,2007,2007-10-28,7,23.179,IND,@,CAR,W 31-7,*,,,,,,0.0%,,,,
