ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1983,1983-12-11,15,23.331,NWE,@,RAM,W 21-7,3,3,100.0,,1,0.0,0,3
2,1983,1983-12-18,16,23.338,NWE,@,SEA,L 6-24,,1,0.0,,,,0,0
