ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-09-13,1,23.182,TAM,,ATL,W 48-10,,2,44,22.00,0,,,0,0,,0,0,0
2,1987,1987-09-20,2,23.189,TAM,@,CHI,L 3-20,,1,14,14.00,0,,,0,0,,0,0,0
3,1987,1987-10-25,6,23.224,TAM,,CHI,L 26-27,,4,32,8.00,0,,,0,0,,0,0,0
4,1987,1987-11-15,9,23.245,TAM,@,MIN,L 17-23,,0,0,,0,,,,,,,,
5,1987,1987-11-22,10,23.252,TAM,,SFO,L 10-24,,1,3,3.00,0,,,0,0,,0,0,0
6,1987,1987-11-29,11,23.259,TAM,@,RAM,L 3-35,,1,20,20.00,0,,,0,0,,0,0,0
7,1987,1987-12-06,12,23.266,TAM,@,NOR,L 34-44,,1,12,12.00,0,,,0,0,,0,0,0
8,1987,1987-12-13,13,23.273,TAM,,DET,L 10-20,,4,34,8.50,0,,,0,0,,0,0,0
9,1987,1987-12-20,14,23.280,TAM,,STL,L 14-31,,2,10,5.00,1,,,0,0,,0,1,6
10,1987,1987-12-27,15,23.287,TAM,@,IND,L 6-24,,0,0,,0,,,,,,,,
11,1988,1988-09-04,1,24.173,TAM,,PHI,L 14-41,,5,59,11.80,0,,,0,0,,0,0,0
12,1988,1988-09-11,2,24.180,TAM,@,GNB,W 13-10,,2,16,8.00,0,,,0,0,,0,0,0
13,1988,1988-09-18,3,24.187,TAM,,PHO,L 24-30,,3,37,12.33,0,,,0,0,,0,0,0
14,1988,1988-09-25,4,24.194,TAM,@,NOR,L 9-13,,2,26,13.00,0,,,0,0,,0,0,0
15,1988,1988-10-02,5,24.201,TAM,,GNB,W 27-24,,0,0,,0,,,,,,,,
16,1988,1988-10-09,6,24.208,TAM,@,MIN,L 13-14,,1,19,19.00,0,,,0,0,,0,0,0
17,1988,1988-10-16,7,24.215,TAM,@,IND,L 31-35,,7,121,17.29,0,,,0,0,,0,0,0
18,1988,1988-10-23,8,24.222,TAM,,MIN,L 20-49,,0,0,,0,,,,,,,,
19,1988,1988-10-30,9,24.229,TAM,,MIA,L 14-17,,2,23,11.50,0,,,0,0,,0,0,0
20,1988,1988-11-06,10,24.236,TAM,@,CHI,L 10-28,,5,67,13.40,0,,,0,0,,0,0,0
21,1988,1988-11-13,11,24.243,TAM,@,DET,W 23-20,,2,28,14.00,0,,,0,0,,0,0,0
22,1988,1988-11-27,13,24.257,TAM,@,ATL,L 10-17,,3,66,22.00,0,,,0,0,,0,0,0
23,1988,1988-12-04,14,24.264,TAM,,BUF,W 10-5,,3,32,10.67,0,,,0,0,,0,0,0
24,1988,1988-12-11,15,24.271,TAM,@,NWE,L 7-10,,2,24,12.00,0,,,0,0,,0,0,0
25,1988,1988-12-18,16,24.278,TAM,,DET,W 21-10,,2,37,18.50,0,,,0,0,,0,0,0
26,1989,1989-09-10,1,25.179,TAM,@,GNB,W 23-21,,2,15,7.50,0,,,0,0,,0,0,0
27,1989,1989-09-17,2,25.186,TAM,,SFO,L 16-20,,4,44,11.00,0,,,0,0,,0,0,0
28,1989,1989-09-24,3,25.193,TAM,,NOR,W 20-10,,4,43,10.75,1,,,0,0,,0,1,6
29,1989,1989-10-01,4,25.200,TAM,@,MIN,L 3-17,,0,0,,0,,,,,,,,
30,1989,1989-10-08,5,25.207,TAM,,CHI,W 42-35,,0,0,,0,,,,,,,,
31,1989,1989-10-15,6,25.214,TAM,,DET,L 16-17,,0,0,,0,,,,,,,,
32,1989,1989-10-22,7,25.221,TAM,@,WAS,L 28-32,,0,0,,0,,,,,,,,
33,1989,1989-10-29,8,25.228,TAM,@,CIN,L 23-56,,1,25,25.00,0,,,0,0,,0,0,0
34,1989,1989-11-05,9,25.235,TAM,,CLE,L 31-42,,3,57,19.00,0,,,0,0,,0,0,0
35,1989,1989-11-12,10,25.242,TAM,,MIN,L 10-24,,1,2,2.00,0,,,0,0,,0,0,0
36,1989,1989-11-19,11,25.249,TAM,@,CHI,W 32-31,,2,26,13.00,0,,,0,0,,0,0,0
37,1989,1989-11-26,12,25.256,TAM,@,PHO,W 14-13,,0,0,,0,,,,,,,,
38,1989,1989-12-03,13,25.263,TAM,,GNB,L 16-17,,3,19,6.33,0,,,0,0,,0,0,0
39,1989,1989-12-10,14,25.270,TAM,@,HOU,L 17-20,,6,61,10.17,1,,,0,0,,0,1,6
40,1989,1989-12-17,15,25.277,TAM,@,DET,L 7-33,,1,6,6.00,0,,,0,0,,0,0,0
41,1989,1989-12-24,16,25.284,TAM,,PIT,L 22-31,,3,33,11.00,0,,,0,0,,0,0,0
42,1990,1990-09-09,1,26.178,TAM,@,DET,W 38-21,,2,65,32.50,1,,,0,0,,0,1,6
43,1990,1990-09-16,2,26.185,TAM,,RAM,L 14-35,,3,71,23.67,0,,,0,0,,0,0,0
44,1990,1990-09-23,3,26.192,TAM,,DET,W 23-20,,2,32,16.00,0,,,0,0,,0,0,0
45,1990,1990-09-30,4,26.199,TAM,@,MIN,W 23-20,,0,0,,0,,,1,0,0.00,0,0,0
46,1990,1990-10-07,5,26.206,TAM,@,DAL,L 10-14,,2,29,14.50,0,,,0,0,,0,0,0
47,1990,1990-10-14,6,26.213,TAM,,GNB,W 26-14,,3,38,12.67,1,,,0,0,,0,1,6
48,1990,1990-10-21,7,26.220,TAM,,DAL,L 13-17,,3,29,9.67,0,,,0,0,,0,0,0
49,1990,1990-10-28,8,26.227,TAM,@,SDG,L 10-41,,2,20,10.00,0,,,0,0,,0,0,0
50,1990,1990-11-04,9,26.234,TAM,,CHI,L 6-26,,3,38,12.67,0,,,0,0,,0,0,0
51,1990,1990-11-11,10,26.241,TAM,@,NOR,L 7-35,,2,11,5.50,0,,,0,0,,0,0,0
52,1990,1990-11-18,11,26.248,TAM,@,SFO,L 7-31,,0,0,,0,,,0,0,,0,,
53,1990,1990-11-25,12,26.255,TAM,@,GNB,L 10-20,,5,71,14.20,0,,,0,0,,0,0,0
54,1990,1990-12-02,13,26.262,TAM,,ATL,W 23-17,,3,51,17.00,0,,,0,0,,0,0,0
55,1990,1990-12-16,14,26.276,TAM,,MIN,W 26-13,,0,0,,0,,,0,0,,0,,
56,1990,1990-12-23,15,26.283,TAM,@,CHI,L 14-27,,1,9,9.00,0,,,0,0,,0,0,0
57,1990,1990-12-30,16,26.290,TAM,,NYJ,L 14-16,,0,0,,0,,,0,0,,0,,
58,1991,1991-09-01,1,27.170,TAM,@,NYJ,L 13-16,,0,0,,0,,,1,1,1.00,0,0,0
