ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1991,1991-12-15,15,25.007,BUF,@,IND,W 35-7
2,1991,1991-12-22,16,25.014,BUF,,DET,L 14-17
3,1992,1992-09-28,4,25.295,KAN,,RAI,W 27-7
4,1992,1992-10-04,5,25.301,KAN,@,DEN,L 19-20
5,1992,1992-10-11,6,25.308,KAN,,PHI,W 24-17
6,1992,1992-11-22,11,25.350,KAN,@,SEA,W 24-14
7,1992,1992-11-29,12,25.357,KAN,@,NYJ,W 23-7
8,1992,1992-12-06,13,25.364,KAN,@,RAI,L 7-28
9,1993,1993-09-05,1,26.271,IND,,MIA,L 20-24
10,1993,1993-09-26,3,26.292,IND,,CLE,W 23-10
11,1993,1993-10-03,4,26.299,IND,@,DEN,L 13-35
12,1993,1993-10-24,6,26.320,IND,@,MIA,L 27-41
13,1993,1993-10-31,7,26.327,IND,,NWE,W 9-6
14,1993,1993-11-07,8,26.334,IND,@,WAS,L 24-30
15,1993,1993-11-14,9,26.341,IND,,NYJ,L 17-31
16,1993,1993-11-21,10,26.348,IND,@,BUF,L 9-23
17,1993,1993-11-29,11,26.356,IND,,SDG,L 0-31
18,1993,1993-12-05,12,26.362,IND,@,NYJ,W 9-6
19,1993,1993-12-12,13,27.004,IND,@,NYG,L 6-20
20,1993,1993-12-19,14,27.011,IND,,PHI,L 10-20
21,1993,1993-12-26,15,27.018,IND,@,NWE,L 0-38
22,1993,1994-01-02,16,27.025,IND,,BUF,L 10-30
23,1994,1994-09-04,1,27.270,IND,,HOU,W 45-21
24,1994,1994-09-11,2,27.277,IND,@,TAM,L 10-24
25,1994,1994-09-18,3,27.284,IND,@,PIT,L 21-31
26,1994,1994-09-25,4,27.291,IND,,CLE,L 14-21
27,1994,1994-10-02,5,27.298,IND,,SEA,W 17-15
28,1994,1994-10-09,6,27.305,IND,@,NYJ,L 6-16
29,1994,1994-10-16,7,27.312,IND,@,BUF,W 27-17
30,1994,1994-10-23,8,27.319,IND,,WAS,L 27-41
31,1994,1994-10-30,9,27.326,IND,,NYJ,W 28-25
32,1994,1994-11-06,10,27.333,IND,@,MIA,L 21-22
33,1994,1994-11-20,11,27.347,IND,@,CIN,W 17-13
34,1994,1994-11-27,12,27.354,IND,,NWE,L 10-12
35,1994,1994-12-04,13,27.361,IND,@,SEA,W 31-19
36,1994,1994-12-11,14,28.003,IND,@,NWE,L 13-28
37,1994,1994-12-18,15,28.010,IND,,MIA,W 10-6
38,1994,1994-12-24,16,28.016,IND,,BUF,W 10-9
39,1995,1995-09-03,1,28.269,IND,,CIN,L 21-24
40,1995,1995-09-10,2,28.276,IND,@,NYJ,W 27-24
41,1995,1995-09-17,3,28.283,IND,@,BUF,L 14-20
42,1995,1995-10-01,4,28.297,IND,,STL,W 21-18
43,1995,1995-10-08,5,28.304,IND,@,MIA,W 27-24
44,1995,1995-10-15,6,28.311,IND,,SFO,W 18-17
45,1995,1995-10-22,7,28.318,IND,@,OAK,L 17-30
46,1995,1995-10-29,8,28.325,IND,,NYJ,W 17-10
47,1995,1995-11-05,9,28.332,IND,,BUF,L 10-16
48,1995,1995-11-12,10,28.339,IND,@,NOR,L 14-17
49,1995,1995-11-19,11,28.346,IND,@,NWE,W 24-10
50,1995,1995-11-26,12,28.353,IND,,MIA,W 36-28
51,1995,1995-12-03,13,28.360,IND,@,CAR,L 10-13
52,1995,1995-12-10,14,29.002,IND,@,JAX,W 41-31
53,1995,1995-12-17,15,29.009,IND,,SDG,L 24-27
54,1995,1995-12-23,16,29.015,IND,,NWE,W 10-7
55,1996,1996-10-20,7,29.317,ARI,,TAM,W 13-9
56,1996,1996-10-27,8,29.324,ARI,,NYJ,L 21-31
57,1996,1996-11-03,9,29.331,ARI,@,NYG,L 8-16
58,1996,1996-11-17,11,29.345,ARI,,NYG,W 31-23
59,1996,1996-11-24,12,29.352,ARI,,PHI,W 36-30
60,1996,1996-12-01,13,29.359,ARI,@,MIN,L 17-41
61,1996,1996-12-08,14,30.000,ARI,,DAL,L 6-10
62,1996,1996-12-15,15,30.007,ARI,,WAS,W 27-26
63,1996,1996-12-22,16,30.014,ARI,@,PHI,L 19-29
