ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2002,2002-09-08,1,23.100,MIN,@,CHI,L 23-27,,,,,,
2,2002,2002-09-15,2,23.107,MIN,,BUF,L 39-45,,,,,,
3,2002,2002-09-22,3,23.114,MIN,,CAR,L 14-21,,,,,,
4,2002,2002-09-29,4,23.121,MIN,@,SEA,L 23-48,,,,,,
5,2002,2002-10-13,5,23.135,MIN,,DET,W 31-24,,,,,,
6,2002,2002-10-20,6,23.142,MIN,@,NYJ,L 7-20,*,,,,,
7,2002,2002-10-27,7,23.149,MIN,,CHI,W 25-7,*,0,0,,0,1.0
8,2002,2002-11-03,8,23.156,MIN,@,TAM,L 24-38,*,,,,,
9,2002,2002-11-10,9,23.163,MIN,,NYG,L 20-27,*,,,,,
10,2002,2002-11-17,10,23.170,MIN,,GNB,W 31-21,*,,,,,
11,2002,2002-11-24,11,23.177,MIN,@,NWE,L 17-24,*,,,,,
12,2002,2002-12-01,12,23.184,MIN,,ATL,L 24-30,*,0,0,,0,1.0
13,2002,2002-12-08,13,23.191,MIN,@,GNB,L 22-26,*,,,,,
14,2002,2002-12-15,14,23.198,MIN,@,NOR,W 32-31,*,,,,,
15,2002,2002-12-21,15,23.204,MIN,,MIA,W 20-17,*,,,,,
16,2002,2002-12-29,16,23.212,MIN,@,DET,W 38-36,*,,,,,
17,2003,2003-09-07,1,24.099,MIN,@,GNB,W 30-25,,,,,,
18,2003,2003-09-14,2,24.106,MIN,,CHI,W 24-13,,,,,,
19,2003,2003-09-21,3,24.113,MIN,@,DET,W 23-13,,,,,,
20,2003,2003-09-28,4,24.120,MIN,,SFO,W 35-7,,,,,,
21,2003,2003-10-05,5,24.127,MIN,@,ATL,W 39-26,,,,,,
22,2003,2003-10-19,6,24.141,MIN,,DEN,W 28-20,,,,,,
23,2003,2003-10-26,7,24.148,MIN,,NYG,L 17-29,,,,,,
24,2003,2003-11-02,8,24.155,MIN,,GNB,L 27-30,,,,,,
25,2003,2003-11-09,9,24.162,MIN,@,SDG,L 28-42,,1,1,1.00,0,0.0
26,2003,2003-11-16,10,24.169,MIN,@,OAK,L 18-28,,,,,,
27,2003,2003-11-23,11,24.176,MIN,,DET,W 24-14,,,,,,
28,2003,2003-11-30,12,24.183,MIN,@,STL,L 17-48,*,,,,,
29,2003,2003-12-07,13,24.190,MIN,,SEA,W 34-7,*,,,,,
30,2003,2003-12-14,14,24.197,MIN,@,CHI,L 10-13,*,,,,,
31,2003,2003-12-20,15,24.203,MIN,,KAN,W 45-20,*,,,,,
32,2003,2003-12-28,16,24.211,MIN,@,ARI,L 17-18,*,,,,,
33,2004,2004-09-13,1,25.105,GNB,@,CAR,W 24-14,,,,,,
34,2004,2004-09-19,2,25.111,GNB,,CHI,L 10-21,,,,,,
35,2004,2004-09-26,3,25.118,GNB,@,IND,L 31-45,,,,,,
36,2004,2004-10-03,4,25.125,GNB,,NYG,L 7-14,,,,,,
37,2004,2004-10-11,5,25.133,GNB,,TEN,L 27-48,,,,,,
38,2004,2004-11-21,10,25.174,GNB,@,HOU,W 16-13,,,,,,
39,2004,2004-11-29,11,25.182,GNB,,STL,W 45-17,,,,,,
40,2004,2004-12-05,12,25.188,GNB,@,PHI,L 17-47,,,,,,
41,2004,2004-12-12,13,25.195,GNB,,DET,W 16-13,,,,,,
42,2004,2004-12-19,14,25.202,GNB,,JAX,L 25-28,,,,,,
43,2004,2005-01-02,16,25.216,IND,@,DEN,L 14-33,,,,,,
44,2005,2005-10-30,7,26.152,MIA,@,NOR,W 21-6,,,,,,
45,2005,2005-11-27,11,26.180,MIA,@,OAK,W 33-21,,,,,,
46,2005,2005-12-04,12,26.187,MIA,,BUF,W 24-23,,,,,,
