ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-10,1,22.275,CIN,,BAL,W 27-20,*,,,,,,,,,,,,,,,,
2,2007,2007-09-16,2,22.281,CIN,@,CLE,L 45-51,,,,,,,,,,,,,,,,,
3,2007,2007-09-23,3,22.288,CIN,@,SEA,L 21-24,,0,0,,0,0,0,,0,0,0,0.0,,,1,2,0
4,2007,2007-10-01,4,22.296,CIN,,NWE,L 13-34,,0,0,,0,0,0,,0,0,0,0.0,,,1,2,0
5,2007,2007-10-14,5,22.309,CIN,@,KAN,L 20-27,*,,,,,,,,,,,,,,,,
6,2007,2007-10-21,6,22.316,CIN,,NYJ,W 38-31,,,,,,,,,,,,,,,,,
7,2007,2007-10-28,7,22.323,CIN,,PIT,L 13-24,,,,,,,,,,,,,,,,,
8,2007,2007-11-04,8,22.330,CIN,@,BUF,L 21-33,,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
9,2007,2007-11-11,9,22.337,CIN,@,BAL,W 21-7,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
10,2007,2007-11-18,10,22.344,CIN,,ARI,L 27-35,*,,,,,,,,,,,,,,,,
11,2007,2007-11-25,11,22.351,CIN,,TEN,W 35-6,*,,,,,,,,,,,,,,,,
12,2007,2007-12-02,12,22.358,CIN,@,PIT,L 10-24,*,,,,,,,,,,,,,,,,
13,2007,2007-12-09,13,23.000,CIN,,STL,W 19-10,*,,,,,,,,,,,,,,,,
14,2007,2007-12-15,14,23.006,CIN,@,SFO,L 13-20,*,,,,,,,,,,,,,,,,
15,2007,2007-12-23,15,23.014,CIN,,CLE,W 19-14,*,0,0,,0,0,0,,0,0,0,0.0,,,1,12,0
16,2007,2007-12-30,16,23.021,CIN,@,MIA,W 38-25,*,,,,,,,,,,,,,,,,
17,2008,2008-09-07,1,23.273,CIN,@,BAL,L 10-17,*,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
18,2008,2008-09-14,2,23.280,CIN,,TEN,L 7-24,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
19,2008,2008-09-21,3,23.287,CIN,@,NYG,L 23-26,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
20,2008,2008-09-28,4,23.294,CIN,,CLE,L 12-20,*,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
21,2008,2008-10-05,5,23.301,CIN,@,DAL,L 22-31,*,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
22,2008,2008-10-12,6,23.308,CIN,@,NYJ,L 14-26,*,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
23,2008,2008-10-19,7,23.315,CIN,,PIT,L 10-38,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
24,2008,2008-10-26,8,23.322,CIN,@,HOU,L 6-35,*,0,0,,0,0,0,,0,0,0,0.0,0,3,0,0,0
25,2008,2008-11-02,9,23.329,CIN,,JAX,W 21-19,*,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
26,2008,2008-11-16,10,23.343,CIN,,PHI,T 13-13,*,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
27,2008,2008-11-20,11,23.347,CIN,@,PIT,L 10-27,*,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
28,2008,2008-11-30,12,23.357,CIN,,BAL,L 3-34,*,0,0,,0,0,0,,0,0,0,0.0,4,3,0,0,0
29,2008,2008-12-07,13,23.364,CIN,@,IND,L 3-35,*,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
30,2008,2008-12-14,14,24.005,CIN,,WAS,W 20-13,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
31,2008,2008-12-21,15,24.012,CIN,@,CLE,W 14-0,*,0,0,,0,0,0,,0,1,6,0.0,1,1,3,87,1
32,2008,2008-12-28,16,24.019,CIN,,KAN,W 16-6,*,1,1,1.00,0,3,16,5.33,0,0,0,0.0,8,0,0,0,0
33,2009,2009-09-13,1,24.278,CIN,,DEN,L 7-12,*,0,0,,0,0,0,,0,0,0,0.0,0,2,0,0,0
34,2009,2009-09-20,2,24.285,CIN,@,GNB,W 31-24,*,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
