ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1994,1994-09-04,1,24.191,PHI,@,NYG,L 23-28,0,0,,0,0,0,,0
2,1994,1994-09-12,2,24.199,PHI,,CHI,W 30-22,0,0,,0,0,0,,0
3,1994,1994-09-18,3,24.205,PHI,,GNB,W 13-7,0,0,,0,0,0,,0
4,1994,1994-10-02,4,24.219,PHI,@,SFO,W 40-8,0,0,,0,0,0,,0
5,1994,1994-10-09,5,24.226,PHI,,WAS,W 21-17,0,0,,0,0,0,,0
6,1994,1994-10-16,6,24.233,PHI,@,DAL,L 13-24,0,0,,0,1,0,0.00,0
7,1994,1994-10-24,7,24.241,PHI,,HOU,W 21-6,0,0,,0,0,0,,0
8,1994,1994-11-06,9,24.254,PHI,,ARI,W 17-7,0,0,,0,0,0,,0
9,1994,1994-11-13,10,24.261,PHI,,CLE,L 7-26,0,0,,0,0,0,,0
10,1994,1994-11-20,11,24.268,PHI,@,ARI,L 6-12,0,0,,0,0,0,,0
11,1994,1994-11-27,12,24.275,PHI,@,ATL,L 21-28,0,0,,0,0,0,,0
12,1994,1994-12-04,13,24.282,PHI,,DAL,L 19-31,0,0,,0,0,0,,0
13,1994,1994-12-11,14,24.289,PHI,@,PIT,L 3-14,0,0,,0,0,0,,0
14,1994,1994-12-24,16,24.302,PHI,@,CIN,L 30-33,1,0,0.00,0,0,0,,0
15,1995,1995-11-12,10,25.260,SFO,@,DAL,W 38-20,,,,,,,,
16,1995,1995-11-20,11,25.268,SFO,@,MIA,W 44-20,,,,,,,,
17,1995,1995-12-24,16,25.302,SFO,@,ATL,L 27-28,,,,,,,,
