ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1966,1966-09-11,1,22.145,SFO,,MIN,T 20-20,0,0,,0,0,0,,0,1,5,5.00,0,0,0,,0,0,0,0,0,0
2,1966,1966-09-25,2,22.159,SFO,@,BAL,L 14-36,1,4,4.00,0,0,0,,0,2,37,18.50,0,2,0,0.00,0,0,0,0,0,0
3,1966,1966-09-30,3,22.164,SFO,@,RAM,L 3-34,0,0,,0,0,0,,0,1,26,26.00,0,0,0,,0,0,0,0,0,0
4,1966,1966-10-16,5,22.180,SFO,@,ATL,W 44-7,3,3,1.00,0,1,63,63.00,1,0,0,,0,0,0,,0,1,6,0,0,0
5,1966,1966-10-23,6,22.187,SFO,,DET,W 27-24,0,0,,0,0,0,,0,2,49,24.50,0,0,0,,0,0,0,0,0,0
6,1966,1966-11-06,8,22.201,SFO,,RAM,W 21-13,0,0,,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0,0,0,0
7,1966,1966-11-13,9,22.208,SFO,@,CHI,T 30-30,0,0,,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0,0,0,0
8,1967,1967-12-16,14,23.241,SFO,,DAL,W 24-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,22,0
