ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1998,1998-09-27,3,23.241,SFO,,ATL,W 31-20,,,,,,,
2,1998,1998-10-11,5,23.255,SFO,@,NOR,W 31-0,,,,,,,
3,1998,1998-12-06,13,23.311,IND,@,ATL,L 21-28,,,,,,,
4,1998,1998-12-20,15,23.325,IND,@,SEA,L 23-27,,,,,,,
5,1999,1999-09-12,1,24.226,IND,,BUF,W 31-14,,1,6,0.0,1,74,1
6,1999,1999-09-19,2,24.233,IND,@,NWE,L 28-31,,,,,,,
7,1999,1999-10-10,4,24.254,IND,,MIA,L 31-34,,,,,,,
8,1999,1999-10-17,5,24.261,IND,@,NYJ,W 16-13,,,,,,,
9,1999,1999-10-24,6,24.268,IND,,CIN,W 31-10,,,,,,,
10,1999,1999-10-31,7,24.275,IND,,DAL,W 34-24,,0,0,1.0,0,0,0
11,1999,1999-11-07,8,24.282,IND,,KAN,W 25-17,,,,,,,
12,1999,1999-11-14,9,24.289,IND,@,NYG,W 27-19,,,,,,,
13,1999,1999-11-21,10,24.296,IND,@,PHI,W 44-17,,0,0,0.0,1,41,0
14,1999,1999-11-28,11,24.303,IND,,NYJ,W 13-6,,,,,,,
15,1999,1999-12-05,12,24.310,IND,@,MIA,W 37-34,,,,,,,
16,1999,1999-12-12,13,24.317,IND,,NWE,W 20-15,,,,,,,
17,1999,1999-12-19,14,24.324,IND,,WAS,W 24-21,,,,,,,
18,1999,1999-12-26,15,24.331,IND,@,CLE,W 29-28,,,,,,,
19,1999,2000-01-02,16,24.338,IND,@,BUF,L 6-31,,,,,,,
20,2000,2000-09-03,1,25.218,IND,@,KAN,W 27-14,,,,,,,
21,2000,2000-09-10,2,25.225,IND,,OAK,L 31-38,,,,,,,
22,2000,2000-09-25,3,25.240,IND,,JAX,W 43-14,,,,,,,
23,2000,2000-10-01,4,25.246,IND,@,BUF,W 18-16,,,,,,,
24,2000,2000-10-08,5,25.253,IND,@,NWE,L 16-24,,,,,,,
25,2000,2000-10-15,6,25.260,IND,@,SEA,W 37-24,,,,,,,
26,2000,2000-10-22,7,25.267,IND,,NWE,W 30-23,,,,,,,
27,2000,2000-10-29,8,25.274,IND,,DET,W 30-18,,,,,,,
28,2000,2000-11-05,9,25.281,IND,@,CHI,L 24-27,,,,,,,
29,2000,2000-11-12,10,25.288,IND,,NYJ,W 23-15,,,,,,,
30,2000,2000-11-19,11,25.295,IND,@,GNB,L 24-26,,,,,,,
31,2000,2000-11-26,12,25.302,IND,,MIA,L 14-17,,,,,,,
32,2000,2000-12-03,13,25.309,IND,@,NYJ,L 17-27,,,,,,,
33,2000,2000-12-11,14,25.317,IND,,BUF,W 44-20,*,,,,,,
34,2000,2000-12-17,15,25.323,IND,@,MIA,W 20-13,,,,,,,
35,2000,2000-12-24,16,25.330,IND,,MIN,W 31-10,,,,,,,
