ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1964,1964-10-25,7,23.341,PIT,,PHI,L 10-34,0,0,,0,1,13,0
2,1966,1966-10-30,7,25.345,PIT,@,DAL,L 21-52,0,0,,0,1,13,0
3,1966,1966-12-18,14,26.029,PIT,@,ATL,W 57-33,2,35,17.50,0,1,8,0
4,1967,1967-11-26,11,27.007,PIT,,MIN,L 27-41,0,0,,0,1,0,0
5,1970,1970-09-20,1,29.305,DET,@,GNB,W 40-0,,,,,,,
6,1970,1970-09-27,2,29.312,DET,,CIN,W 38-3,,,,,,,
7,1970,1970-10-05,3,29.320,DET,,CHI,W 28-14,,,,,,,
8,1970,1970-10-11,4,29.326,DET,@,WAS,L 10-31,,,,,,,
9,1970,1970-10-18,5,29.333,DET,@,CLE,W 41-24,,,,,,,
10,1970,1970-10-25,6,29.340,DET,@,CHI,W 16-10,,,,,,,
11,1970,1970-11-01,7,29.347,DET,,MIN,L 17-30,,,,,,,
12,1970,1970-11-08,8,29.354,DET,@,NOR,L 17-19,,,,,,,
13,1970,1970-11-15,9,29.361,DET,@,MIN,L 20-24,,,,,,,
14,1970,1970-11-22,10,30.003,DET,,SFO,W 28-7,,,,,,,
15,1970,1970-11-26,11,30.007,DET,,OAK,W 28-14,,,,,,,
16,1970,1970-12-06,12,30.017,DET,,STL,W 16-3,,,,,,,
17,1970,1970-12-14,13,30.025,DET,@,RAM,W 28-23,,,,,,,
