ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-29,3,24.227,JAX,,NYJ,W 28-3,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
2,2002,2002-10-13,5,24.241,JAX,@,TEN,L 14-23,,4,7,57.14,53,0,2,41.7,3,16,7.57,-5.29,7,71,10.14,2,0,0,0,,0,0.0%,,,2,12,0.0,,
3,2002,2002-12-22,15,24.311,JAX,,TEN,L 10-28,,6,13,46.15,43,1,0,80.0,1,1,3.31,4.85,5,26,5.20,0,0,0,0,,0,0.0%,,,0,0,0.0,,
4,2002,2002-12-29,16,24.318,JAX,@,IND,L 13-20,*,13,26,50.00,135,0,0,65.4,3,23,5.19,5.19,11,44,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
5,2003,2003-10-26,7,25.254,JAX,,TEN,L 17-30,,9,12,75.00,86,1,0,122.2,0,0,7.17,8.83,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
6,2003,2003-11-30,12,25.289,JAX,,TAM,W 17-10,,,,,,,,,0,,,,,,,,,,,,,0.0%,,,,,,,
7,2004,2004-10-31,8,26.260,JAX,@,HOU,L 6-20,,2,2,100.00,28,0,0,118.7,0,0,14.00,14.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
8,2004,2004-11-14,9,26.274,JAX,,DET,W 23-17,*,19,36,52.78,198,2,0,87.5,3,22,5.50,6.61,7,42,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
9,2004,2004-11-21,10,26.281,JAX,,TEN,L 15-18,*,13,27,48.15,129,0,1,46.7,2,6,4.78,3.11,5,34,6.80,1,0,0,0,,0,0.0%,,,1,6,0.0,,
10,2004,2004-12-26,15,26.316,JAX,,HOU,L 0-21,,4,7,57.14,19,0,0,62.2,1,7,2.71,2.71,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
11,2005,2005-09-25,3,27.223,JAX,@,NYJ,W 26-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
12,2005,2005-11-20,10,27.279,JAX,@,TEN,W 31-28,,0,0,,0,0,0,,0,,,,1,12,12.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
13,2005,2005-11-27,11,27.286,JAX,@,ARI,W 24-17,,12,26,46.15,115,0,0,59.0,0,0,4.42,4.42,6,61,10.17,1,0,0,0,,0,0.0%,,,1,6,0.0,,
14,2005,2005-12-04,12,27.293,JAX,@,CLE,W 20-14,*,11,20,55.00,116,2,1,84.6,1,1,5.80,5.55,9,13,1.44,0,0,0,0,,0,0.0%,,,0,0,0.0,,
15,2005,2005-12-11,13,27.300,JAX,,IND,L 18-26,*,26,35,74.29,250,1,0,103.3,0,0,7.14,7.71,5,19,3.80,1,0,0,0,,0,0.0%,,,1,6,0.0,,
16,2005,2005-12-18,14,27.307,JAX,,SFO,W 10-9,*,21,40,52.50,216,0,0,68.3,2,14,5.40,5.40,5,27,5.40,1,0,0,0,,0,0.0%,,,1,6,0.0,,
17,2005,2005-12-24,15,27.313,JAX,@,HOU,W 38-20,*,18,31,58.06,292,1,0,100.5,3,16,9.42,10.06,5,40,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
18,2005,2006-01-01,16,27.321,JAX,,TEN,W 40-13,*,10,16,62.50,128,0,0,87.5,2,14,8.00,8.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
19,2006,2006-10-08,5,28.236,JAX,,NYJ,W 41-0,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0.0,,
20,2006,2006-10-29,7,28.257,JAX,@,PHI,W 13-6,*,10,17,58.82,87,0,0,72.4,1,11,5.12,5.12,8,36,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
21,2006,2006-11-05,8,28.264,JAX,,TEN,W 37-7,*,12,22,54.55,177,3,0,120.6,2,8,8.05,10.77,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
22,2006,2006-11-12,9,28.271,JAX,,HOU,L 10-13,*,15,34,44.12,214,0,4,25.5,2,10,6.29,1.00,4,44,11.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
23,2006,2006-11-20,10,28.279,JAX,,NYG,W 26-10,*,19,32,59.38,249,0,0,84.0,0,0,7.78,7.78,9,31,3.44,0,0,0,0,,0,0.0%,,,0,0,0.0,,
24,2006,2006-11-26,11,28.285,JAX,@,BUF,L 24-27,*,16,22,72.73,132,2,0,118.0,3,16,6.00,7.82,5,28,5.60,0,0,0,0,,0,0.0%,,,0,0,0.0,,
25,2006,2006-12-03,12,28.292,JAX,@,MIA,W 24-10,*,16,22,72.73,229,2,0,136.4,4,26,10.41,12.23,6,24,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
26,2006,2006-12-10,13,28.299,JAX,,IND,W 44-17,*,8,14,57.14,79,0,1,43.5,1,7,5.64,2.43,4,4,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
