ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
27,2006,2006-12-17,14,28.306,JAX,@,TEN,L 17-24,*,22,37,59.46,233,1,3,53.1,4,30,6.30,3.19,6,43,7.17,0,0,0,0,,0,0.0%,,,0,0,0.0,,
28,2006,2006-12-24,15,28.313,JAX,,NWE,L 21-24,*,17,23,73.91,195,1,0,113.5,1,0,8.48,9.35,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
29,2006,2006-12-31,16,28.320,JAX,@,KAN,L 30-35,*,10,18,55.56,140,1,1,76.2,2,11,7.78,6.39,1,15,15.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
30,2007,2007-09-09,1,29.207,JAX,,TEN,L 10-13,*,17,30,56.67,204,1,0,88.7,3,7,6.80,7.47,4,27,6.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,
31,2007,2007-09-16,2,29.214,JAX,,ATL,W 13-7,*,17,25,68.00,272,1,0,117.4,4,21,10.88,11.68,5,20,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
32,2007,2007-09-23,3,29.221,JAX,@,DEN,W 23-14,*,14,20,70.00,154,1,0,109.2,3,14,7.70,8.70,12,52,4.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,
33,2007,2007-10-07,4,29.235,JAX,@,KAN,W 17-7,*,20,27,74.07,218,1,0,109.8,4,17,8.07,8.81,4,9,2.25,0,0,0,0,,0,0.0%,,,0,0,0.0,,
34,2007,2007-10-14,5,29.242,JAX,,HOU,W 37-17,*,22,34,64.71,221,2,0,102.7,1,8,6.50,7.68,5,26,5.20,0,0,0,0,,0,0.0%,,,0,0,0.0,,
35,2007,2007-10-22,6,29.250,JAX,,IND,L 7-29,*,8,12,66.67,72,0,0,82.6,1,6,6.00,6.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
36,2007,2007-11-18,10,29.277,JAX,,SDG,W 24-17,*,15,24,62.50,189,2,0,114.8,0,0,7.88,9.54,5,4,0.80,0,0,0,0,,0,0.0%,,,0,0,0.0,,
37,2007,2007-11-25,11,29.284,JAX,,BUF,W 36-14,*,23,37,62.16,296,1,0,96.2,1,4,8.00,8.54,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
38,2007,2007-12-02,12,29.291,JAX,@,IND,L 25-28,*,24,29,82.76,257,2,1,112.2,3,14,8.86,8.69,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0.0,,
39,2007,2007-12-09,13,29.298,JAX,,CAR,W 37-6,*,20,36,55.56,230,2,0,93.5,0,0,6.39,7.50,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
40,2007,2007-12-16,14,29.305,JAX,@,PIT,W 29-22,*,17,33,51.52,197,3,1,87.6,0,0,5.97,6.42,4,8,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
41,2007,2007-12-23,15,29.312,JAX,,OAK,W 49-11,*,11,18,61.11,199,2,1,113.0,1,8,11.06,10.78,4,19,4.75,1,0,0,0,,0,0.0%,,,1,6,0.0,,
42,2008,2008-09-07,1,30.206,JAX,@,TEN,L 10-17,*,23,35,65.71,215,1,2,68.2,7,59,6.14,4.14,3,2,0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
43,2008,2008-09-14,2,30.213,JAX,,BUF,L 16-20,*,17,28,60.71,165,0,1,62.4,2,20,5.89,4.29,6,32,5.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
44,2008,2008-09-21,3,30.220,JAX,@,IND,W 23-21,*,16,22,72.73,167,0,1,75.4,0,0,7.59,5.55,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
45,2008,2008-09-28,4,30.227,JAX,,HOU,W 30-27,*,23,32,71.88,236,1,0,103.1,1,0,7.38,8.00,7,41,5.86,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
46,2008,2008-10-05,5,30.234,JAX,,PIT,L 21-26,*,18,32,56.25,200,1,0,85.4,3,25,6.25,6.88,4,12,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
47,2008,2008-10-12,6,30.241,JAX,@,DEN,W 24-17,*,25,34,73.53,276,1,0,107.0,2,15,8.12,8.71,8,7,0.88,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
48,2008,2008-10-26,7,30.255,JAX,,CLE,L 17-23,*,25,42,59.52,283,2,0,95.6,3,16,6.74,7.69,7,59,8.43,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
49,2008,2008-11-02,8,30.262,JAX,@,CIN,L 19-21,*,23,38,60.53,229,0,1,66.7,3,15,6.03,4.84,6,23,3.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
50,2008,2008-11-09,9,30.269,JAX,@,DET,W 38-14,*,18,25,72.00,238,2,0,128.4,1,11,9.52,11.12,2,10,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
51,2008,2008-11-16,10,30.276,JAX,,TEN,L 14-24,*,13,30,43.33,135,0,1,43.1,4,18,4.50,3.00,3,16,5.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
52,2008,2008-11-23,11,30.283,JAX,,MIN,L 12-30,*,27,45,60.00,317,1,2,70.3,4,31,7.04,5.49,5,11,2.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
53,2008,2008-12-01,12,30.291,JAX,@,HOU,L 17-30,*,25,35,71.43,287,1,1,93.4,3,25,8.20,7.49,5,10,2.00,0,1,1,-6,-6.00,0,100.0%,-6.00,,0,0,0.0,0,0
54,2008,2008-12-07,13,30.297,JAX,@,CHI,L 10-23,*,19,38,50.00,178,1,1,61.1,3,19,4.68,4.03,3,11,3.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
55,2008,2008-12-14,14,30.304,JAX,,GNB,W 20-16,*,21,33,63.64,238,2,0,105.4,2,9,7.21,8.42,5,31,6.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
56,2008,2008-12-18,15,30.308,JAX,,IND,L 24-31,*,28,41,68.29,329,1,1,90.4,3,25,8.02,7.41,3,9,3.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
57,2008,2008-12-28,16,30.318,JAX,@,BAL,L 7-27,*,14,25,56.00,127,1,2,49.9,1,0,5.08,2.28,4,40,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
58,2009,2009-09-13,1,31.211,JAX,@,IND,L 12-14,*,14,28,50.00,122,0,0,61.9,1,8,4.36,4.36,4,14,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
59,2009,2009-09-20,2,31.218,JAX,,ARI,L 17-31,*,23,43,53.49,282,2,1,79.8,4,7,6.56,6.44,4,27,6.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
60,2009,2009-09-27,3,31.225,JAX,@,HOU,W 31-24,*,18,30,60.00,214,0,0,81.8,0,0,7.13,7.13,5,29,5.80,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
61,2009,2009-10-04,4,31.232,JAX,,TEN,W 37-17,*,27,37,72.97,323,3,0,126.3,2,18,8.73,10.35,8,38,4.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
62,2009,2009-10-11,5,31.239,JAX,@,SEA,L 0-41,*,18,31,58.06,188,0,0,75.7,4,26,6.06,6.06,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
63,2009,2009-10-18,6,31.246,JAX,,STL,W 23-20,*,30,43,69.77,335,0,2,73.3,3,9,7.79,5.70,4,31,7.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
64,2009,2009-11-01,7,31.260,JAX,@,TEN,L 13-30,*,14,27,51.85,139,0,2,35.9,3,22,5.15,1.81,3,22,7.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
65,2009,2009-11-08,8,31.267,JAX,,KAN,W 24-21,*,18,27,66.67,264,1,0,110.7,1,11,9.78,10.52,9,29,3.22,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
66,2009,2009-11-15,9,31.274,JAX,@,NYJ,W 24-22,*,16,26,61.54,221,1,0,101.6,2,13,8.50,9.27,6,11,1.83,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
67,2009,2009-11-22,10,31.281,JAX,,BUF,W 18-15,*,21,30,70.00,215,1,1,87.5,2,7,7.17,6.33,6,16,2.67,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0
68,2009,2009-11-29,11,31.288,JAX,@,SFO,L 3-20,*,25,36,69.44,307,0,0,95.5,6,46,8.53,8.53,2,10,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
69,2009,2009-12-06,12,31.295,JAX,,HOU,W 23-18,*,15,28,53.57,238,2,0,106.0,4,22,8.50,9.93,8,13,1.63,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
70,2009,2009-12-13,13,31.302,JAX,,MIA,L 10-14,*,11,26,42.31,139,0,0,59.6,3,17,5.35,5.35,6,26,4.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
71,2009,2009-12-17,14,31.306,JAX,,IND,L 31-35,*,23,40,57.50,223,3,1,87.8,2,17,5.58,5.95,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
72,2009,2009-12-27,15,31.316,JAX,@,NWE,L 7-35,*,19,25,76.00,185,0,2,62.9,2,8,7.40,3.80,4,10,2.50,1,0,0,0,,0,0.0%,,,1,6,0.0,1,0
73,2009,2010-01-03,16,31.323,JAX,@,CLE,L 17-23,*,22,39,56.41,202,2,1,77.1,3,5,5.18,5.05,5,40,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
74,2010,2010-09-12,1,32.210,JAX,,DEN,W 24-17,*,16,21,76.19,170,3,0,138.9,1,5,8.10,10.95,7,10,1.43,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
75,2010,2010-09-19,2,32.217,JAX,@,SDG,L 13-38,*,15,23,65.22,173,1,4,62.7,2,14,7.52,0.57,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
76,2010,2010-09-26,3,32.224,JAX,,PHI,L 3-28,*,13,30,43.33,105,0,1,38.9,7,53,3.50,2.00,7,32,4.57,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
77,2010,2010-10-03,4,32.231,JAX,,IND,W 31-28,*,17,22,77.27,163,2,0,127.7,0,0,7.41,9.23,5,44,8.80,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
78,2010,2010-10-10,5,32.238,JAX,@,BUF,W 36-26,*,16,20,80.00,178,3,1,122.5,2,13,8.90,9.65,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
79,2010,2010-10-18,6,32.246,JAX,,TEN,L 3-30,*,7,12,58.33,49,0,1,33.0,0,0,4.08,0.33,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
80,2010,2010-10-31,8,32.259,JAX,@,DAL,W 35-17,*,17,21,80.95,260,4,0,157.8,3,22,12.38,16.19,2,2,1.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
81,2010,2010-11-14,9,32.273,JAX,,HOU,W 31-24,*,24,31,77.42,342,2,0,134.1,2,16,11.03,12.32,7,35,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
82,2010,2010-11-21,10,32.280,JAX,,CLE,W 24-20,*,20,34,58.82,254,2,3,65.1,4,28,7.47,4.68,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
83,2010,2010-11-28,11,32.287,JAX,@,NYG,L 20-24,*,20,35,57.14,162,0,1,57.1,4,41,4.63,3.34,6,41,6.83,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
84,2010,2010-12-05,12,32.294,JAX,@,TEN,W 17-6,*,14,19,73.68,126,0,0,91.1,1,7,6.63,6.63,10,19,1.90,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
85,2010,2010-12-12,13,32.301,JAX,,OAK,W 38-31,*,11,22,50.00,159,3,1,94.5,2,8,7.23,7.91,5,32,6.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
86,2010,2010-12-19,14,32.308,JAX,@,IND,L 24-34,*,24,38,63.16,294,2,1,93.5,1,5,7.74,7.61,4,8,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
87,2010,2010-12-26,15,32.315,JAX,,WAS,L 17-20,*,22,38,57.89,299,1,2,70.0,4,41,7.87,6.03,6,39,6.50,1,0,0,0,,0,0.0%,,,1,6,0.0,1,0
