ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2003,2003-09-07,1,25.099,MIN,@,GNB,W 30-25,,3,3,100.0,3,3,100.0,0,12,0,0,,0
2,2003,2003-09-14,2,25.106,MIN,,CHI,W 24-13,,3,3,100.0,1,2,50.0,0,6,0,0,,0
3,2003,2003-09-21,3,25.113,MIN,@,DET,W 23-13,,2,2,100.0,1,2,50.0,0,5,0,0,,0
4,2003,2003-09-28,4,25.120,MIN,,SFO,W 35-7,,5,5,100.0,,,,0,5,,,,
5,2003,2003-10-05,5,25.127,MIN,@,ATL,W 39-26,,3,3,100.0,2,2,100.0,0,9,0,0,,0
6,2003,2003-10-19,6,25.141,MIN,,DEN,W 28-20,,4,4,100.0,,,,0,4,,,,
7,2003,2003-10-26,7,25.148,MIN,,NYG,L 17-29,,2,2,100.0,1,2,50.0,0,5,0,0,,0
8,2003,2003-11-02,8,25.155,MIN,,GNB,L 27-30,,3,3,100.0,2,2,100.0,0,9,0,0,,0
9,2003,2003-11-09,9,25.162,MIN,@,SDG,L 28-42,,4,4,100.0,,,,0,4,,,,
10,2003,2003-11-16,10,25.169,MIN,@,OAK,L 18-28,,1,1,100.0,1,3,33.3,0,4,0,0,,0
11,2003,2003-11-23,11,25.176,MIN,,DET,W 24-14,,3,3,100.0,1,1,100.0,0,6,0,0,,0
12,2003,2003-11-30,12,25.183,MIN,@,STL,L 17-48,,2,2,100.0,1,1,100.0,0,5,0,0,,0
13,2003,2003-12-07,13,25.190,MIN,,SEA,W 34-7,,4,4,100.0,2,3,66.7,0,10,0,0,,0
14,2003,2003-12-14,14,25.197,MIN,@,CHI,L 10-13,,1,1,100.0,1,1,100.0,0,4,0,0,,0
15,2003,2003-12-20,15,25.203,MIN,,KAN,W 45-20,,6,6,100.0,1,1,100.0,0,9,0,0,,0
16,2003,2003-12-28,16,25.211,MIN,@,ARI,L 17-18,,2,2,100.0,1,2,50.0,0,5,0,0,,0
17,2004,2004-09-11,1,26.103,TEN,@,MIA,W 17-7,,2,2,100.0,1,2,50.0,0,5,6,272,45.33,0
18,2005,2005-11-27,11,27.180,BAL,@,CIN,L 29-42,,,,,,1,0.0,0,0,1,32,32.00,0
