ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1973,1973-09-16,1,23.268,OAK,@,MIN,L 16-24,0,0,,0,0,0,,0,0,0,,,0,,,5,248,49.60,0
2,1973,1973-09-23,2,23.275,OAK,,MIA,W 12-7,0,0,,0,0,0,,0,0,0,,,0,,,6,294,49.00,0
3,1973,1973-09-30,3,23.282,OAK,@,KAN,L 3-16,0,0,,0,0,0,,0,0,0,,,0,,,6,283,47.17,0
4,1973,1973-10-07,4,23.289,OAK,@,STL,W 17-10,0,0,,0,0,0,,0,0,0,,,0,,,3,141,47.00,0
5,1973,1973-10-14,5,23.296,OAK,@,SDG,W 27-17,0,0,,0,0,0,,0,0,0,,,0,,,5,213,42.60,0
6,1973,1973-10-22,6,23.304,OAK,@,DEN,T 23-23,0,0,,0,0,0,,0,0,0,,,0,,,4,159,39.75,0
7,1973,1973-10-28,7,23.310,OAK,@,BAL,W 34-21,0,0,,0,0,0,,0,0,0,,,0,,,1,31,31.00,0
8,1973,1973-11-04,8,23.317,OAK,,NYG,W 42-0,0,0,,0,0,0,,0,0,0,,,0,,,4,148,37.00,0
9,1973,1973-11-11,9,23.324,OAK,,PIT,L 9-17,1,21,21.00,0,0,0,,0,0,0,,,0,,,2,98,49.00,0
10,1973,1973-11-18,10,23.331,OAK,,CLE,L 3-7,0,0,,0,0,0,,0,0,0,,,0,,,11,491,44.64,0
11,1973,1973-11-25,11,23.338,OAK,,SDG,W 31-3,0,0,,0,0,0,,0,0,0,,,0,,,2,101,50.50,0
12,1973,1973-12-02,12,23.345,OAK,@,HOU,W 17-6,0,0,,0,0,0,,0,0,0,,,0,,,6,286,47.67,0
13,1973,1973-12-08,13,23.351,OAK,,KAN,W 37-7,0,0,,0,0,0,,0,0,0,,,0,,,7,337,48.14,0
14,1973,1973-12-16,14,23.359,OAK,,DEN,W 21-17,0,0,,0,0,0,,0,0,0,,,0,,,7,297,42.43,0
15,1974,1974-09-16,1,24.268,OAK,@,BUF,L 20-21,0,0,,0,0,0,,0,0,0,,,0,,,4,178,44.50,0
16,1974,1974-09-22,2,24.274,OAK,,KAN,W 27-7,0,0,,0,0,0,,0,0,0,,,0,,,10,450,45.00,0
17,1974,1974-09-29,3,24.281,OAK,@,PIT,W 17-0,0,0,,0,0,0,,0,0,0,,,0,,,8,323,40.38,0
18,1974,1974-10-06,4,24.288,OAK,@,CLE,W 40-24,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,4,158,39.50,0
19,1974,1974-10-13,5,24.295,OAK,@,SDG,W 14-10,0,0,,0,0,0,,0,0,0,,,0,,,4,177,44.25,0
20,1974,1974-10-20,6,24.302,OAK,,CIN,W 30-27,0,0,,0,0,0,,0,0,0,,,0,,,6,216,36.00,0
21,1974,1974-10-27,7,24.309,OAK,@,SFO,W 35-24,0,0,,0,0,0,,0,0,0,,,0,,,6,250,41.67,0
22,1974,1974-11-03,8,24.316,OAK,@,DEN,W 28-17,0,0,,0,0,0,,0,0,0,,,0,,,7,331,47.29,0
23,1974,1974-11-10,9,24.323,OAK,,DET,W 35-13,0,0,,0,0,0,,0,0,0,,,0,,,3,134,44.67,0
24,1974,1974-11-17,10,24.330,OAK,,SDG,W 17-10,0,0,,0,0,0,,0,0,0,,,0,,,4,165,41.25,0
25,1974,1974-11-24,11,24.337,OAK,,DEN,L 17-20,0,0,,0,0,0,,0,0,0,,,0,,,3,129,43.00,0
26,1974,1974-12-01,12,24.344,OAK,,NWE,W 41-26,0,0,,0,0,0,,0,0,0,,,0,,,4,141,35.25,0
27,1974,1974-12-08,13,24.351,OAK,@,KAN,W 7-6,0,0,,0,0,0,,0,0,0,,,0,,,5,186,37.20,0
28,1974,1974-12-14,14,24.357,OAK,,DAL,W 27-23,0,0,,0,0,0,,0,0,0,,,0,,,6,286,47.67,0
29,1975,1975-09-22,1,25.274,OAK,@,MIA,W 31-21,0,0,,0,0,0,,0,0,0,,,0,,,4,171,42.75,0
30,1975,1975-09-28,2,25.280,OAK,@,BAL,W 31-20,0,0,,0,0,0,,0,0,0,,,0,,,6,301,50.17,0
31,1975,1975-10-05,3,25.287,OAK,@,SDG,W 6-0,0,0,,0,0,0,,0,0,0,,,0,,,7,299,42.71,0
32,1975,1975-10-12,4,25.294,OAK,@,KAN,L 10-42,0,0,,0,0,0,,0,0,0,,,0,,,4,192,48.00,0
33,1975,1975-10-19,5,25.301,OAK,@,CIN,L 10-14,0,0,,0,0,0,,0,0,0,,,0,,,9,421,46.78,0
34,1975,1975-10-26,6,25.308,OAK,,SDG,W 25-0,0,0,,0,1,1,100.00,22,0,0,118.7,0,0,22.00,22.00,5,226,45.20,0
35,1975,1975-11-02,7,25.315,OAK,@,DEN,W 42-17,0,0,,0,0,0,,0,0,0,,,0,,,3,154,51.33,0
36,1975,1975-11-09,8,25.322,OAK,,NOR,W 48-10,0,0,,0,0,0,,0,0,0,,,0,,,1,46,46.00,0
37,1975,1975-11-16,9,25.329,OAK,,CLE,W 38-17,0,0,,0,0,0,,0,0,0,,,0,,,3,101,33.67,0
38,1975,1975-11-23,10,25.336,OAK,@,WAS,W 26-23,0,0,,0,0,0,,0,0,0,,,0,,,7,288,41.14,0
