ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2017,2017-09-11,1,22.271,LAC,@,DEN,L 21-24,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
2,2017,2017-09-17,2,22.277,LAC,,MIA,L 17-19,*,1,17,17.00,0,0,0,,0,0,0,0.0,4,1,0,0,0
3,2017,2017-09-24,3,22.284,LAC,,KAN,L 10-24,*,3,64,21.33,0,0,0,,0,0,0,0.0,3,0,0,0,0
4,2017,2017-10-01,4,22.291,LAC,,PHI,L 24-26,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
5,2017,2017-10-08,5,22.298,LAC,@,NYG,W 27-22,,2,37,18.50,0,0,0,,0,0,0,0.0,1,1,0,0,0
6,2017,2017-10-15,6,22.305,LAC,@,OAK,W 17-16,,1,20,20.00,0,0,0,,0,0,0,0.0,4,0,0,0,0
7,2017,2017-10-22,7,22.312,LAC,,DEN,W 21-0,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
8,2017,2017-10-29,8,22.319,LAC,@,NWE,L 13-21,*,0,0,,0,0,0,,0,0,0,1.0,4,0,0,0,0
9,2017,2017-11-12,9,22.333,LAC,@,JAX,L 17-20,,3,60,20.00,0,0,0,,0,0,0,1.0,5,0,0,0,0
10,2017,2017-11-19,10,22.340,LAC,,BUF,W 54-24,,1,16,16.00,0,1,2,2.00,0,0,0,0.0,2,0,0,0,0
11,2017,2017-11-23,11,22.344,LAC,@,DAL,W 28-6,,1,16,16.00,0,0,0,,0,1,6,0.0,3,0,1,90,1
12,2017,2017-12-03,12,22.354,LAC,,CLE,W 19-10,,3,82,27.33,0,0,0,,0,0,0,1.0,6,0,0,0,0
13,2017,2017-12-10,13,22.361,LAC,,WAS,W 30-13,*,1,20,20.00,0,0,0,,0,0,0,1.0,7,3,0,0,0
14,2017,2017-12-16,14,23.002,LAC,@,KAN,L 13-30,,1,21,21.00,0,0,0,,0,0,0,0.0,4,1,0,0,0
15,2017,2017-12-24,15,23.010,LAC,@,NYJ,W 14-7,,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
16,2017,2017-12-31,16,23.017,LAC,,OAK,W 30-10,,0,0,,0,0,0,,0,0,0,0.0,7,2,0,0,0
17,2018,2018-09-09,1,23.269,LAC,,KAN,L 28-38,*,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
18,2018,2018-09-16,2,23.276,LAC,@,BUF,W 31-20,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
19,2018,2018-09-23,3,23.283,LAC,@,LAR,L 23-35,*,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
