ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2015,2015-09-13,1,24.028,SDG,,DET,W 33-28,*,0,0,,0,1.0,2,1,1,0,0
2,2015,2015-09-20,2,24.035,SDG,@,CIN,L 19-24,,0,0,,0,0.0,0,1,0,0,0
3,2015,2015-09-27,3,24.042,SDG,@,MIN,L 14-31,,0,0,,0,0.0,1,0,0,0,0
4,2015,2015-10-04,4,24.049,SDG,,CLE,W 30-27,,0,0,,0,0.0,1,2,0,0,0
5,2015,2015-10-12,5,24.057,SDG,,PIT,L 20-24,,0,0,,0,0.0,0,0,0,0,0
6,2015,2015-10-18,6,24.063,SDG,@,GNB,L 20-27,,0,0,,0,0.0,0,0,0,0,0
7,2015,2015-10-25,7,24.070,SDG,,OAK,L 29-37,,0,0,,0,0.0,0,1,0,0,0
8,2015,2015-11-01,8,24.077,SDG,@,BAL,L 26-29,*,0,0,,0,0.0,2,1,0,0,0
9,2015,2015-11-09,9,24.085,SDG,,CHI,L 19-22,,0,0,,0,0.0,0,1,0,0,0
10,2015,2015-11-22,10,24.098,SDG,,KAN,L 3-33,,1,1,1.00,0,0.0,0,0,0,0,0
11,2015,2015-11-29,11,24.105,SDG,@,JAX,W 31-25,,0,0,,0,0.0,1,0,0,0,0
12,2015,2015-12-06,12,24.112,SDG,,DEN,L 3-17,,0,0,,0,0.0,1,0,0,0,0
13,2015,2015-12-13,13,24.119,SDG,@,KAN,L 3-10,,0,0,,0,0.0,1,0,0,0,0
14,2015,2015-12-20,14,24.126,SDG,,MIA,W 30-14,*,0,0,,0,0.0,0,0,0,0,0
15,2015,2016-01-03,16,24.140,SDG,@,DEN,L 20-27,,0,0,,0,0.0,1,0,0,0,0
16,2016,2016-09-11,1,25.026,SDG,@,KAN,L 27-33,*,0,0,,0,0.0,2,0,0,0,0
17,2016,2016-09-18,2,25.033,SDG,,JAX,W 38-14,*,0,0,,0,0.0,1,0,0,0,0
18,2016,2016-09-25,3,25.040,SDG,@,IND,L 22-26,*,0,0,,0,0.0,3,3,0,0,0
19,2016,2016-10-02,4,25.047,SDG,,NOR,L 34-35,*,0,0,,0,0.0,1,0,0,0,0
20,2016,2016-10-09,5,25.054,SDG,@,OAK,L 31-34,,0,0,,0,0.0,2,2,0,0,0
21,2016,2016-10-13,6,25.058,SDG,,DEN,W 21-13,*,0,0,,0,0.0,0,1,0,0,0
22,2016,2016-10-23,7,25.068,SDG,@,ATL,W 33-30,*,0,0,,0,0.0,2,3,0,0,0
23,2016,2016-10-30,8,25.075,SDG,@,DEN,L 19-27,*,0,0,,0,0.0,2,0,0,0,0
24,2016,2016-11-06,9,25.082,SDG,,TEN,W 43-35,*,0,0,,0,0.0,2,1,0,0,0
25,2016,2016-11-13,10,25.089,SDG,,MIA,L 24-31,*,0,0,,0,0.0,2,1,0,0,0
26,2016,2016-11-27,11,25.103,SDG,@,HOU,W 21-13,,0,0,,0,0.0,1,1,0,0,0
27,2016,2016-12-04,12,25.110,SDG,,TAM,L 21-28,*,0,0,,0,0.0,6,1,0,0,0
28,2016,2016-12-11,13,25.117,SDG,@,CAR,L 16-28,,0,0,,0,0.0,0,5,0,0,0
29,2016,2016-12-18,14,25.124,SDG,,OAK,L 16-19,,0,0,,0,0.0,3,0,0,0,0
30,2016,2016-12-24,15,25.130,SDG,@,CLE,L 17-20,*,0,0,,0,0.5,2,1,0,0,0
31,2016,2017-01-01,16,25.138,SDG,,KAN,L 27-37,*,0,0,,0,0.0,5,2,0,0,0
32,2017,2017-09-11,1,26.026,LAC,@,DEN,L 21-24,*,0,0,,0,0.0,3,0,0,0,0
33,2017,2017-09-17,2,26.032,LAC,,MIA,L 17-19,,0,0,,0,0.0,1,2,0,0,0
34,2017,2017-09-24,3,26.039,LAC,,KAN,L 10-24,,0,0,,0,0.0,1,0,0,0,0
35,2017,2017-10-01,4,26.046,LAC,,PHI,L 24-26,*,0,0,,0,0.0,0,2,0,0,0
36,2017,2017-10-08,5,26.053,LAC,@,NYG,W 27-22,*,0,0,,0,0.0,1,2,0,0,0
37,2017,2017-10-15,6,26.060,LAC,@,OAK,W 17-16,,0,0,,0,0.0,0,2,0,0,0
38,2017,2017-10-22,7,26.067,LAC,,DEN,W 21-0,*,0,0,,0,0.0,3,0,0,0,0
39,2017,2017-10-29,8,26.074,LAC,@,NWE,L 13-21,,0,0,,0,0.0,0,1,0,0,0
40,2017,2017-11-12,9,26.088,LAC,@,JAX,L 17-20,*,0,0,,0,1.0,2,0,0,0,0
41,2017,2017-11-19,10,26.095,LAC,,BUF,W 54-24,*,0,0,,0,0.0,0,1,0,0,0
42,2017,2017-11-23,11,26.099,LAC,@,DAL,W 28-6,*,0,0,,0,0.0,0,0,0,0,0
43,2017,2017-12-03,12,26.109,LAC,,CLE,W 19-10,*,0,0,,0,0.0,1,1,0,0,0
44,2017,2017-12-10,13,26.116,LAC,,WAS,W 30-13,,0,0,,0,0.0,2,0,1,23,0
45,2017,2017-12-16,14,26.122,LAC,@,KAN,L 13-30,*,0,0,,0,0.0,0,1,0,0,0
46,2017,2017-12-24,15,26.130,LAC,@,NYJ,W 14-7,*,0,0,,0,0.5,0,1,0,0,0
