ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-14,2,23.303,STL,@,TAM,W 19-17,,,,,,
2,2014,2014-09-21,3,23.310,STL,,DAL,L 31-34,,0,0,0.0,0,2
3,2014,2014-10-05,4,23.324,STL,@,PHI,L 28-34,,0,0,0.0,2,0
4,2014,2014-10-13,5,23.332,STL,,SFO,L 17-31,,,,,,
5,2014,2014-11-16,10,24.001,STL,,DEN,W 22-7,,0,0,0.0,0,1
6,2014,2014-11-23,11,24.008,STL,@,SDG,L 24-27,,,,,,
7,2015,2015-09-13,1,24.302,STL,,SEA,W 34-31,,0,0,0.0,0,0
8,2015,2015-09-20,2,24.309,STL,@,WAS,L 10-24,,0,0,0.0,1,1
9,2015,2015-09-27,3,24.316,STL,,PIT,L 6-12,,0,0,0.0,1,1
10,2015,2015-10-04,4,24.323,STL,@,ARI,W 24-22,,0,0,0.0,2,0
11,2015,2015-10-25,6,24.344,STL,,CLE,W 24-6,,0,0,1.0,1,0
12,2015,2015-11-01,7,24.351,STL,,SFO,W 27-6,,0,0,1.0,1,0
13,2015,2015-11-08,8,24.358,STL,@,MIN,L 18-21,,0,0,0.0,0,1
14,2015,2015-11-15,9,25.000,STL,,CHI,L 13-37,,0,0,0.0,1,0
15,2015,2015-11-22,10,25.007,STL,@,BAL,L 13-16,,0,0,0.0,1,0
16,2015,2015-12-13,13,25.028,STL,,DET,W 21-14,,0,0,0.0,2,0
17,2015,2015-12-17,14,25.032,STL,,TAM,W 31-23,,0,0,0.0,3,1
18,2015,2015-12-27,15,25.042,STL,@,SEA,W 23-17,,0,0,0.0,0,0
19,2015,2016-01-03,16,25.049,STL,@,SFO,L 16-19,,0,0,0.0,1,1
20,2016,2016-09-12,1,25.302,LAR,@,SFO,L 0-28,,0,0,0.0,1,0
21,2016,2016-09-18,2,25.308,LAR,,SEA,W 9-3,,0,0,0.0,0,0
22,2016,2016-09-25,3,25.315,LAR,@,TAM,W 37-32,,1,6,0.0,2,1
23,2016,2016-10-02,4,25.322,LAR,@,ARI,W 17-13,*,0,0,0.0,1,0
24,2016,2016-10-09,5,25.329,LAR,,BUF,L 19-30,*,0,0,1.0,2,0
25,2016,2016-10-16,6,25.336,LAR,@,DET,L 28-31,,0,0,0.0,0,0
26,2016,2016-10-23,7,25.343,LAR,,NYG,L 10-17,,0,0,0.0,2,0
27,2016,2016-11-06,8,25.357,LAR,,CAR,L 10-13,,0,0,0.0,0,0
28,2016,2016-11-13,9,25.364,LAR,@,NYJ,W 9-6,,0,0,0.0,1,1
29,2016,2016-11-20,10,26.005,LAR,,MIA,L 10-14,,0,0,0.0,1,1
30,2016,2016-11-27,11,26.012,LAR,@,NOR,L 21-49,,0,0,0.0,0,0
31,2016,2016-12-04,12,26.019,LAR,@,NWE,L 10-26,,0,0,0.0,1,0
32,2016,2016-12-11,13,26.026,LAR,,ATL,L 14-42,,0,0,0.0,3,0
33,2016,2016-12-15,14,26.030,LAR,@,SEA,L 3-24,,0,0,1.0,2,1
34,2016,2016-12-24,15,26.039,LAR,,SFO,L 21-22,,0,0,0.0,0,2
35,2016,2017-01-01,16,26.047,LAR,,ARI,L 6-44,,0,0,0.0,2,0
36,2017,2017-09-10,1,26.299,LAR,,IND,W 46-9,*,0,0,1.0,2,1
37,2017,2017-09-17,2,26.306,LAR,,WAS,L 20-27,,0,0,0.0,1,0
38,2017,2017-09-21,3,26.310,LAR,@,SFO,W 41-39,,0,0,0.0,1,0
39,2017,2017-10-01,4,26.320,LAR,@,DAL,W 35-30,,0,0,0.0,0,2
40,2017,2017-10-08,5,26.327,LAR,,SEA,L 10-16,,0,0,0.0,0,0
41,2017,2017-10-15,6,26.334,LAR,@,JAX,W 27-17,,0,0,0.0,1,0
42,2017,2017-10-22,7,26.341,LAR,,ARI,W 33-0,,0,0,1.0,1,0
43,2017,2017-11-05,8,26.355,LAR,@,NYG,W 51-17,,0,0,0.0,0,0
44,2017,2017-11-12,9,26.362,LAR,,HOU,W 33-7,*,0,0,0.0,2,2
45,2017,2017-11-19,10,27.004,LAR,@,MIN,L 7-24,*,0,0,0.0,2,1
46,2017,2017-11-26,11,27.011,LAR,,NOR,W 26-20,*,0,0,0.0,0,1
47,2017,2017-12-03,12,27.018,LAR,@,ARI,W 32-16,*,0,0,2.0,3,1
48,2017,2017-12-10,13,27.025,LAR,,PHI,L 35-43,*,0,0,0.0,0,0
49,2017,2017-12-17,14,27.032,LAR,@,SEA,W 42-7,*,0,0,0.0,1,0
50,2017,2017-12-24,15,27.039,LAR,@,TEN,W 27-23,*,0,0,0.0,0,1
51,2017,2017-12-31,16,27.046,LAR,,SFO,L 13-34,*,0,0,0.0,0,0
52,2018,2018-09-10,1,27.299,LAR,@,OAK,W 33-13,,0,0,0.0,0,1
53,2018,2018-09-16,2,27.305,LAR,,ARI,W 34-0,,0,0,0.0,0,0
54,2018,2018-09-23,3,27.312,LAR,,LAC,W 35-23,,0,0,1.0,1,0
55,2018,2018-09-27,4,27.316,LAR,,MIN,W 38-31,,0,0,0.0,0,0
