ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1989,1989-10-22,7,22.163,ATL,@,PHO,L 20-34,0,0,,0,0,0,,0,2,40,20.00,0
2,1989,1989-10-29,8,22.170,ATL,@,NOR,L 13-20,0,0,,0,0,0,,0,1,17,17.00,0
3,1989,1989-11-05,9,22.177,ATL,,BUF,W 30-28,0,0,,0,0,0,,0,0,0,,0
4,1989,1989-11-12,10,22.184,ATL,@,SFO,L 3-45,1,1,1.00,0,0,0,,0,1,21,21.00,0
5,1989,1989-11-19,11,22.191,ATL,,NOR,L 17-26,0,0,,0,0,0,,0,0,0,,0
6,1989,1989-11-26,12,22.198,ATL,@,NYJ,L 7-27,0,0,,0,0,0,,0,0,0,,0
7,1989,1989-12-03,13,22.205,ATL,,SFO,L 10-23,0,0,,0,0,0,,0,0,0,,0
8,1989,1989-12-10,14,22.212,ATL,@,MIN,L 17-43,0,0,,0,1,13,13.00,0,1,8,8.00,0
9,1989,1989-12-17,15,22.219,ATL,,WAS,L 30-31,0,0,,0,1,2,2.00,0,0,0,,0
10,1989,1989-12-24,16,22.226,ATL,,DET,L 24-31,8,31,3.88,0,3,27,9.00,0,3,43,14.33,0
