ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-19,2,22.048,SEA,@,DEN,L 14-31,,2,1,52,52.00,0,50.0%,26.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,82,41.00,0,,0,0,0.0,0,0
2,2010,2010-09-26,3,22.055,SEA,,SDG,W 27-20,,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,44,14.67,0,,0,0,0.0,0,0
3,2010,2010-10-03,4,22.062,SEA,@,STL,L 3-20,,5,3,30,10.00,0,60.0%,6.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,3,18,6.00,0,,0,0,0.0,0,0
4,2010,2010-10-17,5,22.076,SEA,@,CHI,W 23-20,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,1,10,10.00,0,4,-2,-0.50,0,,0,0,0.0,0,0
5,2010,2010-10-24,6,22.083,SEA,,ARI,W 22-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
6,2010,2010-10-31,7,22.090,SEA,@,OAK,L 3-33,,7,2,36,18.00,0,28.6%,5.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,29,9.67,0,,0,0,0.0,0,0
7,2010,2010-11-28,11,22.118,SEA,,KAN,L 24-42,,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
8,2010,2010-12-05,12,22.125,SEA,,CAR,W 31-14,,6,2,13,6.50,0,33.3%,2.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
9,2010,2010-12-12,13,22.132,SEA,@,SFO,L 21-40,,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,31,31.00,0,,0,0,0.0,0,0
10,2010,2010-12-26,15,22.146,SEA,@,TAM,L 15-38,,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
11,2010,2011-01-02,16,22.153,SEA,,STL,W 16-6,,1,1,3,3.00,0,100.0%,3.00,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
12,2011,2011-09-11,1,23.040,SEA,@,SFO,L 17-33,,5,1,8,8.00,1,20.0%,1.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
13,2011,2011-09-18,2,23.047,SEA,@,PIT,L 0-24,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
14,2011,2011-09-25,3,23.054,SEA,,ARI,W 13-10,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
15,2011,2011-10-02,4,23.061,SEA,,ATL,L 28-30,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2011,2011-10-09,5,23.068,SEA,@,NYG,W 36-25,,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2011,2011-10-23,6,23.082,SEA,@,CLE,L 3-6,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2011,2011-10-30,7,23.089,SEA,,CIN,L 12-34,,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2011,2011-11-06,8,23.096,SEA,@,DAL,L 13-23,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2011,2011-11-13,9,23.103,SEA,,BAL,W 22-17,,3,3,46,15.33,0,100.0%,15.33,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
21,2011,2011-11-20,10,23.110,SEA,@,STL,W 24-7,,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2011,2011-11-27,11,23.117,SEA,,WAS,L 17-23,,3,1,15,15.00,1,33.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,1,0
23,2011,2011-12-01,12,23.121,SEA,,PHI,W 31-14,*,4,4,47,11.75,1,100.0%,11.75,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
24,2011,2011-12-12,13,23.132,SEA,,STL,W 30-13,*,7,3,39,13.00,0,42.9%,5.57,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
25,2011,2011-12-18,14,23.138,SEA,@,CHI,W 38-14,*,7,4,61,15.25,0,57.1%,8.71,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
26,2011,2011-12-24,15,23.144,SEA,,SFO,L 17-19,*,6,3,16,5.33,0,50.0%,2.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2011,2012-01-01,16,23.152,SEA,@,ARI,L 20-23,*,6,5,46,9.20,0,83.3%,7.67,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
28,2012,2012-09-16,2,24.045,SEA,,DAL,W 27-7,*,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2012,2012-09-24,3,24.053,SEA,,GNB,W 14-12,*,7,3,68,22.67,2,42.9%,9.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
30,2012,2012-09-30,4,24.059,SEA,@,STL,L 13-19,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2012,2012-10-07,5,24.066,SEA,@,CAR,W 16-12,*,4,3,31,10.33,1,75.0%,7.75,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
32,2012,2012-10-14,6,24.073,SEA,,NWE,W 24-23,*,6,3,47,15.67,0,50.0%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
33,2012,2012-10-18,7,24.077,SEA,@,SFO,L 6-13,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2012,2012-10-28,8,24.087,SEA,@,DET,L 24-28,*,8,7,64,9.14,0,87.5%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2012,2012-11-04,9,24.094,SEA,,MIN,W 30-20,*,6,4,28,7.00,2,66.7%,4.67,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
36,2012,2012-11-11,10,24.101,SEA,,NYJ,W 28-7,*,2,2,51,25.50,1,100.0%,25.50,0,0,,0,1,1,100.00,23,1,0,158.3,0,0,23.00,43.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
37,2012,2012-11-25,11,24.115,SEA,@,MIA,L 21-24,*,5,4,56,14.00,0,80.0%,11.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2012,2012-12-02,12,24.122,SEA,@,CHI,W 23-17,*,6,5,96,19.20,1,83.3%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
39,2012,2012-12-09,13,24.129,SEA,,ARI,W 58-0,*,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2012,2012-12-16,14,24.136,SEA,@,BUF,W 50-17,*,4,3,64,21.33,0,75.0%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2012,2012-12-23,15,24.143,SEA,,SFO,W 42-13,*,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2012,2012-12-30,16,24.150,SEA,,STL,W 20-13,*,4,3,105,35.00,0,75.0%,26.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2013,2013-09-08,1,25.037,SEA,@,CAR,W 12-7,*,7,4,51,12.75,0,57.1%,7.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,48,12.00,0,,0,0,0.0,0,0
44,2013,2013-09-15,2,25.044,SEA,,SFO,W 29-3,,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,2,31,15.50,0,,0,0,0.0,0,0
45,2013,2013-09-22,3,25.051,SEA,,JAX,W 45-17,,8,5,88,17.60,0,62.5%,11.00,2,29,14.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,33,8.25,0,,0,0,0.0,0,0
46,2013,2013-09-29,4,25.058,SEA,@,HOU,W 23-20,*,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,60,15.00,0,,0,0,0.0,0,0
47,2013,2013-10-06,5,25.065,SEA,@,IND,L 28-34,*,11,5,61,12.20,1,45.5%,5.55,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,1,14,14.00,0,,1,6,0.0,0,0
48,2013,2013-10-13,6,25.072,SEA,,TEN,W 20-13,*,7,5,33,6.60,0,71.4%,4.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,15,7.50,0,,0,0,0.0,0,0
49,2013,2013-10-17,7,25.076,SEA,@,ARI,W 34-22,*,7,4,77,19.25,0,57.1%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,27,13.50,0,,0,0,0.0,0,0
50,2013,2013-10-28,8,25.087,SEA,@,STL,W 14-9,*,7,5,93,18.60,2,71.4%,13.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,9,3.00,0,,2,12,0.0,0,0
51,2013,2013-11-03,9,25.093,SEA,,TAM,W 27-24,*,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,92,30.67,0,,0,0,0.0,0,0
52,2013,2013-11-10,10,25.100,SEA,@,ATL,W 33-10,*,7,6,106,17.67,1,85.7%,15.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,55,18.33,0,,1,6,0.0,0,0
53,2013,2013-11-17,11,25.107,SEA,,MIN,W 41-20,*,4,1,26,26.00,0,25.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,17,5.67,0,,0,0,0.0,0,0
54,2013,2013-12-02,12,25.122,SEA,,NOR,W 34-7,*,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,17,3.40,0,,0,0,0.0,0,0
55,2013,2013-12-08,13,25.128,SEA,@,SFO,L 17-19,*,8,6,65,10.83,0,75.0%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,3,49,16.33,0,,0,0,0.0,0,0
56,2013,2013-12-15,14,25.135,SEA,@,NYG,W 23-0,*,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,7,73,10.43,0,,0,0,0.0,0,0
57,2013,2013-12-22,15,25.142,SEA,,ARI,L 10-17,*,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,47,15.67,0,,0,0,0.0,0,0
58,2013,2013-12-29,16,25.149,SEA,,STL,W 27-9,,9,8,129,16.13,1,88.9%,14.33,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-2,-1.00,0,,1,6,0.0,0,0
59,2014,2014-09-08,1,26.037,DET,,NYG,W 35-14,*,6,6,93,15.50,0,100.0%,15.50,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2014,2014-09-14,2,26.043,DET,@,CAR,L 7-24,*,8,5,57,11.40,0,62.5%,7.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
