ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-19,2,23.249,STL,@,OAK,L 14-16,,0,0,,0,0.0,1,0,1,19,0
2,2010,2010-09-26,3,23.256,STL,,WAS,W 30-16,,,,,,,,,,,
3,2010,2010-10-03,4,23.263,STL,,SEA,W 20-3,,0,0,,0,0.0,0,1,0,0,0
4,2010,2010-10-10,5,23.270,STL,@,DET,L 6-44,,0,0,,0,0.0,1,1,0,0,0
5,2010,2010-10-17,6,23.277,STL,,SDG,W 20-17,,0,0,,0,0.0,1,0,0,0,0
6,2010,2010-10-24,7,23.284,STL,@,TAM,L 17-18,,0,0,,0,0.0,4,2,0,0,0
7,2010,2010-10-31,8,23.291,STL,,CAR,W 20-10,,0,0,,0,0.0,4,0,0,0,0
8,2010,2010-11-14,9,23.305,STL,@,SFO,L 20-23,,0,0,,0,0.0,1,0,0,0,0
9,2010,2010-11-21,10,23.312,STL,,ATL,L 17-34,,0,0,,0,0.0,3,1,0,0,0
10,2010,2010-11-28,11,23.319,STL,@,DEN,W 36-33,,0,0,,0,0.0,1,0,0,0,0
11,2010,2010-12-12,13,23.333,STL,@,NOR,L 13-31,,,,,,,,,,,
12,2010,2010-12-19,14,23.340,STL,,KAN,L 13-27,,0,0,,0,0.0,0,0,0,0,0
13,2010,2010-12-26,15,23.347,STL,,SFO,W 25-17,,0,0,,0,0.0,0,0,0,0,0
14,2010,2011-01-02,16,23.354,STL,@,SEA,L 6-16,,,,,,,,,,,
15,2012,2012-09-09,1,25.240,NOR,,WAS,L 32-40,,0,0,,0,0.0,1,1,0,0,0
16,2012,2012-09-16,2,25.247,NOR,@,CAR,L 27-35,,0,0,,0,0.0,0,0,0,0,0
17,2012,2012-09-23,3,25.254,DET,@,TEN,L 41-44,,,,,,,,,,,
18,2012,2012-12-03,12,25.325,WAS,,NYG,W 17-16,,0,0,,0,0.0,0,0,0,0,0
19,2012,2012-12-09,13,25.331,WAS,,BAL,W 31-28,,,,,,,,,,,
20,2012,2012-12-16,14,25.338,WAS,@,CLE,W 38-21,,,,,,,,,,,
21,2012,2012-12-23,15,25.345,WAS,@,PHI,W 27-20,,,,,,,,,,,
22,2012,2012-12-30,16,25.352,WAS,,DAL,W 28-18,,0,0,,0,0.0,0,0,0,0,0
23,2013,2013-09-09,1,26.239,WAS,,PHI,L 27-33,,0,0,,0,0.0,1,0,0,0,0
24,2013,2013-09-15,2,26.245,WAS,@,GNB,L 20-38,,0,0,,0,0.0,1,0,0,0,0
25,2013,2013-09-22,3,26.252,WAS,,DET,L 20-27,,0,0,,0,0.0,1,0,0,0,0
26,2013,2013-09-29,4,26.259,WAS,@,OAK,W 24-14,,,,,,,,,,,
27,2013,2013-10-13,5,26.273,WAS,@,DAL,L 16-31,,1,0,0.00,0,0.0,0,0,0,0,0
28,2013,2013-10-20,6,26.280,WAS,,CHI,W 45-41,,0,0,,0,0.0,1,0,0,0,0
29,2013,2013-10-27,7,26.287,WAS,@,DEN,L 21-45,,,,,,,,,,,
30,2013,2013-11-03,8,26.294,WAS,,SDG,W 30-24,,0,0,,0,0.0,0,1,0,0,0
31,2013,2013-11-07,9,26.298,WAS,@,MIN,L 27-34,,0,0,,0,0.0,1,0,0,0,0
32,2013,2013-11-17,10,26.308,WAS,@,PHI,L 16-24,,,,,,,,,,,
33,2013,2013-11-25,11,26.316,WAS,,SFO,L 6-27,,,,,,,,,,,
