ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1952,1952-09-28,1,26.107,PIT,,PHI,L 25-31,2,3,1.50,0,0,0,,0
2,1952,1952-10-04,2,26.113,PIT,,CLE,L 20-21,1,-8,-8.00,0,0,0,,0
3,1952,1952-11-30,10,26.170,PIT,,NYG,W 63-7,4,19,4.75,0,0,0,,0
4,1953,1953-09-27,1,27.106,PIT,@,DET,L 21-38,0,0,,0,1,7,7.00,0
5,1953,1953-12-06,11,27.176,PIT,@,CRD,W 21-17,7,25,3.57,0,1,1,1.00,0
6,1953,1953-12-13,12,27.183,PIT,@,WAS,W 14-13,6,40,6.67,0,0,0,,0
7,1954,1954-11-20,9,28.160,PIT,,SFO,L 3-31,5,25,5.00,0,0,0,,0
8,1954,1954-11-28,10,28.168,PIT,,CRD,W 20-17,5,28,5.60,0,1,19,19.00,0
9,1954,1954-12-05,11,28.175,PIT,@,NYG,L 3-24,1,4,4.00,0,0,0,,0
10,1954,1954-12-12,12,28.182,PIT,@,CLE,L 7-42,1,0,0.00,0,0,0,,0
