ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,21.342,GNB,,PHI,W 16-13,*,15,40,2.67,0,6,4,35,8.75,0,66.7%,5.83,0,0,,0,,0,0,0.0,,
2,2007,2007-09-16,2,21.349,GNB,@,NYG,W 35-13,*,17,35,2.06,0,5,4,24,6.00,0,80.0%,4.80,0,0,,0,,0,0,0.0,,
3,2007,2007-09-23,3,21.356,GNB,,SDG,W 31-24,*,6,22,3.67,1,4,3,22,7.33,0,75.0%,5.50,0,0,,0,,1,6,0.0,,
4,2007,2007-11-04,8,22.033,GNB,@,KAN,W 33-22,,5,18,3.60,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
5,2007,2007-11-11,9,22.040,GNB,,MIN,W 34-0,,4,1,0.25,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,,
6,2007,2007-11-18,10,22.047,GNB,,CAR,W 31-17,,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
7,2007,2007-11-22,11,22.051,GNB,@,DET,W 37-26,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
8,2007,2007-11-29,12,22.058,GNB,@,DAL,L 27-37,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
9,2007,2007-12-16,14,22.075,GNB,@,STL,W 33-14,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
10,2007,2007-12-23,15,22.082,GNB,@,CHI,L 7-35,,3,25,8.33,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,,
11,2007,2007-12-30,16,22.089,GNB,,DET,W 34-13,,20,113,5.65,0,4,2,22,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,,
12,2008,2008-09-08,1,22.342,GNB,,MIN,W 24-19,,7,12,1.71,0,4,3,18,6.00,0,75.0%,4.50,0,0,,0,,0,0,0.0,0,0
