ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
22,1984,1984-10-07,6,24.178,CIN,,HOU,W 13-3,,,,,0,0,,0,,,,,,
23,1984,1984-10-21,8,24.192,CIN,,CLE,W 12-9,0,0,,0,0,0,,0,0,0,1.0,0,0,0
24,1984,1984-10-28,9,24.199,CIN,@,HOU,W 31-13,,,,,0,0,,0,,,,,,
25,1984,1984-11-04,10,24.206,CIN,@,SFO,L 17-23,,,,,0,0,,0,,,,,,
26,1984,1984-11-11,11,24.213,CIN,,PIT,W 22-20,0,0,,0,0,0,,0,0,0,0.0,1,0,0
27,1984,1984-11-18,12,24.220,CIN,,SEA,L 6-26,0,0,,0,0,0,,0,0,0,0.0,1,0,0
28,1984,1984-11-25,13,24.227,CIN,,ATL,W 35-14,,,,,0,0,,0,,,,,,
29,1984,1984-12-02,14,24.234,CIN,@,CLE,W 20-17,,,,,0,0,,0,,,,,,
30,1984,1984-12-09,15,24.241,CIN,@,NOR,W 24-21,,,,,0,0,,0,,,,,,
31,1984,1984-12-16,16,24.248,CIN,,BUF,W 52-21,,,,,0,0,,0,,,,,,
32,1985,1985-09-08,1,25.149,CIN,,SEA,L 24-28,,,,,,,,,,,,,,
33,1985,1985-09-15,2,25.156,CIN,@,STL,L 27-41,,,,,,,,,,,,,,
34,1985,1985-09-22,3,25.163,CIN,,SDG,L 41-44,,,,,,,,,,,,,,
35,1985,1985-09-30,4,25.171,CIN,@,PIT,W 37-24,0,0,,0,0,0,,0,0,0,0.0,1,0,0
36,1985,1985-10-06,5,25.177,CIN,,NYJ,L 20-29,,,,,,,,,,,,,,
37,1985,1985-10-13,6,25.184,CIN,,NYG,W 35-30,,,,,,,,,,,,,,
38,1985,1985-10-20,7,25.191,CIN,@,HOU,L 27-44,,,,,,,,,,,,,,
39,1985,1985-10-27,8,25.198,CIN,,PIT,W 26-21,,,,,,,,,,,,,,
40,1985,1985-11-03,9,25.205,CIN,@,BUF,W 23-17,,,,,,,,,,,,,,
41,1985,1985-11-10,10,25.212,CIN,,CLE,W 27-10,,,,,,,,,,,,,,
42,1985,1985-11-17,11,25.219,CIN,@,RAI,L 6-13,,,,,,,,,,,,,,
43,1985,1985-11-24,12,25.226,CIN,@,CLE,L 6-24,,,,,,,,,,,,,,
44,1985,1985-12-01,13,25.233,CIN,,HOU,W 45-27,,,,,,,,,,,,,,
45,1985,1985-12-08,14,25.240,CIN,,DAL,W 50-24,,,,,,,,,,,,,,
46,1985,1985-12-15,15,25.247,CIN,@,WAS,L 24-27,0,0,,0,0,0,,0,0,0,0.0,1,3,0
47,1985,1985-12-22,16,25.254,CIN,@,NWE,L 23-34,,,,,,,,,,,,,,
48,1986,1986-09-07,1,26.148,CIN,@,KAN,L 14-24,,,,,0,0,,0,,,,,,
49,1986,1986-09-14,2,26.155,CIN,,BUF,W 36-33,,,,,0,0,,0,,,,,,
50,1986,1986-09-18,3,26.159,CIN,@,CLE,W 30-13,,,,,0,0,,0,,,,,,
51,1986,1986-09-28,4,26.169,CIN,,CHI,L 7-44,,,,,0,0,,0,,,,,,
52,1986,1986-10-05,5,26.176,CIN,@,GNB,W 34-28,,,,,0,0,,0,,,,,,
53,1986,1986-10-13,6,26.184,CIN,,PIT,W 24-22,0,0,,0,1,12,12.00,0,0,0,0.0,0,0,0
54,1986,1986-10-19,7,26.190,CIN,,HOU,W 31-28,,,,,0,0,,0,,,,,,
55,1986,1986-10-26,8,26.197,CIN,@,PIT,L 9-30,,,,,0,0,,0,,,,,,
56,1986,1986-11-02,9,26.204,CIN,@,DET,W 24-17,,,,,0,0,,0,,,,,,
57,1986,1986-11-09,10,26.211,CIN,@,HOU,L 28-32,,,,,0,0,,0,,,,,,
58,1986,1986-11-16,11,26.218,CIN,,SEA,W 34-7,0,0,,0,2,20,10.00,0,0,0,0.0,0,0,0
59,1986,1986-11-23,12,26.225,CIN,,MIN,W 24-20,0,0,,0,2,43,21.50,0,0,0,0.0,0,0,0
60,1986,1986-11-30,13,26.232,CIN,@,DEN,L 28-34,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
61,1986,1986-12-07,14,26.239,CIN,@,NWE,W 31-7,0,0,,0,4,35,8.75,0,0,0,0.0,0,0,0
62,1986,1986-12-14,15,26.246,CIN,,CLE,L 3-34,0,0,,0,1,1,1.00,0,0,0,0.0,0,0,0
63,1986,1986-12-21,16,26.253,CIN,,NYJ,W 52-21,0,0,,0,0,0,,0,0,0,0.0,1,4,0
64,1987,1987-09-13,1,27.154,CIN,@,IND,W 23-21,,,,,0,0,,0,,,,,,
65,1987,1987-09-20,2,27.161,CIN,,SFO,L 26-27,,,,,0,0,,0,,,,,,
66,1987,1987-10-25,6,27.196,CIN,@,PIT,L 20-23,,,,,0,0,,0,,,,,,
67,1987,1987-11-01,7,27.203,CIN,,HOU,L 29-31,,,,,0,0,,0,,,,,,
68,1987,1987-11-08,8,27.210,CIN,,MIA,L 14-20,,,,,0,0,,0,,,,,,
69,1987,1987-11-15,9,27.217,CIN,@,ATL,W 16-10,,,,,0,0,,0,,,,,,
70,1987,1987-11-22,10,27.224,CIN,,PIT,L 16-30,,,,,0,0,,0,,,,,,
71,1987,1987-11-29,11,27.231,CIN,@,NYJ,L 20-27,,,,,0,0,,0,,,,,,
72,1987,1987-12-06,12,27.238,CIN,,KAN,W 30-27,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
73,1987,1987-12-13,13,27.245,CIN,@,CLE,L 24-38,,,,,0,0,,0,,,,,,
74,1987,1987-12-20,14,27.252,CIN,,NOR,L 24-41,,,,,0,0,,0,,,,,,
75,1987,1987-12-27,15,27.259,CIN,@,HOU,L 17-21,,,,,0,0,,0,,,,,,
76,1988,1988-09-18,3,28.159,CIN,@,PIT,W 17-12,,,,,,,,,,,,,,
77,1988,1988-09-25,4,28.166,CIN,,CLE,W 24-17,,,,,,,,,,,,,,
78,1988,1988-10-02,5,28.173,CIN,@,RAI,W 45-21,,,,,,,,,,,,,,
79,1988,1988-10-09,6,28.180,CIN,,NYJ,W 36-19,,,,,,,,,,,,,,
80,1988,1988-10-16,7,28.187,CIN,@,NWE,L 21-27,,,,,,,,,,,,,,
81,1988,1988-10-23,8,28.194,CIN,,HOU,W 44-21,,,,,,,,,,,,,,
82,1988,1988-10-30,9,28.201,CIN,@,CLE,L 16-23,0,0,,0,0,0,,0,0,0,0.0,1,2,0
83,1988,1988-11-06,10,28.208,CIN,,PIT,W 42-7,,,,,,,,,,,,,,
84,1988,1988-11-13,11,28.215,CIN,@,KAN,L 28-31,,,,,,,,,,,,,,
85,1988,1988-11-20,12,28.222,CIN,@,DAL,W 38-24,0,0,,0,0,0,,0,0,0,1.0,1,0,0
86,1988,1988-11-27,13,28.229,CIN,,BUF,W 35-21,,,,,,,,,,,,,,
87,1988,1988-12-04,14,28.236,CIN,,SDG,W 27-10,,,,,,,,,,,,,,
88,1988,1988-12-11,15,28.243,CIN,@,HOU,L 6-41,,,,,,,,,,,,,,
89,1988,1988-12-17,16,28.249,CIN,,WAS,W 20-17,0,0,,0,0,0,,0,0,0,0.0,1,11,0
90,1989,1989-09-10,1,29.151,DAL,@,NOR,L 0-28,,,,,,,,,,,,,,
91,1989,1989-09-17,2,29.158,DAL,@,ATL,L 21-27,,,,,,,,,,,,,,
92,1989,1989-09-24,3,29.165,DAL,,WAS,L 7-30,0,0,,0,0,0,,0,0,0,1.0,0,0,0
93,1989,1989-10-01,4,29.172,DAL,,NYG,L 13-30,,,,,,,,,,,,,,
94,1989,1989-10-08,5,29.179,DAL,@,GNB,L 13-31,,,,,,,,,,,,,,
95,1989,1989-10-15,6,29.186,DAL,,SFO,L 14-31,,,,,,,,,,,,,,
96,1989,1989-10-22,7,29.193,DAL,@,KAN,L 28-36,,,,,,,,,,,,,,
97,1989,1989-10-29,8,29.200,DAL,,PHO,L 10-19,,,,,,,,,,,,,,
98,1989,1989-11-05,9,29.207,DAL,@,WAS,W 13-3,,,,,,,,,,,,,,
99,1989,1989-11-12,10,29.214,DAL,@,PHO,L 20-24,,,,,,,,,,,,,,
100,1989,1989-11-19,11,29.221,DAL,,MIA,L 14-17,,,,,,,,,,,,,,
101,1989,1989-11-23,12,29.225,DAL,,PHI,L 0-27,,,,,,,,,,,,,,
102,1989,1989-12-03,13,29.235,DAL,,RAM,L 31-35,0,0,,0,0,0,,0,0,0,0.0,1,0,0
103,1989,1989-12-10,14,29.242,DAL,@,PHI,L 10-20,,,,,,,,,,,,,,
104,1989,1989-12-16,15,29.248,DAL,@,NYG,L 0-15,,,,,,,,,,,,,,
105,1989,1989-12-24,16,29.256,DAL,,GNB,L 10-20,,,,,,,,,,,,,,
106,1990,1990-09-16,2,30.157,DAL,,NYG,L 7-28,,,,,,,,,,,,,,
107,1990,1990-09-23,3,30.164,DAL,@,WAS,L 15-19,,,,,,,,,,,,,,
108,1990,1990-09-30,4,30.171,DAL,@,NYG,L 17-31,,,,,,,,,,,,,,
109,1990,1990-10-14,6,30.185,DAL,@,PHO,L 3-20,,,,,,,,,,,,,,
110,1990,1990-10-21,7,30.192,DAL,@,TAM,W 17-13,,,,,,,,,,,,,,
111,1990,1990-10-28,8,30.199,DAL,,PHI,L 20-21,,,,,,,,,,,,,,
112,1990,1990-11-04,9,30.206,DAL,@,NYJ,L 9-24,,,,,,,,,,,,,,
113,1990,1990-11-11,10,30.213,DAL,,SFO,L 6-24,0,0,,0,0,0,,0,0,0,0.0,1,0,0
114,1990,1990-11-18,11,30.220,DAL,@,RAM,W 24-21,,,,,,,,,,,,,,
115,1990,1990-11-22,12,30.224,DAL,,WAS,W 27-17,,,,,,,,,,,,,,
116,1990,1990-12-02,13,30.234,DAL,,NOR,W 17-13,,,,,,,,,,,,,,
117,1990,1990-12-16,14,30.248,DAL,,PHO,W 41-10,,,,,,,,,,,,,,
118,1990,1990-12-23,15,30.255,DAL,@,PHI,L 3-17,,,,,,,,,,,,,,
119,1990,1990-12-30,16,30.262,DAL,@,ATL,L 7-26,,,,,,,,,,,,,,
120,1991,1991-09-01,1,31.142,DAL,@,CLE,W 26-14,0,0,,0,0,0,,0,,,,,,
121,1991,1991-09-09,2,31.150,DAL,,WAS,L 31-33,0,0,,0,1,8,8.00,0,0,0,0.0,0,0,0
122,1991,1991-09-15,3,31.156,DAL,,PHI,L 0-24,0,0,,0,0,0,,0,,,,,,
123,1991,1991-09-22,4,31.163,DAL,@,PHO,W 17-9,0,0,,0,0,0,,0,,,,,,
124,1991,1991-09-29,5,31.170,DAL,,NYG,W 21-16,0,0,,0,0,0,,0,,,,,,
125,1991,1991-10-06,6,31.177,DAL,@,GNB,W 20-17,0,0,,0,0,0,,0,1,6,0.0,1,65,1
126,1991,1991-10-13,7,31.184,DAL,,CIN,W 35-23,0,0,,0,0,0,,0,,,,,,
127,1991,1991-10-27,8,31.198,DAL,@,DET,L 10-34,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0
128,1991,1991-11-03,9,31.205,DAL,,PHO,W 27-7,0,0,,0,0,0,,0,,,,,,
129,1991,1991-11-10,10,31.212,DAL,@,HOU,L 23-26,0,0,,0,0,0,,0,,,,,,
130,1991,1991-11-17,11,31.219,DAL,@,NYG,L 9-22,0,0,,0,0,0,,0,,,,,,
131,1991,1991-11-24,12,31.226,DAL,@,WAS,W 24-21,0,0,,0,0,0,,0,,,,,,
132,1991,1991-11-28,13,31.230,DAL,,PIT,W 20-10,0,0,,0,0,0,,0,,,,,,
133,1991,1991-12-08,14,31.240,DAL,,NOR,W 23-14,0,0,,0,0,0,,0,,,,,,
134,1991,1991-12-15,15,31.247,DAL,@,PHI,W 25-13,,,,,1,8,8.00,0,,,,,,
135,1991,1991-12-22,16,31.254,DAL,,ATL,W 31-27,0,0,,0,0,0,,0,,,,,,
136,1992,1992-09-07,1,32.148,DAL,,WAS,W 23-10,,,,,0,0,,0,,,,,,
137,1992,1992-09-13,2,32.154,DAL,@,NYG,W 34-28,0,0,,0,1,1,1.00,0,0,0,0.0,0,0,0
138,1992,1992-09-20,3,32.161,DAL,,PHO,W 31-20,,,,,0,0,,0,,,,,,
139,1992,1992-10-05,4,32.176,DAL,@,PHI,L 7-31,,,,,0,0,,0,,,,,,
140,1992,1992-10-11,5,32.182,DAL,,SEA,W 27-0,0,0,,0,0,0,,0,1,6,0.0,1,15,1
141,1992,1992-10-18,6,32.189,DAL,,KAN,W 17-10,0,0,,0,0,0,,0,0,0,0.0,1,0,0
142,1992,1992-10-25,7,32.196,DAL,@,RAI,W 28-13,,,,,0,0,,0,,,,,,
143,1992,1992-11-26,12,32.228,DAL,,NYG,W 30-3,,,,,0,0,,0,,,,,,
144,1992,1992-12-06,13,32.238,DAL,@,DEN,W 31-27,,,,,0,0,,0,,,,,,
145,1992,1992-12-13,14,32.245,DAL,@,WAS,L 17-20,,,,,0,0,,0,,,,,,
146,1992,1992-12-21,15,32.253,DAL,@,ATL,W 41-17,,,,,0,0,,0,,,,,,
147,1992,1992-12-27,16,32.259,DAL,,CHI,W 27-14,,,,,0,0,,0,,,,,,
