ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1975,1975-09-21,1,22.172,NYG,@,PHI,W 23-14,,,,,,,,,,
2,1975,1975-09-28,2,22.179,NYG,@,WAS,L 13-49,1,2,2.00,1,0,0,,0,1,6
3,1975,1975-10-05,3,22.186,NYG,@,STL,L 14-26,,,,,,,,,,
4,1975,1975-10-12,4,22.193,NYG,,DAL,L 7-13,,,,,,,,,,
5,1975,1975-10-20,5,22.201,NYG,@,BUF,W 17-14,0,0,,0,1,19,19.00,0,0,0
6,1975,1975-10-25,6,22.206,NYG,,STL,L 13-20,,,,,,,,,,
7,1975,1975-11-01,7,22.213,NYG,,SDG,W 35-24,,,,,,,,,,
8,1975,1975-11-09,8,22.221,NYG,,WAS,L 13-21,,,,,,,,,,
9,1975,1975-11-16,9,22.228,NYG,,PHI,L 10-13,2,8,4.00,0,1,19,19.00,0,0,0
10,1975,1975-11-23,10,22.235,NYG,@,GNB,L 14-40,,,,,,,,,,
11,1975,1975-11-30,11,22.242,NYG,@,DAL,L 3-14,,,,,,,,,,
12,1975,1975-12-07,12,22.249,NYG,,BAL,L 0-21,,,,,,,,,,
13,1975,1975-12-14,13,22.256,NYG,,NOR,W 28-14,,,,,,,,,,
14,1975,1975-12-21,14,22.263,NYG,@,SFO,W 26-23,4,55,13.75,0,0,0,,0,0,0
15,1976,1976-09-12,1,23.163,SFO,@,GNB,W 26-14,,,,,,,,,,
16,1976,1976-09-19,2,23.170,SFO,,CHI,L 12-19,1,11,11.00,0,0,0,,0,0,0
17,1976,1976-09-26,3,23.177,SFO,@,SEA,W 37-21,,,,,,,,,,
18,1976,1976-10-03,4,23.184,SFO,,NYJ,W 17-6,,,,,,,,,,
19,1976,1976-10-11,5,23.192,SFO,@,RAM,W 16-0,,,,,,,,,,
20,1976,1976-10-17,6,23.198,SFO,,NOR,W 33-3,,,,,,,,,,
21,1976,1976-10-23,7,23.204,SFO,,ATL,W 15-0,,,,,,,,,,
22,1976,1976-10-31,8,23.212,SFO,@,STL,L 20-23,,,,,,,,,,
23,1976,1976-11-07,9,23.219,SFO,,WAS,L 21-24,,,,,,,,,,
24,1976,1976-11-14,10,23.226,SFO,@,ATL,L 16-21,,,,,,,,,,
25,1976,1976-11-21,11,23.233,SFO,,RAM,L 3-23,,,,,,,,,,
26,1976,1976-11-29,12,23.241,SFO,,MIN,W 20-16,,,,,,,,,,
27,1976,1976-12-05,13,23.247,SFO,@,SDG,L 7-13,,,,,,,,,,
28,1976,1976-12-12,14,23.254,SFO,@,NOR,W 27-7,,,,,,,,,,
29,1977,1977-09-25,2,24.176,SFO,,MIA,L 15-19,,,,,,,,,,
30,1977,1977-10-02,3,24.183,SFO,@,RAM,L 14-34,,,,,,,,,,
31,1977,1977-10-09,4,24.190,SFO,,ATL,L 0-7,,,,,,,,,,
32,1977,1977-10-16,5,24.197,SFO,@,NYG,L 17-20,,,,,,,,,,
33,1977,1977-10-23,6,24.204,SFO,,DET,W 28-7,,,,,,,,,,
34,1977,1977-10-30,7,24.211,SFO,,TAM,W 20-10,2,16,8.00,0,0,0,,0,0,0
35,1977,1977-11-06,8,24.218,SFO,@,ATL,W 10-3,,,,,,,,,,
36,1977,1977-11-20,10,24.232,SFO,,RAM,L 10-23,,,,,,,,,,
