ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1970,1970-09-20,1,25.336,ATL,@,NOR,W 14-3,,,,
2,1970,1970-09-27,2,25.343,ATL,@,GNB,L 24-27,,,,
3,1970,1970-10-04,3,25.350,ATL,,SFO,W 21-20,,,,
4,1970,1970-10-11,4,25.357,ATL,@,DAL,L 0-13,,,,
5,1970,1970-10-18,5,25.364,ATL,@,DEN,L 10-24,,,,
6,1970,1970-10-25,6,26.006,ATL,,NOR,W 32-14,,,,
7,1970,1970-11-01,7,26.013,ATL,,CHI,L 14-23,,,,
8,1970,1970-11-08,8,26.020,ATL,@,RAM,T 10-10,,,,
9,1970,1970-11-15,9,26.027,ATL,@,PHI,T 13-13,,,,
10,1970,1970-11-22,10,26.034,ATL,,RAM,L 7-17,,,,
11,1970,1970-11-30,11,26.042,ATL,,MIA,L 7-20,,,,
12,1970,1970-12-06,12,26.048,ATL,@,SFO,L 20-24,,,,
13,1970,1970-12-13,13,26.055,ATL,,PIT,W 27-16,,,,
14,1970,1970-12-20,14,26.062,ATL,,MIN,L 7-37,,,,
15,1971,1971-09-19,1,26.335,ATL,,SFO,W 20-17,,,,
16,1971,1971-09-26,2,26.342,ATL,@,RAM,T 20-20,,,,
17,1971,1971-10-03,3,26.349,ATL,@,DET,L 38-41,,,,
18,1971,1971-10-10,4,26.356,ATL,,STL,L 9-26,1,4,4.00,0
19,1971,1971-10-17,5,26.363,ATL,,RAM,L 16-24,,,,
20,1971,1971-10-24,6,27.005,ATL,,NOR,W 28-6,,,,
21,1971,1971-10-31,7,27.012,ATL,@,CLE,W 31-14,,,,
22,1971,1971-11-07,8,27.019,ATL,@,CIN,W 9-6,,,,
23,1971,1971-11-14,9,27.026,ATL,,NYG,L 17-21,,,,
24,1971,1971-11-22,10,27.034,ATL,,GNB,W 28-21,,,,
25,1971,1971-12-12,13,27.054,ATL,@,SFO,L 3-24,,,,
26,1971,1971-12-19,14,27.061,ATL,@,NOR,W 24-20,,,,
27,1972,1972-09-24,2,27.341,BUF,,SFO,W 27-20,,,,
28,1972,1972-10-01,3,27.348,BUF,,BAL,L 0-17,,,,
29,1972,1972-10-08,4,27.355,BUF,,NWE,W 38-14,,,,
30,1972,1972-10-15,5,27.362,BUF,@,OAK,L 16-28,,,,
31,1972,1972-10-22,6,28.003,BUF,@,MIA,L 23-24,,,,
32,1972,1972-10-29,7,28.010,BUF,,PIT,L 21-38,,,,
33,1972,1972-11-19,10,28.031,BUF,@,NWE,W 27-24,,,,
34,1972,1972-11-26,11,28.038,BUF,@,CLE,L 10-27,,,,
35,1972,1972-12-03,12,28.045,BUF,@,BAL,L 7-35,,,,
36,1972,1972-12-10,13,28.052,BUF,,DET,T 21-21,,,,
37,1972,1972-12-17,14,28.059,BUF,@,WAS,W 24-17,,,,
