ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-09-08,1,20.286,SDG,@,CIN,W 34-6,*
2,2002,2002-09-22,3,20.300,SDG,@,ARI,W 23-15,
3,2002,2002-09-29,4,20.307,SDG,,NWE,W 21-14,*
4,2002,2002-10-06,5,20.314,SDG,@,DEN,L 9-26,*
5,2002,2002-10-13,6,20.321,SDG,,KAN,W 35-34,*
6,2002,2002-10-20,7,20.328,SDG,@,OAK,W 27-21,*
7,2002,2002-11-03,8,20.342,SDG,,NYJ,L 13-44,*
8,2002,2002-11-10,9,20.349,SDG,@,STL,L 24-28,*
9,2002,2002-11-17,10,20.356,SDG,,SFO,W 20-17,*
10,2002,2002-11-24,11,20.363,SDG,@,MIA,L 3-30,*
11,2002,2002-12-01,12,21.005,SDG,,DEN,W 30-27,*
12,2002,2002-12-08,13,21.012,SDG,,OAK,L 7-27,*
13,2002,2002-12-15,14,21.019,SDG,@,BUF,L 13-20,*
14,2002,2002-12-22,15,21.026,SDG,@,KAN,L 22-24,*
15,2002,2002-12-29,16,21.033,SDG,,SEA,L 28-31,*
16,2004,2004-09-12,1,22.291,SDG,@,HOU,W 27-20,*
17,2004,2004-09-19,2,22.298,SDG,,NYJ,L 28-34,*
18,2004,2004-09-26,3,22.305,SDG,@,DEN,L 13-23,*
19,2004,2004-10-03,4,22.312,SDG,,TEN,W 38-17,*
20,2004,2004-10-10,5,22.319,SDG,,JAX,W 34-21,*
21,2004,2004-10-17,6,22.326,SDG,@,ATL,L 20-21,*
22,2004,2004-10-24,7,22.333,SDG,@,CAR,W 17-6,*
23,2004,2004-10-31,8,22.340,SDG,,OAK,W 42-14,*
24,2004,2004-11-07,9,22.347,SDG,,NOR,W 43-17,*
25,2004,2004-11-21,10,22.361,SDG,@,OAK,W 23-17,*
26,2004,2004-11-28,11,23.002,SDG,@,KAN,W 34-31,*
27,2004,2004-12-05,12,23.009,SDG,,DEN,W 20-17,*
28,2004,2004-12-12,13,23.016,SDG,,TAM,W 31-24,*
29,2004,2004-12-19,14,23.023,SDG,@,CLE,W 21-0,*
30,2004,2004-12-26,15,23.030,SDG,@,IND,L 31-34,*
31,2004,2005-01-02,16,23.037,SDG,,KAN,W 24-17,*
32,2005,2005-09-11,1,23.289,SDG,,DAL,L 24-28,*
33,2005,2005-09-18,2,23.296,SDG,@,DEN,L 17-20,*
34,2005,2005-11-21,10,23.360,MIN,@,GNB,W 20-17,*
35,2006,2006-11-19,10,24.358,MIA,,MIN,W 24-20,
36,2006,2006-11-23,11,24.362,MIA,@,DET,W 27-10,
37,2006,2006-12-03,12,25.007,MIA,,JAX,L 10-24,
38,2006,2006-12-10,13,25.014,MIA,,NWE,W 21-0,
39,2006,2006-12-25,15,25.029,MIA,,NYJ,L 10-13,
40,2006,2006-12-31,16,25.035,MIA,@,IND,L 22-27,
