ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1985,1985-09-15,2,21.342,IND,@,MIA,L 13-30,0,0,,0,,,
2,1985,1985-09-29,4,21.356,IND,@,NYJ,L 20-25,0,0,,0,,,
3,1985,1985-10-06,5,21.363,IND,,BUF,W 49-17,0,0,,0,,,
4,1985,1985-10-13,6,22.005,IND,,DEN,L 10-15,0,0,,0,,,
5,1985,1985-10-20,7,22.012,IND,@,BUF,L 9-21,1,15,15.00,0,1,0,0
6,1985,1985-10-27,8,22.019,IND,,GNB,W 37-10,0,0,,0,,,
7,1985,1985-11-03,9,22.026,IND,,NYJ,L 17-35,0,0,,0,,,
8,1985,1985-11-10,10,22.033,IND,@,NWE,L 15-34,0,0,,0,,,
9,1985,1985-11-17,11,22.040,IND,,MIA,L 20-34,0,0,,0,,,
10,1985,1985-11-24,12,22.047,IND,@,KAN,L 7-20,0,0,,0,,,
11,1985,1985-12-01,13,22.054,IND,,NWE,L 31-38,1,0,0.00,0,0,0,0
12,1985,1985-12-08,14,22.061,IND,@,CHI,L 10-17,0,0,,0,,,
13,1985,1985-12-15,15,22.068,IND,@,TAM,W 31-23,0,0,,0,,,
14,1985,1985-12-22,16,22.075,IND,,HOU,W 34-16,0,0,,0,,,
