ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,24.132,ARI,,SFO,L 16-20,,1,,,,,0.0%,,,,,,,,,,,,
2,2009,2009-10-25,7,24.174,KAN,,SDG,L 7-37,,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,0.0,0,0
3,2009,2009-11-08,8,24.188,KAN,@,JAX,L 21-24,,11,8,74,9.25,0,72.7%,6.73,0,0,,0,0,0,,0,0.0,0,0
4,2009,2009-11-15,9,24.195,KAN,@,OAK,W 16-10,*,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0.0,0,0
5,2009,2009-11-22,10,24.202,KAN,,PIT,W 27-24,,3,2,37,18.50,0,66.7%,12.33,0,0,,0,1,19,19.00,0,0.0,0,0
6,2009,2009-11-29,11,24.209,KAN,@,SDG,L 14-43,,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0.0,0,0
7,2009,2009-12-06,12,24.216,KAN,,DEN,L 13-44,,8,2,28,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,0.0,1,0
8,2009,2009-12-13,13,24.223,KAN,,BUF,L 10-16,,2,2,-6,-3.00,0,100.0%,-3.00,1,-1,-1.00,0,5,87,17.40,0,0.0,0,0
