ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2017,2017-10-22,6,23.180,DEN,@,LAC,L 0-21,,1,0,0,,0,0.0%,0.00,0,0,,0,5,55,11.00,0,0,0
2,2017,2017-12-24,15,23.243,NYG,@,ARI,L 0-23,,2,2,25,12.50,0,100.0%,12.50,1,19,19.00,0,3,19,6.33,0,0,0
3,2017,2017-12-31,16,23.250,NYG,,WAS,W 18-10,*,6,3,29,9.67,1,50.0%,4.83,0,0,,0,0,0,,0,1,6
