ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1981,1981-09-06,1,23.084,DEN,,OAK,W 9-7,15,47,3.13,0,0,0,,0,0,0
2,1981,1981-09-13,2,23.091,DEN,@,SEA,L 10-13,13,69,5.31,0,2,16,8.00,0,0,0
3,1981,1981-09-20,3,23.098,DEN,,BAL,W 28-10,14,65,4.64,0,0,0,,0,0,0
4,1981,1981-09-27,4,23.105,DEN,,SDG,W 42-24,6,15,2.50,0,0,0,,0,0,0
5,1981,1981-10-04,5,23.112,DEN,@,OAK,W 17-0,18,73,4.06,1,1,24,24.00,0,1,6
6,1981,1981-10-11,6,23.119,DEN,,DET,W 27-21,20,77,3.85,0,2,12,6.00,1,1,6
7,1981,1981-10-18,7,23.126,DEN,@,KAN,L 14-28,10,27,2.70,0,2,11,5.50,0,0,0
8,1981,1981-10-25,8,23.133,DEN,@,BUF,L 7-9,10,22,2.20,0,1,9,9.00,0,0,0
9,1981,1981-11-02,9,23.141,DEN,,MIN,W 19-17,12,65,5.42,0,1,5,5.00,0,0,0
10,1981,1981-11-08,10,23.147,DEN,,CLE,W 23-20,13,66,5.08,0,3,22,7.33,0,0,0
11,1981,1981-11-15,11,23.154,DEN,@,TAM,W 24-7,12,54,4.50,0,3,8,2.67,0,0,0
12,1981,1981-11-22,12,23.161,DEN,@,CIN,L 21-38,2,5,2.50,0,5,50,10.00,0,0,0
13,1981,1981-11-29,13,23.168,DEN,@,SDG,L 17-34,5,36,7.20,0,2,16,8.00,0,0,0
14,1981,1981-12-06,14,23.175,DEN,,KAN,W 16-13,7,26,3.71,0,2,24,12.00,0,0,0
15,1981,1981-12-13,15,23.182,DEN,,SEA,W 23-13,16,82,5.13,1,1,19,19.00,0,1,6
16,1981,1981-12-20,16,23.189,DEN,@,CHI,L 24-35,3,20,6.67,0,0,0,,0,0,0
17,1982,1982-09-12,1,24.090,DEN,,SDG,L 3-23,10,30,3.00,0,2,11,5.50,0,0,0
18,1982,1982-09-19,2,24.097,DEN,,SFO,W 24-21,9,18,2.00,0,3,12,4.00,1,1,6
19,1982,1982-11-21,3,24.160,DEN,,SEA,L 10-17,11,63,5.73,0,4,42,10.50,0,0,0
20,1982,1982-11-28,4,24.167,DEN,@,SDG,L 20-30,6,37,6.17,0,9,59,6.56,0,0,0
21,1982,1982-12-05,5,24.174,DEN,,ATL,L 27-34,9,30,3.33,0,4,30,7.50,0,0,0
22,1982,1982-12-12,6,24.181,DEN,@,RAM,W 27-24,9,25,2.78,1,3,20,6.67,1,2,12
23,1982,1982-12-19,7,24.188,DEN,,KAN,L 16-37,4,7,1.75,0,1,1,1.00,0,0,0
24,1982,1982-12-26,8,24.195,DEN,@,RAI,L 10-27,7,15,2.14,0,5,55,11.00,0,0,0
25,1982,1983-01-02,9,24.202,DEN,@,SEA,L 11-13,12,52,4.33,0,6,29,4.83,0,0,0
26,1983,1983-09-04,1,25.082,DEN,@,PIT,W 14-10,10,10,1.00,0,0,0,,0,0,0
27,1983,1983-09-11,2,25.089,DEN,@,BAL,W 17-10,7,30,4.29,0,4,38,9.50,0,0,0
28,1983,1983-09-18,3,25.096,DEN,,PHI,L 10-13,4,22,5.50,0,4,44,11.00,1,1,6
29,1983,1983-09-25,4,25.103,DEN,,RAI,L 7-22,5,17,3.40,0,1,19,19.00,0,0,0
30,1983,1983-10-02,5,25.110,DEN,@,CHI,L 14-31,1,0,0.00,0,2,18,9.00,0,0,0
31,1983,1983-10-16,7,25.124,DEN,,CIN,W 24-17,3,17,5.67,1,1,7,7.00,1,2,12
32,1984,1984-09-09,2,26.087,DEN,@,CHI,L 0-27,1,-1,-1.00,0,0,0,,0,0,0
33,1984,1984-09-16,3,26.094,DEN,@,CLE,W 24-14,1,1,1.00,0,0,0,,0,0,0
34,1984,1984-09-23,4,26.101,DEN,,KAN,W 21-0,1,3,3.00,1,0,0,,0,1,6
35,1984,1984-09-30,5,26.108,DEN,,RAI,W 16-13,7,45,6.43,0,1,1,1.00,0,0,0
36,1984,1984-10-07,6,26.115,DEN,@,DET,W 28-7,3,3,1.00,0,1,9,9.00,0,0,0
37,1984,1984-10-15,7,26.123,DEN,,GNB,W 17-14,1,6,6.00,0,0,0,,0,0,0
38,1984,1984-10-21,8,26.129,DEN,@,BUF,W 37-7,6,19,3.17,0,0,0,,0,0,0
39,1984,1984-10-28,9,26.136,DEN,@,RAI,W 22-19,0,0,,0,0,0,,0,0,
40,1984,1984-11-04,10,26.143,DEN,,NWE,W 26-19,0,0,,0,0,0,,0,0,
41,1984,1984-11-11,11,26.150,DEN,@,SDG,W 16-13,0,0,,0,0,0,,0,0,
42,1984,1984-11-18,12,26.157,DEN,,MIN,W 42-21,7,65,9.29,0,1,4,4.00,0,0,0
43,1984,1984-11-25,13,26.164,DEN,,SEA,L 24-27,5,8,1.60,0,0,0,,0,0,0
44,1984,1984-12-02,14,26.171,DEN,@,KAN,L 13-16,2,2,1.00,0,0,0,,0,0,0
45,1984,1984-12-09,15,26.178,DEN,,SDG,W 16-13,6,37,6.17,0,2,7,3.50,0,0,0
46,1984,1984-12-15,16,26.184,DEN,@,SEA,W 31-14,6,20,3.33,1,1,4,4.00,0,1,6
47,1985,1985-12-01,13,27.170,SEA,,KAN,W 24-6,1,-1,-1.00,0,0,0,,0,0,0
48,1985,1985-12-08,14,27.177,SEA,,CLE,W 31-13,4,7,1.75,0,0,0,,0,0,0
49,1985,1985-12-15,15,27.184,SEA,@,RAI,L 3-13,1,4,4.00,0,1,27,27.00,0,0,0
50,1985,1985-12-20,16,27.189,SEA,,DEN,L 24-27,2,9,4.50,0,0,0,,0,0,0
51,1987,1987-10-04,3,29.112,SEA,,MIA,W 24-20,13,32,2.46,1,1,7,7.00,0,1,6
