ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1984,1984-10-21,8,22.084,DAL,,NOR,W 30-27,,,,,,,,,,,,,,,,,,
2,1985,1985-12-15,15,23.139,DAL,,NYG,W 28-21,,4,7,57.14,39,0,0,72.9,0,0,5.57,5.57,3,-2,-0.67,0,0,0
3,1985,1985-12-22,16,23.146,DAL,@,SFO,L 16-31,,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,0,0,,0,0,0
4,1986,1986-09-08,1,24.041,DAL,,NYG,W 31-28,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
5,1986,1986-09-14,2,24.047,DAL,@,DET,W 31-7,,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,0,0,,0,0,0
6,1986,1986-09-21,3,24.054,DAL,,ATL,L 35-37,,0,0,,0,0,0,,0,,,,0,0,,0,,
7,1986,1986-09-29,4,24.062,DAL,@,STL,W 31-7,,0,0,,0,0,0,,0,,,,0,0,,0,,
8,1986,1986-10-05,5,24.068,DAL,@,DEN,L 14-29,*,24,44,54.55,271,1,3,52.4,5,46,6.16,3.55,1,3,3.00,0,0,0
9,1986,1986-10-12,6,24.075,DAL,,WAS,W 30-6,*,19,30,63.33,323,1,1,96.9,1,5,10.77,9.93,3,21,7.00,0,0,0
10,1986,1986-10-19,7,24.082,DAL,@,PHI,W 17-14,*,18,31,58.06,244,1,2,67.1,1,6,7.87,5.61,4,43,10.75,0,0,0
11,1986,1986-10-26,8,24.089,DAL,,STL,W 37-6,,12,16,75.00,119,0,0,95.6,1,12,7.44,7.44,6,28,4.67,0,0,0
12,1986,1986-11-02,9,24.096,DAL,@,NYG,L 14-17,,28,38,73.68,339,1,0,109.4,5,35,8.92,9.45,3,19,6.33,0,0,0
13,1986,1986-11-09,10,24.103,DAL,,RAI,L 13-17,*,14,30,46.67,168,0,5,24.7,4,21,5.60,-1.90,6,59,9.83,0,0,0
14,1986,1986-11-16,11,24.110,DAL,@,SDG,W 24-21,*,18,33,54.55,246,1,0,88.7,11,93,7.45,8.06,6,7,1.17,1,1,6
15,1986,1986-11-23,12,24.117,DAL,@,WAS,L 14-41,*,12,28,42.86,172,0,1,48.5,5,50,6.14,4.54,1,5,5.00,0,0,0
16,1986,1986-11-27,13,24.121,DAL,,SEA,L 14-31,*,22,36,61.11,210,0,0,77.3,1,9,5.83,5.83,3,28,9.33,0,0,0
17,1986,1986-12-07,14,24.131,DAL,@,RAM,L 10-29,*,18,29,62.07,173,0,2,49.9,5,33,5.97,2.86,2,10,5.00,0,0,0
18,1986,1986-12-14,15,24.138,DAL,,PHI,L 21-23,*,15,33,45.45,271,2,2,69.1,4,23,8.21,6.70,4,24,6.00,0,0,0
19,1986,1986-12-21,16,24.145,DAL,,CHI,L 10-24,,14,28,50.00,173,1,1,66.5,4,29,6.18,5.29,2,8,4.00,0,0,0
20,1987,1987-09-13,1,25.046,DAL,@,STL,L 13-24,,0,0,,0,0,0,,0,,,,0,0,,0,,
21,1987,1987-09-20,2,25.053,DAL,@,NYG,W 16-14,,0,0,,0,0,0,,0,,,,0,0,,0,,
22,1987,1987-10-25,6,25.088,DAL,@,PHI,L 20-37,,0,0,,0,0,0,,0,,,,1,1,1.00,0,0,0
23,1987,1987-11-02,7,25.096,DAL,,NYG,W 33-24,,0,0,,0,0,0,,0,,,,0,0,,0,,
24,1987,1987-11-08,8,25.102,DAL,@,DET,L 17-27,,0,0,,0,0,0,,0,,,,0,0,,0,,
25,1987,1987-11-15,9,25.109,DAL,@,NWE,W 23-17,,0,0,,0,0,0,,0,,,,0,0,,0,,
26,1987,1987-11-22,10,25.116,DAL,,MIA,L 14-20,*,12,18,66.67,134,2,2,86.1,0,0,7.44,4.67,11,79,7.18,0,0,0
