ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1996,1996-10-06,5,23.273,CIN,,HOU,L 27-30,,,0,0,,0,0.0%,,0,0,,0,0,
2,1996,1996-11-24,12,23.322,CIN,,ATL,W 41-31,,0,0,0,,0,0.0%,,3,4,1.33,1,1,6
3,1996,1996-12-01,13,23.329,CIN,@,JAX,L 27-30,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
4,1996,1996-12-08,14,23.336,CIN,,BAL,W 21-14,,2,2,14,7.00,0,100.0%,7.00,2,5,2.50,0,0,0
5,1996,1996-12-15,15,23.343,CIN,@,HOU,W 21-13,,0,0,0,,0,0.0%,,2,8,4.00,0,0,0
6,1996,1996-12-22,16,23.350,CIN,,IND,W 31-24,,1,0,0,,0,0.0%,0.00,1,5,5.00,0,0,0
7,1997,1997-08-31,1,24.236,CIN,,ARI,W 24-21,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0
8,1997,1997-09-07,2,24.243,CIN,@,BAL,L 10-23,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0
9,1997,1997-09-21,3,24.257,CIN,@,DEN,L 20-38,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0
10,1997,1997-09-28,4,24.264,CIN,,NYJ,L 14-31,,1,1,-6,-6.00,0,100.0%,-6.00,1,3,3.00,0,0,0
11,1997,1997-10-05,5,24.271,CIN,@,JAX,L 13-21,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
12,1997,1997-10-12,6,24.278,CIN,@,TEN,L 7-30,,4,3,29,9.67,0,75.0%,7.25,1,3,3.00,0,0,0
13,1997,1997-10-19,7,24.285,CIN,,PIT,L 10-26,,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0
14,1997,1997-10-26,8,24.292,CIN,@,NYG,L 27-29,,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0
15,1997,1997-11-02,9,24.299,CIN,,SDG,W 38-31,,1,1,9,9.00,0,100.0%,9.00,1,2,2.00,1,1,6
16,1997,1997-11-09,10,24.306,CIN,@,IND,W 28-13,,4,2,3,1.50,0,50.0%,0.75,3,9,3.00,0,0,0
17,1997,1997-11-16,11,24.313,CIN,@,PIT,L 3-20,,3,1,8,8.00,0,33.3%,2.67,1,4,4.00,0,0,0
18,1997,1997-11-23,12,24.320,CIN,,JAX,W 31-26,,5,4,12,3.00,0,80.0%,2.40,2,8,4.00,0,0,0
19,1997,1997-11-30,13,24.327,CIN,@,PHI,L 42-44,,0,0,0,,0,0.0%,,1,1,1.00,1,1,6
20,1997,1997-12-04,14,24.331,CIN,,TEN,W 41-14,,0,0,0,,0,0.0%,,2,2,1.00,0,0,0
21,1997,1997-12-14,15,24.341,CIN,,DAL,W 31-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,
22,1997,1997-12-21,16,24.348,CIN,,BAL,W 16-14,,1,1,7,7.00,0,100.0%,7.00,1,0,0.00,0,0,0
23,1998,1998-09-20,3,25.256,CIN,,GNB,L 6-13,,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0
