ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-10-22,6,21.360,GNB,@,MIA,W 34-24,,,,,,,,,,,,,,,,,
2,2006,2006-10-29,7,22.002,GNB,,ARI,W 31-14,,,,,,,,,,,,,,,,,
3,2006,2006-11-05,8,22.009,GNB,@,BUF,L 10-24,,,,,,,,,,,,,,,,,
4,2006,2006-11-12,9,22.016,GNB,@,MIN,W 23-17,,,,,,,,,,,,,,,,,
5,2007,2007-09-09,1,22.317,GNB,,PHI,W 16-13,,,,,,,,,,,,,,,,,
6,2007,2007-09-16,2,22.324,GNB,@,NYG,W 35-13,,,,,,,,,,,,,,,,,
7,2007,2007-09-23,3,22.331,GNB,,SDG,W 31-24,,,,,,,,,,,,,,,,,
8,2007,2007-09-30,4,22.338,GNB,@,MIN,W 23-16,,,,,,,,,,,,,,,,,
9,2007,2007-11-29,12,23.033,GNB,@,DAL,L 27-37,,,,,,,,,,,,,,,,,
10,2007,2007-12-09,13,23.043,GNB,,OAK,W 38-7,,0,0,,0,3,63,21.00,1,1,6,0.0,,,0,0,0
11,2007,2007-12-16,14,23.050,GNB,@,STL,W 33-14,,0,0,,0,3,30,10.00,0,0,0,0.0,,,0,0,0
12,2007,2007-12-23,15,23.057,GNB,@,CHI,L 7-35,,1,3,3.00,0,1,8,8.00,0,0,0,0.0,,,0,0,0
13,2007,2007-12-30,16,23.064,GNB,,DET,W 34-13,*,0,0,,0,1,5,5.00,0,0,0,0.0,,,0,0,0
14,2008,2008-09-08,1,23.317,GNB,,MIN,W 24-19,,3,69,23.00,0,3,78,26.00,1,1,6,0.0,0,0,0,0,0
15,2008,2008-09-14,2,23.323,GNB,@,DET,W 48-25,,4,99,24.75,0,2,4,2.00,0,0,0,0.0,3,1,0,0,0
16,2008,2008-09-21,3,23.330,GNB,,DAL,L 16-27,,5,79,15.80,0,2,12,6.00,0,0,0,0.0,1,0,0,0,0
17,2008,2008-09-28,4,23.337,GNB,@,TAM,L 21-30,,5,95,19.00,0,2,21,10.50,0,0,0,0.0,2,1,0,0,0
18,2008,2008-10-05,5,23.344,GNB,,ATL,L 24-27,,4,110,27.50,0,0,0,,0,0,0,0.0,2,1,0,0,0
19,2008,2008-10-12,6,23.351,GNB,@,SEA,W 27-17,,3,75,25.00,0,4,39,9.75,0,0,0,0.0,0,0,0,0,0
20,2008,2008-10-19,7,23.358,GNB,,IND,W 34-14,*,0,0,,0,3,26,8.67,0,0,0,0.0,4,0,0,0,0
21,2008,2008-11-02,8,24.006,GNB,@,TEN,L 16-19,,2,57,28.50,0,3,27,9.00,0,0,0,0.0,0,0,0,0,0
