ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,23.110,NOR,,ATL,W 23-17,,,,,,,0.0%,,,,,,,,,,,,,,
2,2013,2013-09-15,2,23.117,NOR,@,TAM,W 16-14,,,,,,,0.0%,,,,,,,,,,,,,,
3,2013,2013-09-22,3,23.124,NOR,,ARI,W 31-7,,,,,,,0.0%,,,,,,,,,,,,,,
4,2013,2013-09-30,4,23.132,NOR,,MIA,W 38-17,,,,,,,0.0%,,,,,,,,,,,,,,
5,2013,2013-10-06,5,23.138,NOR,@,CHI,W 26-18,,,,,,,0.0%,,,,,,,,,,,,,,
6,2013,2013-10-13,6,23.145,NOR,@,NWE,L 27-30,,,,,,,0.0%,,,,,,,,,,,,,,
7,2013,2013-10-27,7,23.159,NOR,,BUF,W 35-17,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2013,2013-11-03,8,23.166,NOR,@,NYJ,L 20-26,*,1,0,0,,0,0.0%,0.00,1,-8,-8.00,0,0,0,,0,0,0,0.0,0,1
9,2013,2013-11-10,9,23.173,NOR,,DAL,W 49-17,*,,,,,,0.0%,,,,,,,,,,,,,,
10,2013,2013-11-17,10,23.180,NOR,,SFO,W 23-20,*,2,1,3,3.00,1,50.0%,1.50,0,0,,0,0,0,,0,1,6,0.0,0,0
11,2013,2013-11-21,11,23.184,NOR,@,ATL,W 17-13,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2013,2013-12-02,12,23.195,NOR,@,SEA,L 7-34,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2013,2013-12-08,13,23.201,NOR,,CAR,W 31-13,,,,,,,0.0%,,,,,,,,,,,,,,
14,2013,2013-12-29,16,23.222,NOR,,TAM,W 42-17,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2014,2014-09-07,1,24.109,NOR,@,ATL,L 34-37,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0
16,2014,2014-09-14,2,24.116,NOR,@,CLE,L 24-26,,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,0,0.0,0,1
17,2014,2014-09-21,3,24.123,NOR,,MIN,W 20-9,,2,2,48,24.00,1,100.0%,24.00,0,0,,0,0,0,,0,1,6,0.0,2,0
18,2014,2014-09-28,4,24.130,NOR,@,DAL,L 17-38,,1,1,12,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,1,6,0.0,0,0
19,2014,2014-10-05,5,24.137,NOR,,TAM,W 37-31,,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0,,0,0,0,0.0,1,0
20,2014,2014-10-19,6,24.151,NOR,@,DET,L 23-24,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,1,0
21,2014,2014-10-26,7,24.158,NOR,,GNB,W 44-23,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,0,0
