ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2006,2006-10-22,6,22.083,CIN,,CAR,W 17-14,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
2,2006,2006-10-29,7,22.090,CIN,,ATL,L 27-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
3,2006,2006-11-05,8,22.097,CIN,@,BAL,L 20-26,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
4,2006,2006-11-12,9,22.104,CIN,,SDG,L 41-49,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
5,2006,2006-11-19,10,22.111,CIN,@,NOR,W 31-16,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
6,2006,2006-11-26,11,22.118,CIN,@,CLE,W 30-0,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,1,28,28.00,0,0,0
7,2006,2006-11-30,12,22.122,CIN,,BAL,W 13-7,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,0,0
8,2006,2006-12-10,13,22.132,CIN,,OAK,W 27-10,,0,0,0,,0,0.0%,,0,0,,0,2,60,30.00,0,0,0
9,2006,2006-12-18,14,22.140,CIN,@,IND,L 16-34,,0,0,0,,0,0.0%,,0,0,,0,5,112,22.40,0,0,0
10,2006,2006-12-24,15,22.146,CIN,@,DEN,L 23-24,,0,0,0,,0,0.0%,,0,0,,0,4,107,26.75,0,0,0
11,2006,2006-12-31,16,22.153,CIN,,PIT,L 17-23,,0,0,0,,0,0.0%,,0,0,,0,4,88,22.00,0,0,0
12,2007,2007-09-10,1,23.041,CIN,,BAL,W 27-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
13,2007,2007-09-16,2,23.047,CIN,@,CLE,L 45-51,,5,5,52,10.40,1,100.0%,10.40,0,0,,0,6,177,29.50,0,1,6
