ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1970,1970-09-20,1,24.079,BUF,,DEN,L 10-25
2,1970,1970-09-27,2,24.086,BUF,,RAM,L 0-19
3,1970,1970-10-18,5,24.107,BUF,,MIA,L 14-33
4,1970,1970-10-25,6,24.114,BUF,@,NYJ,W 10-6
5,1971,1971-09-19,1,25.078,BUF,,DAL,L 37-49
6,1971,1971-09-26,2,25.085,BUF,,MIA,L 14-29
7,1971,1971-10-03,3,25.092,BUF,@,MIN,L 0-19
8,1971,1971-10-10,4,25.099,BUF,,BAL,L 0-43
9,1971,1971-10-17,5,25.106,BUF,@,NYJ,L 17-28
10,1971,1971-10-23,6,25.112,BUF,@,SDG,L 3-20
11,1971,1971-10-31,7,25.120,BUF,,STL,L 23-28
12,1971,1971-11-07,8,25.127,BUF,@,MIA,L 0-34
13,1971,1971-11-14,9,25.134,BUF,@,NWE,L 33-38
14,1971,1971-11-21,10,25.141,BUF,,NYJ,L 7-20
15,1971,1971-11-28,11,25.148,BUF,,NWE,W 27-20
16,1971,1971-12-05,12,25.155,BUF,@,BAL,L 0-24
17,1971,1971-12-12,13,25.162,BUF,,HOU,L 14-20
18,1971,1971-12-19,14,25.169,BUF,@,KAN,L 9-22
19,1972,1972-09-17,1,26.076,BUF,,NYJ,L 24-41
20,1972,1972-10-08,4,26.097,DET,@,ATL,W 26-23
21,1972,1972-12-17,14,26.167,DET,@,RAM,W 34-17
