ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,23.130,WAS,@,PHI,W 37-34,,,,,,,,,
2,1982,1982-09-19,2,23.137,WAS,@,TAM,W 21-13,,,,,,,,,
3,1982,1982-11-21,3,23.200,WAS,@,NYG,W 27-17,,,,,,,,,
4,1982,1982-11-28,4,23.207,WAS,,PHI,W 13-9,,,,,,,,,
5,1982,1982-12-05,5,23.214,WAS,,DAL,L 10-24,0,0,,0,0,0,2,43,0
6,1982,1982-12-12,6,23.221,WAS,@,STL,W 12-7,,,,,,,,,
7,1982,1982-12-19,7,23.228,WAS,,NYG,W 15-14,,,,,,,,,
8,1982,1982-12-26,8,23.235,WAS,@,NOR,W 27-10,,,,,,,,,
9,1982,1983-01-02,9,23.242,WAS,,STL,W 28-0,0,0,,0,0,0,1,19,0
10,1983,1983-09-05,1,24.123,WAS,,DAL,L 30-31,,,,,,,,,
11,1983,1983-09-11,2,24.129,WAS,@,PHI,W 23-13,,,,,,,,,
12,1983,1983-09-18,3,24.136,WAS,,KAN,W 27-12,,,,,,,,,
13,1983,1983-09-25,4,24.143,WAS,@,SEA,W 27-17,0,0,,0,0,0,1,26,0
14,1983,1983-10-02,5,24.150,WAS,,RAI,W 37-35,0,0,,0,0,0,1,0,0
15,1983,1983-10-09,6,24.157,WAS,@,STL,W 38-14,,,,,,,,,
16,1983,1983-10-17,7,24.165,WAS,@,GNB,L 47-48,,,,,,,,,
17,1983,1983-10-23,8,24.171,WAS,,DET,W 38-17,0,0,,0,0,0,1,13,0
18,1983,1983-10-31,9,24.179,WAS,@,SDG,W 27-24,0,0,,0,0,0,1,0,0
19,1983,1983-11-06,10,24.185,WAS,,STL,W 45-7,,,,,,,,,
20,1983,1983-11-13,11,24.192,WAS,@,NYG,W 33-17,,,,,,,,,
21,1983,1983-11-20,12,24.199,WAS,@,RAM,W 42-20,,,,,,,,,
22,1983,1983-11-27,13,24.206,WAS,,PHI,W 28-24,,,,,,,,,
23,1983,1983-12-04,14,24.213,WAS,,ATL,W 37-21,,,,,,,,,
24,1983,1983-12-11,15,24.220,WAS,@,DAL,W 31-10,,,,,,,,,
25,1983,1983-12-17,16,24.226,WAS,,NYG,W 31-22,0,0,,0,0,0,1,15,0
