ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,23.141,NYJ,@,TEN,W 23-16,,,,,,,
2,2006,2006-09-17,2,23.148,NYJ,,NWE,L 17-24,,,,,,,
3,2006,2006-09-24,3,23.155,NYJ,@,BUF,W 28-20,,,,,,,
4,2006,2006-10-01,4,23.162,NYJ,,IND,L 28-31,,,,,,,
5,2006,2006-10-08,5,23.169,NYJ,@,JAX,L 0-41,,,,,,,
6,2006,2006-10-15,6,23.176,NYJ,,MIA,W 20-17,*,,,,,,
7,2006,2006-10-22,7,23.183,NYJ,,DET,W 31-24,*,,,,,,
8,2006,2006-10-29,8,23.190,NYJ,@,CLE,L 13-20,,1.0,,,0,0,0
9,2006,2006-11-12,9,23.204,NYJ,@,NWE,W 17-14,*,,,,,,
10,2006,2006-11-19,10,23.211,NYJ,,CHI,L 0-10,,,,,,,
11,2006,2006-11-26,11,23.218,NYJ,,HOU,W 26-11,,,,,,,
12,2006,2006-12-03,12,23.225,NYJ,@,GNB,W 38-10,,,,,,,
13,2006,2006-12-10,13,23.232,NYJ,,BUF,L 13-31,,,,,,,
14,2006,2006-12-17,14,23.239,NYJ,@,MIN,W 26-13,,,,,,,
15,2006,2006-12-25,15,23.247,NYJ,@,MIA,W 13-10,,,,,,,
16,2006,2006-12-31,16,23.253,NYJ,,OAK,W 23-3,,,,,,,
17,2007,2007-09-09,1,24.140,NYJ,,NWE,L 14-38,,,,,,,
18,2007,2007-09-23,3,24.154,NYJ,,MIA,W 31-28,,,,,,,
19,2007,2007-10-07,5,24.168,NYJ,@,NYG,L 24-35,,,,,,,
20,2007,2007-10-21,7,24.182,NYJ,@,CIN,L 31-38,,,,,,,
21,2007,2007-11-18,10,24.210,NYJ,,PIT,W 19-16,,,,,,,
22,2007,2007-11-22,11,24.214,NYJ,@,DAL,L 3-34,,,,,,,
23,2007,2007-12-02,12,24.224,NYJ,@,MIA,W 40-13,,0.0,,,1,1,0
24,2007,2007-12-09,13,24.231,NYJ,,CLE,L 18-24,,,,,,,
25,2007,2007-12-16,14,24.238,NYJ,@,NWE,L 10-20,,,,,,,
26,2007,2007-12-23,15,24.245,NYJ,@,TEN,L 6-10,,,,,,,
27,2007,2007-12-30,16,24.252,NYJ,,KAN,W 13-10,,,,,,,
28,2008,2008-09-07,1,25.138,NYJ,@,MIA,W 20-14,,0.0,1,0,0,0,0
29,2008,2008-09-14,2,25.145,NYJ,,NWE,L 10-19,,0.0,5,0,0,0,0
30,2008,2008-09-22,3,25.153,NYJ,@,SDG,L 29-48,,,,,,,
31,2008,2008-09-28,4,25.159,NYJ,,ARI,W 56-35,,0.0,5,1,0,0,0
32,2008,2008-10-12,5,25.173,NYJ,,CIN,W 26-14,,0.0,3,1,0,0,0
33,2008,2008-10-26,7,25.187,NYJ,,KAN,W 28-24,,1.0,1,1,0,0,0
34,2008,2008-11-02,8,25.194,NYJ,@,BUF,W 26-17,,0.0,0,0,0,0,0
35,2008,2008-11-09,9,25.201,NYJ,,STL,W 47-3,,0.0,1,0,0,0,0
36,2008,2008-12-07,13,25.229,NYJ,@,SFO,L 14-24,,0.0,1,2,0,0,0
37,2009,2009-09-20,2,26.151,NYJ,,NWE,W 16-9,,0.0,2,1,0,0,0
38,2009,2009-09-27,3,26.158,NYJ,,TEN,W 24-17,,0.0,0,0,0,0,0
39,2009,2009-10-04,4,26.165,NYJ,@,NOR,L 10-24,,0.0,2,0,0,0,0
40,2009,2009-10-12,5,26.173,NYJ,@,MIA,L 27-31,,0.0,1,1,0,0,0
41,2009,2009-10-18,6,26.179,NYJ,,BUF,L 13-16,,,,,,,
42,2009,2009-10-25,7,26.186,NYJ,@,OAK,W 38-0,,0.0,0,0,0,0,0
43,2009,2009-11-01,8,26.193,NYJ,,MIA,L 25-30,,0.0,0,0,0,0,0
44,2009,2009-11-15,9,26.207,NYJ,,JAX,L 22-24,,,,,,,
45,2009,2009-11-22,10,26.214,NYJ,@,NWE,L 14-31,*,0.0,3,2,0,0,0
46,2009,2009-11-29,11,26.221,NYJ,,CAR,W 17-6,,0.0,1,0,0,0,0
47,2009,2009-12-03,12,26.225,NYJ,@,BUF,W 19-13,,0.0,0,0,0,0,0
48,2009,2009-12-13,13,26.235,NYJ,@,TAM,W 26-3,,0.0,1,0,0,0,0
49,2009,2009-12-20,14,26.242,NYJ,,ATL,L 7-10,,,,,,,
50,2009,2009-12-27,15,26.249,NYJ,@,IND,W 29-15,,,,,,,
51,2009,2010-01-03,16,26.256,NYJ,,CIN,W 37-0,,0.0,0,1,0,0,0
52,2010,2010-09-13,1,27.144,NYJ,,BAL,L 9-10,,0.0,0,0,0,0,0
53,2010,2010-09-19,2,27.150,NYJ,,NWE,W 28-14,,0.0,2,0,0,0,0
54,2010,2010-09-26,3,27.157,NYJ,@,MIA,W 31-23,,0.0,1,0,1,0,0
55,2010,2010-10-03,4,27.164,NYJ,@,BUF,W 38-14,*,0.0,2,0,0,0,0
56,2010,2010-10-11,5,27.172,NYJ,,MIN,W 29-20,,1.0,1,1,0,0,0
57,2010,2010-10-17,6,27.178,NYJ,@,DEN,W 24-20,*,0.0,5,0,0,0,0
58,2010,2010-10-31,7,27.192,NYJ,,GNB,L 0-9,,0.0,3,0,0,0,0
59,2010,2010-11-07,8,27.199,NYJ,@,DET,W 23-20,*,0.0,2,1,0,0,0
60,2010,2010-11-14,9,27.206,NYJ,@,CLE,W 26-20,,0.0,2,0,0,0,0
61,2010,2010-11-21,10,27.213,NYJ,,HOU,W 30-27,,0.0,1,1,0,0,0
62,2010,2010-11-25,11,27.217,NYJ,,CIN,W 26-10,,0.0,2,0,0,0,0
63,2010,2010-12-06,12,27.228,NYJ,@,NWE,L 3-45,*,,,,,,
64,2010,2010-12-12,13,27.234,NYJ,,MIA,L 6-10,,,,,,,
65,2010,2010-12-19,14,27.241,NYJ,@,PIT,W 22-17,,2.0,9,1,0,0,0
66,2010,2010-12-26,15,27.248,NYJ,@,CHI,L 34-38,,,,,,,
67,2010,2011-01-02,16,27.255,NYJ,,BUF,W 38-7,,1.0,2,0,0,0,0
68,2011,2011-09-11,1,28.142,JAX,,TEN,W 16-14,*,1.0,5,0,0,0,0
69,2011,2011-09-18,2,28.149,JAX,@,NYJ,L 3-32,,0.0,2,1,0,0,0
70,2011,2011-09-25,3,28.156,JAX,@,CAR,L 10-16,,0.0,1,1,0,0,0
71,2011,2011-10-02,4,28.163,JAX,,NOR,L 10-23,*,0.0,4,0,0,0,0
72,2011,2011-10-09,5,28.170,JAX,,CIN,L 20-30,,0.0,1,1,0,0,0
73,2011,2011-10-16,6,28.177,JAX,@,PIT,L 13-17,,0.0,2,1,0,0,0
